date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price
2022-02-15,2020 RMR Contenders,0.135,0.135,5107.0,0.135,0.135,0.143,0.0,0.0,0.1364285714285714,0.0021946130708195,0.1410666666666666,0.0061151905575832,0.0239480059842749,36606.0,5229.428571428572,144446.0,4814.866666666667,1,2,0.0,0.147,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.0,-0.014598540145985384,0.13571428571428573,0.0026436737675082007,0.126632650933366
2022-02-15,AK-47 | Baroque Purple (Battle-Scarred),2.633,2.633,83.0,2.618,2.522,2.824,0.0057295645530939,0.0440126883425853,2.6021428571428573,0.0406884629890116,2.6257333333333333,0.1566241644475362,0.0219906708647018,373.0,53.285714285714285,1731.0,57.7,1,2,0.0,2.770714285714285,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,,,2.5305,0.08659165886282198,1.2900587532390648
2022-02-15,AK-47 | Cartel (Factory New),11.0,11.0,19.0,11.02,10.864,11.579,-0.0018148820326678,0.0125184094256258,11.140142857142855,0.2670416920747067,11.149766666666666,0.407550379980466,0.0432921151297277,171.0,24.428571428571427,729.0,24.3,1,2,0.0,11.656714285714289,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,10.996642857142858,0.27101592548802655,2.4849066497880004
2022-02-15,AK-47 | Leet Museo (Factory New),36.044,36.044,19.0,36.536,36.775,42.354,-0.0134661703525291,-0.0198776342624065,36.50357142857143,0.3057790318621128,38.99786666666668,2.243614133986106,0.034781715333192,147.0,21.0,803.0,26.766666666666666,1,2,0.0,42.60942857142857,AK-47 | Leet Museo (Factory New),AK-47 | Leet Museo (Factory New),0,0,1,0,0,0,,,37.487071428571426,1.191811127543396,3.6121063953080226
2022-02-15,AK-47 | Legion of Anubis (Battle-Scarred),9.177,9.177,76.0,9.398,9.11,9.44,-0.0235156416258778,0.0073545554335894,9.374285714285715,0.1990970433056734,9.2293,0.2423710860093119,0.0206689241878639,578.0,82.57142857142857,2690.0,89.66666666666667,1,2,0.0,9.30042857142857,AK-47 | Legion of Anubis (Battle-Scarred),AK-47 | Legion of Anubis (Battle-Scarred),0,0,1,0,0,0,,,9.370142857142856,0.20334958801299516,2.3201302722097945
2022-02-15,AK-47 | Uncharted (Field-Tested),0.471,0.471,2424.0,0.468,0.439,0.392,0.0064102564102563,0.072892938496583,0.459,0.0094264066778992,0.4178000000000001,0.0271556010183289,0.0155477437971441,17363.0,2480.428571428572,78515.0,2617.1666666666665,1,2,0.0,0.3921428571428572,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.4391428571428571,0.02553386030309601,0.38594244161930047
2022-02-15,AUG | Arctic Wolf (Well-Worn),1.658,1.658,12.0,1.679,1.666,1.71,-0.0125074449076831,-0.0048019207683073,1.6245714285714286,0.0359954645669111,1.6294000000000002,0.113465295722231,0.0356308827193117,128.0,18.285714285714285,580.0,19.33333333333333,1,2,0.0,1.7861428571428573,AUG | Arctic Wolf (Well-Worn),AUG | Arctic Wolf (Well-Worn),0,0,1,0,0,0,,,1.606142857142857,0.05092506884985657,0.9775739602910536
2022-02-15,AUG | Carved Jade (Factory New),5.601,5.601,21.0,5.407,5.484,6.331,0.035879415572406,0.0213347921225381,5.755571428571429,0.330203338714131,5.974900000000001,0.6261239147857768,0.1138530724321097,168.0,24.0,689.0,22.966666666666665,1,2,0.0,6.541428571428573,AUG | Carved Jade (Factory New),AUG | Carved Jade (Factory New),0,0,1,0,0,0,,,5.792785714285714,0.41838024268902485,1.8872211527066338
2022-02-15,AUG | Colony (Battle-Scarred),0.595,0.595,1.0,0.685,0.669,0.615,-0.1313868613138686,-0.1106128550074739,0.7345714285714287,0.1167266123933026,0.7915666666666665,0.7805894218829484,1.3080414890284648,13.0,1.8571428571428568,58.0,1.9333333333333331,1,2,0.0,1.2304285714285716,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.7018571428571428,0.09732250679914858,0.4668737362368079
2022-02-15,AUG | Condemned (Factory New),0.703,0.703,21.0,0.702,0.712,0.641,0.0014245014245013,-0.0126404494382023,0.7135714285714286,0.0280807872440374,0.7164666666666668,0.0279591765893696,0.0475809015739204,136.0,19.428571428571427,592.0,19.73333333333333,1,2,0.0,0.6688571428571428,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.7195714285714285,0.026811921245578862,0.5323914016805512
