date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price
2015-05-15,AK-47 | Cartel (Factory New),4.611,4.611,297.0,4.619,4.919,6.936,-0.0017319766183157,-0.0626143525106728,4.693285714285714,0.0685476149125852,5.096999999999999,0.3530626006815222,0.0317441271483066,2076.0,296.57142857142856,8908.0,296.93333333333334,4,5,0.0,5.412,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.06261435251067282,-0.15857664233576652,4.797714285714285,0.1488791087123686,1.7247289567688349
2015-05-15,AUG | Colony (Battle-Scarred),0.338,0.338,52.0,3.946,0.077,0.039,-0.9143436391282312,3.389610389610389,0.6825714285714286,1.338113155277434,0.7589333333333335,1.7348639703318405,27.974142060603064,269.0,38.42857142857143,1186.0,39.53333333333333,4,5,0.0,0.3361428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,1.3509285714285715,2.4201148244941324,0.2911759617060367
2015-05-15,AUG | Condemned (Factory New),1.189,1.189,29.0,1.127,1.149,1.228,0.0550133096716947,0.0348128807658834,1.1078571428571429,0.0508539324829416,1.1906666666666668,0.0823906682957616,0.0714255237194118,224.0,32.0,906.0,30.2,4,5,0.0,1.207857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,1.141,0.05675588752923133,0.7834448185407259
2015-05-15,AUG | Contractor (Factory New),0.255,0.255,107.0,0.196,0.167,0.192,0.3010204081632652,0.5269461077844311,0.1955714285714285,0.0263322569314147,0.1761333333333333,0.0184675090060595,0.0754762346828223,648.0,92.57142857142856,2943.0,98.1,4,5,0.0,0.1597142857142857,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.18628571428571425,0.021987508941454684,0.2271355725837472
2015-05-15,AWP | Asiimov (Battle-Scarred),27.705,27.705,674.0,27.351,26.328,27.847,0.0129428540089941,0.0523017319963536,26.932714285714287,0.5059747916605306,25.918033333333337,0.7913338310866166,0.0326042076838207,4510.0,644.2857142857143,20105.0,670.1666666666666,4,5,0.0,25.23,AWP | Asiimov (Battle-Scarred),AWP | Asiimov (Battle-Scarred),0,0,1,0,0,0,,,26.49592857142857,0.6349372427238766,3.3570713236196
2015-05-15,AWP | Electric Hive (Field-Tested),6.798,6.798,312.0,6.645,6.492,7.577,0.0230248306997742,0.0471349353049908,6.682285714285716,0.0997148997115765,6.533233333333332,0.1752808571661173,0.0321678318273833,2121.0,303.0,9832.0,327.7333333333333,4,5,0.0,6.501571428571428,AWP | Electric Hive (Field-Tested),AWP | Electric Hive (Field-Tested),0,0,1,0,0,0,,,6.5504999999999995,0.1751147975120674,2.0538672905604054
2015-05-15,AWP | Snake Camo (Battle-Scarred),1.331,1.331,38.0,1.308,1.313,1.519,0.0175840978593271,0.0137090632140137,1.3105714285714285,0.051413886792403,1.4001000000000003,0.0950744795761021,0.0562474828995208,322.0,46.0,1624.0,54.13333333333333,4,5,0.0,1.4672857142857143,AWP | Snake Camo (Battle-Scarred),AWP | Snake Camo (Battle-Scarred),0,0,1,0,0,0,,,1.323,0.05081943904270657,0.8462973600536201
2015-05-15,AWP | Worm God (Field-Tested),2.806,2.806,2268.0,2.888,3.297,,-0.0283933518005539,-0.1489232635729451,3.0028571428571427,0.138308587246499,4.694233333333334,2.246522715714716,0.0713659553518721,15338.0,2191.1428571428573,55897.0,1863.2333333333331,4,5,0.0,3.526,AWP | Worm God (Field-Tested),AWP | Worm God (Field-Tested),0,0,1,0,0,0,,,3.2644285714285712,0.32242320833762156,1.3365787688739577
2015-05-15,AWP | Worm God (Well-Worn),3.038,3.038,256.0,3.121,3.477,,-0.0265940403716757,-0.1262582686223756,3.216571428571428,0.1253963512146952,4.880166666666667,2.169172685354693,0.0662462448599303,1579.0,225.57142857142856,5704.0,190.13333333333333,4,5,0.0,3.7401428571428577,AWP | Worm God (Well-Worn),AWP | Worm God (Well-Worn),0,0,1,0,0,0,,,3.478357142857143,0.3225577126995699,1.3957495198906458
2015-05-15,CS:GO Case Key,2.254,2.254,742.0,2.231,2.175,2.153,0.0103092783505154,0.0363218390804598,2.2264285714285714,0.0265160713684422,2.1703333333333337,0.0585504530772867,0.031029555972973,8058.0,1151.142857142857,43867.0,1462.2333333333331,4,5,0.0,2.122428571428571,CS:GO Case Key,CS:GO Case Key,0,0,1,0,0,0,,,2.2137857142857142,0.02676156420468193,1.179885008796846
