date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price
2018-04-15,AK-47 | Cartel (Factory New),6.146,6.146,50.0,6.061,6.314,6.684,0.0140240884342517,-0.0266075388026607,5.957285714285716,0.1233644013084976,6.258266666666667,0.4338509677553135,0.0608994799880576,307.0,43.85714285714285,1540.0,51.333333333333336,6,4,0.0,6.711285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.026607538802660757,0.049342666894314435,6.018928571428572,0.14477806053814501,1.966552759601218
2018-04-15,AUG | Colony (Battle-Scarred),0.167,0.167,3.0,0.181,0.204,0.217,-0.0773480662983424,-0.1813725490196077,0.143,0.0433194116831176,0.1856666666666666,0.0329336032377604,0.4619779622766343,23.0,3.2857142857142856,96.0,3.2,6,4,0.0,0.2004285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.1712857142857143,0.044234390678309546,0.15443635330441893
2018-04-15,AUG | Condemned (Factory New),0.688,0.688,16.0,0.711,0.739,0.895,-0.0323488045007032,-0.0690121786197565,0.6904285714285713,0.0229400282902873,0.7706000000000002,0.0898653066168103,0.0558128394932633,89.0,12.714285714285714,406.0,13.533333333333331,6,4,0.0,0.8747142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.6881428571428572,0.040325325393998565,0.5235443961737654
2018-04-15,AUG | Contractor (Factory New),0.095,0.095,33.0,0.081,0.098,0.075,0.1728395061728393,-0.0306122448979592,0.0871428571428571,0.0047034507523298,0.103,0.0380201700855392,0.2513300972016796,191.0,27.285714285714285,1033.0,34.43333333333333,6,4,0.0,0.1399999999999999,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08928571428571429,0.006219430736113933,0.09075436326846414
2018-04-15,AUG | Fleet Flock (Battle-Scarred),1.062,1.062,6.0,1.077,1.074,1.069,-0.0139275766016712,-0.0111731843575418,1.086142857142857,0.0717504177617077,1.078733333333333,0.0536264445544878,0.0715138076608777,85.0,12.142857142857142,380.0,12.666666666666666,6,4,0.0,1.0984285714285715,AUG | Fleet Flock (Battle-Scarred),AUG | Fleet Flock (Battle-Scarred),0,0,1,0,0,0,,,1.0844285714285713,0.061498860884652805,0.7236763855947682
2018-04-15,AWP | Asiimov (Battle-Scarred),22.511,22.511,147.0,22.939,23.006,24.664,-0.018658180391473,-0.0215161262279406,23.02914285714286,0.54996634405374,23.62156666666666,1.397969090820283,0.0674677393255204,982.0,140.28571428571428,4412.0,147.06666666666666,6,4,0.0,25.025714285714283,AWP | Asiimov (Battle-Scarred),AWP | Asiimov (Battle-Scarred),0,0,1,0,0,0,,,23.113285714285716,0.750011325921808,3.157468396738837
2018-04-15,AWP | Electric Hive (Field-Tested),8.34,8.34,47.0,8.663,9.187,10.405,-0.0372850051945053,-0.0921954936323065,8.660142857142858,0.2486692746667052,9.248433333333336,0.8442470682343067,0.0535934102563687,312.0,44.57142857142857,1305.0,43.5,6,4,0.0,10.480285714285715,AWP | Electric Hive (Field-Tested),AWP | Electric Hive (Field-Tested),0,0,1,0,0,0,,,8.794571428571428,0.34475313671484575,2.234306252240751
2018-04-15,AWP | Phobos (Well-Worn),3.094,3.094,11.0,2.82,3.142,3.518,0.0971631205673759,-0.0152768936982813,2.968714285714286,0.0943651180797443,3.0732999999999984,0.1672939827569021,0.0481375367543366,92.0,13.142857142857142,496.0,16.533333333333335,6,4,0.0,3.283428571428572,AWP | Phobos (Well-Worn),AWP | Phobos (Well-Worn),0,0,1,0,0,0,,,2.970357142857143,0.10733886466761183,1.4095224872390977
2018-04-15,AWP | Snake Camo (Battle-Scarred),5.144,5.144,3.0,5.589,5.554,7.925,-0.0796206834854178,-0.0738206697875405,5.493714285714285,0.265107910258507,6.518233333333336,0.9135342972336736,0.106503976044995,21.0,3.0,60.0,2.0,6,4,0.0,7.675714285714284,AWP | Snake Camo (Battle-Scarred),AWP | Snake Camo (Battle-Scarred),0,0,1,0,0,0,,,5.777714285714285,0.6421710086850727,1.815475995845371
2018-04-15,AWP | Worm God (Field-Tested),1.114,1.114,694.0,1.12,1.108,1.104,-0.0053571428571428,0.0054151624548737,1.0932857142857144,0.0168922153306045,1.0806333333333331,0.0356618221008904,0.0210943182759131,4482.0,640.2857142857143,20612.0,687.0666666666667,6,4,0.0,1.0924285714285715,AWP | Worm God (Field-Tested),AWP | Worm God (Field-Tested),0,0,1,0,0,0,,,1.1016428571428574,0.022089354006841474,0.748581887448046
2018-04-15,AWP | Worm God (Well-Worn),1.329,1.329,77.0,1.299,1.308,1.324,0.0230946882217091,0.0160550458715595,1.2970000000000002,0.0208874535136697,1.293866666666667,0.0429912652627122,0.0234985997966571,453.0,64.71428571428571,2190.0,73.0,6,4,0.0,1.3478571428571426,AWP | Worm God (Well-Worn),AWP | Worm God (Well-Worn),0,0,1,0,0,0,,,1.2814285714285714,0.035300281728477594,0.845438990902204
2018-04-15,Autograph Capsule | Astralis | Cologne 2016,1.105,1.105,1.0,1.105,1.077,1.209,0.0,0.0259981429897864,1.096857142857143,0.0062662034855603,1.1001666666666663,0.0428890687963987,0.0423053509898537,22.0,3.142857142857143,84.0,2.8,6,4,0.0,1.1327142857142858,Autograph Capsule | Astralis | Cologne 2016,Autograph Capsule | Astralis | Cologne 2016,0,0,1,0,0,0,,,1.080642857142857,0.02549692935616771,0.7443154671343447
2018-04-15,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,,0.624,0.0,0.624,0.5,0.606,0.0,0.248,0.6067142857142857,0.0450609564469992,0.5862333333333332,0.0848852886089352,0.1068064554213741,13.0,1.8571428571428568,65.0,2.1666666666666665,6,4,3.0,0.5685714285714286,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,0,0,0,1,1,3,,,0.6291428571428571,0.06132116856588527,0.4848922417394862
2018-04-15,Autograph Capsule | Gambit Gaming | Atlanta 2017,0.645,0.645,3.0,0.641,0.659,0.671,0.0062402496099844,-0.0212443095599392,0.6401428571428571,0.0136844914455177,0.6471666666666666,0.0399350166590118,0.0851651329985581,25.0,3.571428571428572,97.0,3.2333333333333334,6,4,0.0,0.6565714285714286,Autograph Capsule | Gambit Gaming | Atlanta 2017,Autograph Capsule | Gambit Gaming | Atlanta 2017,0,0,1,0,0,0,,,0.6515000000000001,0.01900101211879154,0.49774038421733524
2018-04-15,Autograph Capsule | Gambit Gaming | Cologne 2016,0.919,0.919,4.0,1.101,1.239,1.736,-0.1653042688465031,-0.258272800645682,1.114,0.1172762306936673,1.2926999999999995,0.2178892914609007,0.106327250670464,8.0,1.1428571428571428,42.0,1.4,6,4,0.0,1.5954285714285716,Autograph Capsule | Gambit Gaming | Cologne 2016,Autograph Capsule | Gambit Gaming | Cologne 2016,0,0,1,0,0,0,,,1.165214285714286,0.11020552727408119,0.6518042170255629
2018-04-15,Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,0.595,0.595,7.0,0.542,0.671,0.517,0.0977859778597785,-0.1132637853949329,0.5914285714285714,0.0567774028059381,0.5985,0.0666857056147217,0.091796197382272,22.0,3.142857142857143,94.0,3.1333333333333333,6,4,0.0,0.5541428571428572,Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,0,0,1,0,0,0,,,0.6242857142857143,0.05674698036212833,0.4668737362368079
2018-04-15,Autograph Capsule | Team EnVyUs | Cologne 2015,0.507,0.507,6.0,0.548,0.495,0.507,-0.0748175182481752,0.0242424242424241,0.5131428571428571,0.0292888500063399,0.4967,0.0319501173706764,0.0557945561807647,60.0,8.571428571428571,393.0,13.1,6,4,0.0,0.5128571428571429,Autograph Capsule | Team EnVyUs | Cologne 2015,Autograph Capsule | Team EnVyUs | Cologne 2015,0,0,1,0,0,0,,,0.497,0.028341326172759966,0.41012091964435843
2018-04-15,Autograph Capsule | Team Liquid | MLG Columbus 2016,0.506,0.506,4.0,0.501,0.481,0.467,0.0099800399201597,0.0519750519750519,0.4902857142857142,0.0130790375979961,0.4718999999999999,0.0150163244504106,0.0293798290109726,36.0,5.142857142857143,223.0,7.433333333333334,6,4,0.0,0.4632857142857142,Autograph Capsule | Team Liquid | MLG Columbus 2016,Autograph Capsule | Team Liquid | MLG Columbus 2016,0,0,1,0,0,0,,,0.47907142857142854,0.015958910150345867,0.40945712937770185
2018-04-15,Bestiary Capsule,0.935,0.935,73.0,0.945,0.958,0.777,-0.0105820105820104,-0.0240083507306888,0.9375714285714286,0.0157012933303246,0.8566666666666667,0.0915886941106209,0.0251995179104482,401.0,57.285714285714285,2451.0,81.7,6,4,0.0,0.7542857142857142,Bestiary Capsule,Bestiary Capsule,0,0,1,0,0,0,,,0.9495714285714286,0.02313077964602507,0.6601073264817452
2018-04-15,Boston 2018 Overpass Souvenir Package,4.108,4.108,19.0,4.168,4.564,4.183,-0.0143953934740883,-0.0999123575810693,4.301,0.1343556049125922,4.292066666666667,0.2420936366137881,0.0551288860938946,167.0,23.857142857142858,1196.0,39.86666666666667,6,4,0.0,4.397714285714286,Boston 2018 Overpass Souvenir Package,Boston 2018 Overpass Souvenir Package,0,0,1,0,0,0,,,4.2880714285714285,0.2753924372699702,1.6308079381702927
