date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2021-07-15,2020 RMR Contenders,0.305,0.305,11007.0,0.297,0.301,0.355,0.026936026936027,0.0132890365448505,0.2999999999999999,0.0028784916685157,0.3182000000000001,0.0163755915923669,0.0160950502276549,100999.0,14428.42857142857,394939.0,13164.633333333331,3,7,0.0,0.3404285714285714,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.013289036544850585,-0.034810126582278555,0.30528571428571427,0.0070101966550773515,0.26620304077465673,,,,0.013289036544850585,,
2021-07-16,2020 RMR Contenders,0.307,0.307,9685.0,0.305,0.299,0.35,0.0065573770491802,0.0267558528428093,0.3011428571428571,0.0037197761617975,0.3167666666666668,0.0153811211843899,0.0161296362908448,96897.0,13842.42857142857,390095.0,13003.166666666666,4,7,0.0,0.344,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.026755852842809347,-0.01602564102564108,0.30492857142857144,0.006764889966861016,0.2677344346420849,,,,0.012523218383075997,,
2021-07-17,2020 RMR Contenders,0.305,0.305,12589.0,0.307,0.301,0.347,-0.006514657980456,0.0132890365448505,0.3017142857142856,0.0039538150008851,0.3153666666666667,0.0144487215889695,0.0161153998077686,95535.0,13647.857142857143,388153.0,12938.433333333332,5,7,0.0,0.3467142857142857,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.013289036544850585,-0.022435897435897467,0.3044285714285714,0.006453553412528035,0.26620304077465673,,,,0.0050267624489385545,,
2021-07-18,2020 RMR Contenders,0.309,0.309,11381.0,0.305,0.298,0.347,0.0131147540983607,0.0369127516778524,0.3032857142857142,0.0043330716823151,0.3141,0.0132346766740508,0.0163977484118874,92045.0,13149.285714285714,384623.0,12820.766666666666,6,7,0.0,0.349,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.03691275167785246,-0.01904761904761909,0.304,0.005870395085642794,0.26926348692776286,,,,0.009406296781282497,,
2021-07-19,2020 RMR Contenders,0.309,0.309,11080.0,0.309,0.297,0.347,0.0,0.0404040404040404,0.305,0.0038544964466377,0.3128333333333333,0.0117617553489642,0.0163977484118874,88117.0,12588.142857142857,383770.0,12792.333333333334,0,7,0.0,0.3504285714285715,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.04040404040404044,-0.025236593059936974,0.30342857142857144,0.004799267343352276,0.26926348692776286,,,,0.008031229013612144,,
2021-07-20,2020 RMR Contenders,0.308,0.308,10856.0,0.309,0.303,0.343,-0.0032362459546925,0.0165016501650165,0.3057142857142856,0.003880879344916,0.3116666666666666,0.0103644692204773,0.0163336397937053,79658.0,11379.714285714286,380561.0,12685.366666666669,1,7,0.0,0.3517142857142857,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.01650165016501659,-0.012820512820512886,0.3031428571428571,0.004347539407653424,0.26849925303500694,,,,0.0026898993091597364,,
2021-07-21,2020 RMR Contenders,0.311,0.311,10185.0,0.308,0.297,0.338,0.0097402597402598,0.0471380471380471,0.3077142857142857,0.0020503857277724,0.3107666666666666,0.0091385021870229,0.0163645554308354,76783.0,10969.0,378464.0,12615.466666666667,2,7,0.0,0.3528571428571428,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.047138047138047146,0.01967213114754096,0.30357142857142855,0.004815268755408548,0.2707902047815628,,,,0.006252699296732482,,
2021-07-22,2020 RMR Contenders,0.314,0.314,9924.0,0.311,0.305,0.336,0.0096463022508037,0.0295081967213115,0.309,0.0026726124191242,0.3100333333333332,0.0078802848228277,0.0164984836055027,75700.0,10814.285714285714,372500.0,12416.666666666666,3,7,0.0,0.354,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.029508196721311553,0.04318936877076407,0.3045,0.005487748592581958,0.27307592006241876,,,,0.003868419342962957,0.029508196721311553,0.0
2021-07-23,2020 RMR Contenders,0.316,0.316,12085.0,0.314,0.307,0.325,0.0063694267515923,0.0293159609120521,0.3102857142857143,0.0034522988495984,0.3097333333333333,0.0074651784231114,0.0155450565420361,78100.0,11157.142857142857,372781.0,12426.033333333333,4,7,0.0,0.3548571428571428,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.02931596091205213,0.05685618729096986,0.30571428571428566,0.006031055162542209,0.2745968329031254,,,,0.004536278970834187,0.02941207881668184,-9.611790462971115e-05
2021-07-24,2020 RMR Contenders,0.314,0.314,12001.0,0.316,0.305,0.314,-0.0063291139240506,0.0295081967213115,0.3115714285714285,0.0028713930346059,0.3097333333333333,0.0074651784231114,0.014333572443706,77512.0,11073.142857142857,368308.0,12276.933333333332,5,7,0.0,0.3557142857142857,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,0.029508196721311553,0.04318936877076407,0.30664285714285716,0.006246317596511096,0.27307592006241876,,,,0.004568684446956083,0.029444118118225077,6.407860308647526e-05
