date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2014-04-15,AUG | Colony (Battle-Scarred),0.03,0.03,207.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1381.0,197.28571428571428,5141.0,171.36666666666667,1,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,,
2014-04-16,AUG | Colony (Battle-Scarred),0.03,0.03,175.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1390.0,198.57142857142856,5188.0,172.93333333333334,2,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,,
2014-04-17,AUG | Colony (Battle-Scarred),0.03,0.03,205.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1380.0,197.14285714285717,5268.0,175.6,3,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,,
2014-04-18,AUG | Colony (Battle-Scarred),0.03,0.03,214.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1395.0,199.28571428571428,5340.0,178.0,4,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,,
2014-04-19,AUG | Colony (Battle-Scarred),0.03,0.03,193.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1419.0,202.7142857142857,5425.0,180.83333333333331,5,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,,
2014-04-20,AUG | Colony (Battle-Scarred),0.03,0.03,173.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1373.0,196.14285714285717,5412.0,180.4,6,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,,
2014-04-21,AUG | Colony (Battle-Scarred),0.03,0.03,210.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1377.0,196.7142857142857,5484.0,182.8,0,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,,
2014-04-22,AUG | Colony (Battle-Scarred),0.03,0.03,218.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1388.0,198.28571428571428,5536.0,184.53333333333333,1,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-23,AUG | Colony (Battle-Scarred),0.03,0.03,256.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1469.0,209.8571428571429,5668.0,188.9333333333333,2,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-24,AUG | Colony (Battle-Scarred),0.03,0.03,168.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1432.0,204.57142857142856,5692.0,189.7333333333333,3,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-25,AUG | Colony (Battle-Scarred),0.03,0.03,184.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1402.0,200.28571428571428,5690.0,189.66666666666663,4,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-26,AUG | Colony (Battle-Scarred),0.03,0.03,269.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1478.0,211.14285714285717,5822.0,194.06666666666663,5,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-27,AUG | Colony (Battle-Scarred),0.03,0.03,207.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1512.0,216.0,5853.0,195.1,6,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-28,AUG | Colony (Battle-Scarred),0.03,0.03,249.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1551.0,221.57142857142856,5942.0,198.06666666666663,0,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-29,AUG | Colony (Battle-Scarred),0.03,0.03,218.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1551.0,221.57142857142856,5989.0,199.63333333333333,1,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-30,AUG | Colony (Battle-Scarred),0.03,0.03,161.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03,2.0816681711721685e-17,0.0,1456.0,208.0,5957.0,198.56666666666663,2,4,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,0.0,0.03,0.0,0.0295588022415444,,,,0.0,0.0,0.0
2014-04-15,AUG | Condemned (Factory New),3.436,3.436,8.0,2.787,3.289,2.995,0.2328668819519197,0.0446944359987837,3.351714285714286,0.333975069337182,3.5777000000000005,0.4699972446727747,0.1728659635706868,50.0,7.142857142857143,169.0,5.633333333333334,1,4,0.0,3.821857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.5907857142857145,0.42306485747030986,1.4897530694881207,,,,,16.21904761904762,
2014-04-16,AUG | Condemned (Factory New),3.594,3.594,10.0,3.436,3.429,3.396,0.0459837019790454,0.048118985126859,3.375285714285714,0.3442622398636225,3.5843,0.4687880224579122,0.1716370732547799,54.0,7.714285714285714,171.0,5.7,2,4,0.0,3.790571428571429,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.5567142857142855,0.399994505456768,1.5247511042669064,,,,,33.19047619047619,
2014-04-17,AUG | Condemned (Factory New),3.841,3.841,7.0,3.594,3.988,4.103,0.0687256538675571,-0.0368605817452356,3.3542857142857145,0.3089150203468883,3.575566666666666,0.4614261720169569,0.1682299342014497,57.0,8.142857142857142,176.0,5.866666666666666,3,4,0.0,3.91,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.5773571428571427,0.40712625279424774,1.5771213109575573,,,,,51.33809523809524,
2014-04-18,AUG | Condemned (Factory New),3.416,3.416,4.0,3.841,3.366,3.299,-0.1106482686800313,0.0148544266191323,3.361428571428572,0.309680414594907,3.579466666666667,0.4595628164051376,0.1653950398785575,55.0,7.857142857142857,173.0,5.766666666666667,4,4,0.0,4.017857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.5595714285714286,0.4084397543910644,1.4852343089747944,,,,,67.46190476190476,
2014-04-19,AUG | Condemned (Factory New),3.33,3.33,8.0,3.416,3.147,4.218,-0.025175644028103,0.0581506196377503,3.387571428571429,0.2979783583430453,3.549866666666667,0.4458760465520534,0.1580492626590137,54.0,7.714285714285714,173.0,5.766666666666667,5,4,0.0,4.080428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.524857142857143,0.40561214083309793,1.4655675420143985,,,,,83.17619047619048,
2014-04-20,AUG | Condemned (Factory New),3.855,3.855,9.0,3.33,3.309,4.124,0.1576576576576576,0.1650045330915683,3.465571428571429,0.3362111824191359,3.5409,0.4368534727648009,0.1603245650271746,55.0,7.857142857142857,177.0,5.9,6,4,0.0,4.232714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.4962142857142853,0.36180257654638726,1.5800091017432882,,,,,101.39047619047619,
2014-04-21,AUG | Condemned (Factory New),3.619,3.619,3.0,3.855,2.787,4.399,-0.0612191958495459,0.2985288841047722,3.584428571428571,0.1910339215523606,3.5148999999999995,0.4072146321863529,0.1604690599343934,49.0,7.0,176.0,5.866666666666666,0,4,0.0,4.330285714285715,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.4575714285714283,0.31074023637999393,1.5301782314484682,,,,,118.48095238095239,
2014-04-22,AUG | Condemned (Factory New),4.028,4.028,7.0,3.619,3.436,3.214,0.1130146449295383,0.1722933643771826,3.669,0.2330285083724428,3.5420333333333334,0.413334286289224,0.1531041014715801,48.0,6.857142857142857,180.0,6.0,1,4,0.0,4.540857142857144,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.5103571428571425,0.3411786374281993,1.615022290728001,,,,,102.28651809967293,
2014-04-23,AUG | Condemned (Factory New),3.581,3.581,1.0,4.028,3.594,3.409,-0.1109731876861965,-0.0036171396772398,3.667142857142857,0.2336697477646777,3.547766666666667,0.4126415460851653,0.1546313674604953,39.0,5.571428571428571,178.0,5.933333333333334,2,4,0.0,4.765857142857144,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.5212142857142856,0.34080880689492593,1.521917314904605,,,,,85.31457279400476,
2014-04-24,AUG | Condemned (Factory New),4.019,4.019,8.0,3.581,3.841,3.221,0.1223122032951689,0.0463420984118718,3.6925714285714286,0.2594669575125439,3.574366666666667,0.4164232208809793,0.1553017825837565,40.0,5.714285714285714,183.0,6.1,3,4,0.0,4.505857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.523428571428571,0.3441591121930299,1.6132307106727966,,,,,67.17357404615883,
2014-04-25,AUG | Condemned (Factory New),4.117,4.117,7.0,4.019,3.416,2.806,0.0243841751679521,0.2052107728337235,3.792714285714286,0.2685169397613035,3.618066666666668,0.4020373890849237,0.1528567541364298,43.0,6.142857142857143,182.0,6.066666666666666,4,4,0.0,4.287,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.5770714285714287,0.3748896174538919,1.6325683298229547,,,,,51.07908034703984,
2014-04-26,AUG | Condemned (Factory New),4.095,4.095,7.0,4.117,3.33,3.04,-0.0053436968666504,0.2297297297297296,3.902,0.2064592661311875,3.6532333333333336,0.3960313694084795,0.1525386980209642,42.0,6.0,182.0,6.066666666666666,5,4,0.0,4.3105714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.6447857142857143,0.3768436073434237,1.628259666674688,,,,,35.39761316557266,
2014-04-27,AUG | Condemned (Factory New),4.491,4.491,4.0,4.095,3.855,3.726,0.0967032967032965,0.1649805447470815,3.992857142857143,0.2891625487365828,3.6787333333333336,0.4235672267250567,0.1484773849737942,37.0,5.285714285714286,178.0,5.933333333333334,6,4,0.0,4.139571428571428,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.729214285714286,0.4251403711303307,1.7031103882967356,,,,,17.20689610053653,
2014-04-28,AUG | Condemned (Factory New),4.768,4.768,6.0,4.491,3.619,3.722,0.0616789133823201,0.3174910196186791,4.157,0.350057546289586,3.7136,0.4665631504237484,0.14865238238807,40.0,5.714285714285714,178.0,5.933333333333334,0,4,0.0,3.9682857142857135,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.8707142857142856,0.4170106858198149,1.752325399982648,,,,,0.16177577000586124,
2014-04-29,AUG | Condemned (Factory New),4.52,4.52,3.0,4.768,4.028,2.546,-0.0520134228187919,0.1221449851042701,4.227285714285714,0.3661243794456874,3.7794,0.4354131065245203,0.1358297267470442,36.0,5.142857142857143,176.0,5.866666666666666,1,4,0.0,3.805714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,3.9481428571428565,0.4305037938085062,1.7083778602890038,,,,,0.15461171582401656,
2014-04-30,AUG | Condemned (Factory New),4.602,4.602,3.0,4.52,3.581,3.829,0.0181415929203541,0.2851158894163643,4.373142857142857,0.2704849763831248,3.805166666666667,0.4597764009699593,0.1031084976430877,38.0,5.428571428571429,176.0,5.866666666666666,2,4,0.0,3.813428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,4.020142857142857,0.4505442618302138,1.7231236768379168,,,,,0.19585929140881714,
2014-04-15,AUG | Contractor (Factory New),0.258,0.258,20.0,0.255,0.291,0.458,0.0117647058823529,-0.11340206185567,0.2827142857142857,0.01978249071213,0.3016666666666667,0.0464380112503635,0.1277061007604631,165.0,23.571428571428573,594.0,19.8,1,4,0.0,0.3281428571428572,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.2725,0.03354617942249391,0.2295231582782488,,,,,0.055552573550170306,
2014-04-16,AUG | Contractor (Factory New),0.261,0.261,23.0,0.258,0.301,0.407,0.0116279069767442,-0.1328903654485049,0.277,0.0194495684858485,0.2968000000000001,0.0426391056816783,0.1263624734571485,166.0,23.714285714285715,604.0,20.133333333333333,2,4,0.0,0.355,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.2671428571428572,0.028185804236167542,0.23190505698278252,,,,,-0.10756386878844104,
2014-04-17,AUG | Contractor (Factory New),0.23,0.23,19.0,0.261,0.298,0.406,-0.1187739463601532,-0.2281879194630871,0.2672857142857143,0.0231622493708699,0.2909333333333332,0.0391781685239227,0.1279632372132411,162.0,23.142857142857142,613.0,20.433333333333334,3,4,0.0,0.3898571428571428,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.26585714285714285,0.029505819876651556,0.20701416938432615,,,,,-0.2752158221546801,
2014-04-18,AUG | Contractor (Factory New),0.224,0.224,21.0,0.23,0.281,0.301,-0.0260869565217392,-0.2028469750889679,0.2591428571428572,0.0266642005662411,0.2883666666666667,0.0409181975273702,0.1194301244012421,163.0,23.285714285714285,621.0,20.7,4,4,0.0,0.4078571428571428,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.26292857142857146,0.03156059930627789,0.20212418409013436,,,,,-0.43451625242662534,
2014-04-19,AUG | Contractor (Factory New),0.29,0.29,25.0,0.224,0.276,0.322,0.294642857142857,0.0507246376811592,0.2611428571428572,0.0283268099733327,0.2873,0.0404418512599674,0.1302821722688443,165.0,23.571428571428573,630.0,21.0,5,4,0.0,0.4188571428571429,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.26778571428571424,0.02996967331622616,0.2546422183735807,,,,,-0.6140403769934357,
2014-04-20,AUG | Contractor (Factory New),0.305,0.305,31.0,0.29,0.31,0.341,0.0517241379310344,-0.0161290322580645,0.2604285714285714,0.0271233012258418,0.2861,0.0393500105887321,0.1301884351620774,168.0,24.0,648.0,21.6,6,4,0.0,0.4315714285714285,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.2742857142857143,0.027141873897749174,0.26620304077465673,,,,,-0.7647071068503035,
