date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2016-02-15,AK-47 | Cartel (Factory New),3.575,3.575,272.0,3.571,3.007,3.668,0.00112013441613,0.1888925839707349,3.2884285714285717,0.2121326115852044,3.550633333333333,0.2639634423341401,0.0345082914041252,1832.0,261.7142857142857,7236.0,241.2,0,2,0.0,3.6885714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.18889258397073494,0.001961883408071685,3.3500000000000005,0.24626127463451364,1.5206066987274847,,,,0.18889258397073494,,
2016-02-16,AK-47 | Cartel (Factory New),3.747,3.747,243.0,3.575,3.082,3.735,0.048111888111888,0.2157689811810512,3.383428571428571,0.2448036280910285,3.5510333333333337,0.2642514564240323,0.0354454415787826,1827.0,261.0,7194.0,239.8,1,2,0.0,3.711,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.21576898118105126,0.02545155993431858,3.3566428571428575,0.2561482765127252,1.5575128395691809,,,,0.10180944160581643,,
2016-02-17,AK-47 | Cartel (Factory New),3.603,3.603,217.0,3.747,3.1,3.627,-0.0384307445956764,0.1622580645161291,3.4552857142857145,0.224001731042874,3.5502333333333334,0.2640565196232723,0.0357506280407032,1782.0,254.57142857142856,7189.0,239.63333333333333,2,2,0.0,3.7154285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.16225806451612912,-0.002491694352159457,3.3559999999999994,0.255468498735468,1.5267082648351042,,,,0.048101092896174896,,
2016-02-18,AK-47 | Cartel (Factory New),3.129,3.129,460.0,3.603,3.108,3.647,-0.1315570358034971,0.0067567567567567,3.458285714285714,0.2194243861207997,3.532966666666667,0.27391634773331,0.0428599609183237,1996.0,285.1428571428572,7447.0,248.2333333333333,3,2,0.0,3.742714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.006756756756756799,-0.12524461839530332,3.3240000000000003,0.25370879733693463,1.418035246903953,,,,0.0026074732450571537,,
2016-02-19,AK-47 | Cartel (Factory New),3.292,3.292,347.0,3.129,3.146,3.682,0.0520933205496962,0.0464081373172282,3.479142857142857,0.1942431676102542,3.519966666666667,0.2757830649058946,0.0439784904271306,2065.0,295.0,7592.0,253.06666666666663,4,2,0.0,3.753857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.04640813731722826,-0.0893499308437069,3.300928571428571,0.23949898483347193,1.456752824768452,,,,0.01046369307932307,,
2016-02-20,AK-47 | Cartel (Factory New),3.368,3.368,375.0,3.292,3.437,3.81,0.0230862697448359,-0.0200756473668897,3.4692857142857143,0.197848942584065,3.505233333333333,0.2716708404587352,0.0436956736520769,2148.0,306.85714285714283,7762.0,258.7333333333333,5,2,0.0,3.781714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.020075647366889715,0.03217897640208389,3.3084285714285713,0.2398636517452599,1.474305238442604,,,,-0.003933316490378079,,
2016-02-21,AK-47 | Cartel (Factory New),3.39,3.39,306.0,3.368,3.571,3.651,0.0065320665083135,-0.0506860823298795,3.4434285714285715,0.1946681110746898,3.496533333333333,0.2710419073788324,0.0431292643280904,2220.0,317.1428571428572,7856.0,261.8666666666667,6,2,0.0,3.785,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.05068608232987959,0.07516650808753567,3.325357142857143,0.2363884050074748,1.4793292270870801,,,,-0.0069864599968212406,,
2016-02-22,AK-47 | Cartel (Factory New),3.38,3.38,281.0,3.39,3.575,3.791,-0.0029498525073746,-0.0545454545454546,3.4155714285714285,0.1876736202962527,3.482833333333333,0.2661547273464983,0.0424894598597037,2229.0,318.42857142857144,7854.0,261.8,0,2,0.0,3.79,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.054545454545454675,0.12404389757233125,3.3520000000000003,0.21805609722835428,1.4770487243883548,,,,-0.0068763000122354255,-0.054545454545454675,0.0
2016-02-23,AK-47 | Cartel (Factory New),3.593,3.593,244.0,3.38,3.747,3.886,0.06301775147929,-0.0410995463037096,3.393571428571428,0.1534357540218215,3.4730666666666665,0.2563774474394258,0.0438463686173154,2230.0,318.57142857142856,7873.0,262.43333333333334,1,2,0.0,3.779571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.0410995463037096,0.16580142764438688,3.3885,0.21207028950870907,1.5245334053436563,,,,-0.004496990716639077,-0.04782250042458214,0.006722954120872537
2016-02-24,AK-47 | Cartel (Factory New),3.585,3.585,232.0,3.593,3.603,3.838,-0.0022265516281658,-0.0049958368026644,3.3910000000000005,0.1500171418776629,3.464633333333333,0.2482673939301915,0.0438014279584365,2245.0,320.7142857142857,7904.0,263.46666666666664,2,2,0.0,3.749,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.004995836802664466,0.15645161290322585,3.423142857142857,0.2006216711750128,1.522790105708428,,,,-0.0005162735582263502,-0.033546945883942914,0.028551109081278447
2016-02-25,AK-47 | Cartel (Factory New),3.498,3.498,236.0,3.585,3.129,3.967,-0.0242677824267781,0.1179290508149568,3.443714285714286,0.1074971285805404,3.449,0.2302542073448387,0.0434954817508195,2021.0,288.7142857142857,7954.0,265.1333333333333,3,2,0.0,3.7177142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.11792905081495686,0.12548262548262556,3.451,0.17945687289922696,1.503632853537124,,,,0.013771032158500653,0.00432205329078203,0.11360699752417483
