date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2018-11-15,AK-47 | Cartel (Factory New),6.856,6.856,33.0,6.68,6.953,7.881,0.0263473053892215,-0.0139508125988782,7.041142857142858,0.2503491439521035,7.2298,0.4315503369635267,0.0352643120508605,186.0,26.571428571428573,811.0,27.03333333333333,3,11,0.0,7.764142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.013950812598878204,0.028194361127774403,7.0104999999999995,0.20723333188981413,2.0612775710521647,,,,-0.013950812598878204,,
2018-11-16,AK-47 | Cartel (Factory New),7.179,7.179,29.0,6.856,7.145,7.843,0.0471120186697784,0.0047585724282717,7.046,0.2526363846660708,7.207666666666667,0.4162907904604931,0.0364368923226718,185.0,26.428571428571427,814.0,27.133333333333333,4,11,0.0,7.824,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.004758572428271712,0.0487947406866327,7.034357142857142,0.20593636326371723,2.101569893752837,,,,0.0022257838777399947,,
2018-11-17,AK-47 | Cartel (Factory New),7.096,7.096,28.0,7.179,7.457,7.763,-0.0115614988159911,-0.0484108890974922,6.994428571428571,0.1933677895638681,7.185433333333334,0.4036576671168556,0.0364475827301747,188.0,26.857142857142858,819.0,27.3,5,11,0.0,7.840000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.04841088909749225,0.018808327351040877,7.0437142857142865,0.20551826741620374,2.0913701125451096,,,,-0.015061165496997589,,
2018-11-18,AK-47 | Cartel (Factory New),7.365,7.365,30.0,7.096,7.169,7.828,0.0379086809470123,0.0273399358348445,7.022428571428572,0.2277522821857476,7.170000000000001,0.3873152032475186,0.0371158570412516,188.0,26.857142857142858,822.0,27.4,6,11,0.0,7.853714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.02733993583484451,0.021781354051054302,7.0549285714285705,0.21901263198051604,2.1240563344387873,,,,0.006834983958711127,,
2018-11-19,AK-47 | Cartel (Factory New),6.615,6.615,26.0,7.365,7.176,7.809,-0.1018329938900203,-0.0781772575250836,6.942285714285715,0.2565015813294137,7.130200000000002,0.3809013345561637,0.0412703086374552,189.0,27.0,825.0,27.5,0,11,0.0,7.832857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.07817725752508364,-0.029062087186261465,7.040785714285714,0.24111477591561067,2.0301199863471253,,,,-0.013921977367480649,,
2018-11-20,AK-47 | Cartel (Factory New),7.188,7.188,28.0,6.615,6.805,7.894,0.0866213151927437,0.0562821454812638,6.997000000000001,0.2621678851423263,7.106666666666668,0.3538319123852768,0.0443451005469178,201.0,28.714285714285715,832.0,27.73333333333333,1,11,0.0,7.929285714285716,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.05628214548126387,0.024223425477343907,7.052928571428572,0.24414071109339136,2.102669667799043,,,,0.009056896973996484,,
2018-11-21,AK-47 | Cartel (Factory New),7.399,7.399,36.0,7.188,6.68,7.75,0.0293544796883695,0.1076347305389222,7.099714285714287,0.2586744861711691,7.094966666666668,0.3378059090990301,0.0445907708408908,210.0,30.0,844.0,28.133333333333333,2,11,0.0,7.993142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.10763473053892225,0.048462519484200106,7.077357142857143,0.261100513254911,2.12811265114349,,,,0.018451668092386672,,
2018-11-22,AK-47 | Cartel (Factory New),6.869,6.869,29.0,7.399,6.856,7.462,-0.0716313015272334,0.0018961493582263,7.10157142857143,0.2569590612990199,7.0752,0.3330671003466618,0.045943307705225,206.0,29.428571428571427,841.0,28.03333333333333,3,11,0.0,8.003428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.0018961493582263511,-0.012081116065007946,7.071357142857143,0.26511234400731876,2.0629309895528465,,,,0.00026693364751730184,0.0018961493582263511,0.0
2018-11-23,AK-47 | Cartel (Factory New),6.612,6.612,38.0,6.869,7.179,8.007,-0.0374144708108894,-0.0789803593815294,7.0205714285714285,0.3047138503780963,7.0287,0.2949263354353649,0.0442003864947581,215.0,30.714285714285715,857.0,28.566666666666663,4,11,0.0,8.012714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.07898035938152947,-0.07459762071378584,7.033285714285715,0.29075404053583165,2.029725949433903,,,,-0.013959319332549396,-0.03854210501165156,-0.04043825436987791
2018-11-24,AK-47 | Cartel (Factory New),6.934,6.934,36.0,6.612,7.096,7.636,0.0486993345432547,-0.0228297632468996,6.997428571428571,0.3042578122686919,7.0053,0.2728353777158184,0.0445548230561465,223.0,31.857142857142858,870.0,29.0,5,11,0.0,7.986285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.02282976324689967,-0.07013544320772425,6.995928571428571,0.264542991790549,2.071157322092138,,,,-0.0036855223178851484,-0.03330465775673427,0.010474894509834597
2018-11-25,AK-47 | Cartel (Factory New),6.487,6.487,27.0,6.934,7.365,7.476,-0.0644649552927603,-0.1192124915139172,6.872,0.3078292662221334,6.972333333333333,0.2737180219780122,0.04583164285329,220.0,31.428571428571427,866.0,28.866666666666667,6,11,0.0,7.989857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.11921249151391722,-0.09513181754777511,6.947214285714286,0.2916281031544295,2.013168183248548,,,,-0.014630623958526203,-0.05478161619603,-0.06443087531788722
