date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2020-06-15,AK-47 | Baroque Purple (Battle-Scarred),1.121,1.121,159.0,1.119,1.107,1.064,0.0017873100983021,0.0126467931345979,1.1197142857142857,0.0087458444942936,1.0984,0.0299539646791539,0.0175567767861215,1101.0,157.28571428571428,5287.0,176.23333333333332,0,6,0.0,1.091714285714286,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.012646793134597933,0.01724137931034475,1.1197857142857142,0.014235268074147937,0.7518876755825454,,,,0.012646793134597932,,
2020-06-17,AK-47 | Cartel (Factory New),10.928,10.928,22.0,11.291,11.687,11.965,-0.0321494996014524,-0.0649439548215965,11.03985714285714,0.3733789452214649,11.87903333333333,1.842771472236557,0.2016116568315861,192.0,27.428571428571427,959.0,31.966666666666665,2,6,0.0,12.018142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.301571428571426,0.43224898705860043,2.4788885774624374,,,,,4.30770682629871,
2020-06-18,AK-47 | Cartel (Factory New),11.947,11.947,16.0,10.928,11.034,12.073,0.0932467057101023,0.0827442450607212,11.170285714285711,0.48985062279542,11.874833333333331,1.8424681649594083,0.2020901732870844,183.0,26.142857142857142,939.0,31.3,3,6,0.0,11.980142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.339714285714285,0.4651470286283226,2.5608641010765103,,,,,5.89474398989752,
2020-06-19,AK-47 | Cartel (Factory New),10.894,10.894,37.0,11.947,10.265,12.186,-0.0881392818280739,0.0612761811982465,11.260142857142856,0.3545513980758654,11.831766666666663,1.849776881740666,0.2029871403194247,193.0,27.571428571428573,928.0,30.933333333333334,4,6,0.0,11.885,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.26092857142857,0.4378653576484106,2.476034071284402,,,,,7.296545802610735,
2020-06-20,AK-47 | Cartel (Factory New),11.102,11.102,27.0,10.894,10.962,11.646,0.0190930787589498,0.0127713920817369,11.28014285714286,0.3408533109591815,11.813633333333332,1.8541702633672976,0.2026896414976581,191.0,27.285714285714285,929.0,30.966666666666665,5,6,0.0,11.84142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.230214285714286,0.43243588739060007,2.4933707282001296,,,,,8.765756048302332,
2020-06-21,AK-47 | Cartel (Factory New),11.074,11.074,37.0,11.102,11.532,12.693,-0.0025220680958386,-0.039715574054804,11.214714285714283,0.330013728842437,11.759666666666666,1.8513492437198935,0.2022600635105025,203.0,29.0,934.0,31.133333333333333,6,6,0.0,11.892,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.192285714285715,0.4201473054081831,2.4910543803742344,,,,,10.261383538812268,
2020-06-22,AK-47 | Cartel (Factory New),11.152,11.152,26.0,11.074,11.267,11.876,0.0070435253747516,-0.0102067986154256,11.198285714285714,0.3298643505987243,11.735533333333333,1.8543918452030452,0.201744308927707,198.0,28.285714285714285,927.0,30.9,0,6,0.0,12.053857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.1565,0.39867525824718586,2.4974937652934717,,,,,8.858088298319085,
2020-06-23,AK-47 | Cartel (Factory New),11.038,11.038,23.0,11.152,11.291,12.016,-0.0102223816355809,-0.0224072269949517,11.162142857142856,0.3315816764588554,11.702933333333334,1.857768211830768,0.2017993895171464,188.0,26.857142857142858,927.0,30.9,1,6,0.0,12.032857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.155214285714285,0.3990531444405756,2.488068313125579,,,,,7.381511943818518,
2020-06-24,AK-47 | Cartel (Factory New),10.632,10.632,27.0,11.038,10.928,17.805,-0.0367820257292987,-0.027086383601757,11.119857142857144,0.374802206340292,11.463833333333334,1.4802668471896847,0.182401963775241,193.0,27.571428571428573,914.0,30.466666666666665,2,6,0.0,11.966857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.079857142857142,0.39042577491026964,2.4537599207911636,,,,,5.909413063424872,
2020-06-25,AK-47 | Cartel (Factory New),10.617,10.617,43.0,10.632,11.947,10.751,-0.0014108352144468,-0.1113250188331796,10.929857142857143,0.2067907351968777,11.459366666666664,1.4826113782407335,0.1670649946906013,220.0,31.428571428571427,919.0,30.633333333333333,3,6,0.0,12.210285714285716,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.050071428571428,0.4096276854160855,2.452469542531338,,,,,4.3158885215639105,
2020-06-26,AK-47 | Cartel (Factory New),10.029,10.029,39.0,10.617,10.894,10.584,-0.0553828765187907,-0.0794015054158252,10.806285714285712,0.3784754056118589,11.440866666666668,1.4968133870177525,0.1674321731398681,222.0,31.714285714285715,926.0,30.866666666666667,4,6,0.0,12.287714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,11.033214285714285,0.44752347228023387,2.4005281673240098,,,,,2.9080497590974135,
2020-06-27,AK-47 | Cartel (Factory New),10.259,10.259,39.0,10.029,11.102,10.728,0.022933492870675,-0.0759322644568546,10.685857142857142,0.3987944076737242,11.425233333333331,1.5065944750403877,0.1674470379264542,234.0,33.42857142857143,926.0,30.866666666666667,5,6,0.0,12.256,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,10.983,0.49323422427889063,2.4211678088209934,,,,,1.4364193951586834,
2020-06-28,AK-47 | Cartel (Factory New),10.046,10.046,36.0,10.259,11.074,19.134,-0.0207622575299737,-0.0928300523749323,10.539,0.4176553603151766,11.1223,0.5105209855301411,0.0861825099772592,233.0,33.285714285714285,929.0,30.966666666666665,6,6,0.0,12.160571428571426,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,10.876857142857144,0.5248794524083017,2.402068371478996,,,,,-0.059884178613275205,
2020-06-29,AK-47 | Cartel (Factory New),10.412,10.412,30.0,10.046,11.152,11.064,0.036432410909815,-0.0663558106169295,10.433285714285716,0.3344896813636792,11.100566666666667,0.5261782767170161,0.0425396210341358,237.0,33.857142857142854,931.0,31.03333333333333,0,6,0.0,11.93257142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,10.815785714285713,0.525733506427181,2.434665433351254,,,,,-0.06790546604206148,
2020-06-30,AK-47 | Cartel (Factory New),10.245,10.245,34.0,10.412,11.038,11.24,-0.0160391855551288,-0.0718427251313644,10.320000000000002,0.2277592714123529,11.0674,0.5472799161915834,0.0424999538664732,248.0,35.42857142857143,933.0,31.1,1,6,0.0,11.864571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,,,10.741071428571429,0.5273271447426316,2.419923585411279,,,,,-0.074967680061549,
2020-06-15,AK-47 | Uncharted (Field-Tested),0.446,0.446,2969.0,0.441,0.447,0.478,0.0113378684807257,-0.0022371364653244,0.4455714285714286,0.0027701027756664,0.4579666666666666,0.0149297986888266,0.0133101887448689,20714.0,2959.1428571428573,99408.0,3313.6,0,6,0.0,0.4819999999999999,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.44878571428571423,0.0053948489880992715,0.368801123736573,,,,,-0.2079626490170757,
2020-06-16,AK-47 | Uncharted (Field-Tested),0.437,0.437,2859.0,0.446,0.45,0.484,-0.0201793721973094,-0.0288888888888889,0.4437142857142856,0.0034522988495984,0.4564,0.0145776084001,0.0133960149193803,20616.0,2945.1428571428573,98700.0,3290.0,1,6,0.0,0.4817142857142857,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.4469285714285714,0.004531331706349364,0.36255760709688784,,,,,-0.32903616016561277,
2020-06-17,AK-47 | Uncharted (Field-Tested),0.436,0.436,3090.0,0.437,0.445,0.482,-0.0022883295194507,-0.0202247191011236,0.4424285714285714,0.0043047197638055,0.4548666666666666,0.0142190795138863,0.013396325309266,20650.0,2950.0,98267.0,3275.5666666666666,2,6,0.0,0.4815714285714285,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.4456428571428571,0.004908503498359396,0.36186147062603247,,,,,-0.4543396700182501,
2020-06-18,AK-47 | Uncharted (Field-Tested),0.43,0.43,2834.0,0.436,0.448,0.486,-0.0137614678899082,-0.0401785714285715,0.4398571428571429,0.0054360850258401,0.4529999999999999,0.0136747943311773,0.0133477400689262,20400.0,2914.285714285714,97787.0,3259.5666666666666,3,6,0.0,0.4818571428571429,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.44399999999999995,0.005987165760704588,0.35767444427181594,,,,,-0.5803615727230128,
2020-06-19,AK-47 | Uncharted (Field-Tested),0.429,0.429,2866.0,0.43,0.443,0.48,-0.0023255813953488,-0.0316027088036117,0.4378571428571428,0.0064015304292594,0.4513,0.0133794618725866,0.0132593635136284,20384.0,2912.0,97071.0,3235.7,4,6,0.0,0.4834285714285714,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.4425,0.006925426951570396,0.3569748989477303,,,,,-0.7038567704398215,
2020-06-20,AK-47 | Uncharted (Field-Tested),0.421,0.421,2819.0,0.429,0.446,0.482,-0.0186480186480186,-0.0560538116591928,0.4342857142857142,0.0077036964358358,0.4492666666666666,0.0131932642747055,0.0134423191718396,20372.0,2910.285714285714,96514.0,3217.133333333333,5,6,0.0,0.4837142857142857,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.44057142857142856,0.008785602608063494,0.35136084911496357,,,,,-0.831458209711219,
2020-06-21,AK-47 | Uncharted (Field-Tested),0.411,0.411,2925.0,0.421,0.441,0.48,-0.0237529691211401,-0.0680272108843538,0.43,0.0105830052442583,0.4469666666666666,0.0136418066578033,0.0138830700467327,20362.0,2908.8571428571427,95961.0,3198.7,6,6,0.0,0.4844285714285714,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.43785714285714283,0.011447923176495534,0.3442986728706769,,,,,-0.9583210875056717,
2020-06-22,AK-47 | Uncharted (Field-Tested),0.409,0.409,2978.0,0.411,0.446,0.48,-0.0048661800486617,-0.0829596412556054,0.4247142857142857,0.0105114126509412,0.4446,0.0138626596774693,0.0138513651907376,20371.0,2910.1428571428573,95515.0,3183.833333333333,0,6,0.0,0.4848571428571429,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.43514285714285716,0.013444227487931424,0.3428802329165431,,,,,-0.8333080125006948,
2020-06-23,AK-47 | Uncharted (Field-Tested),0.41,0.41,2862.0,0.409,0.437,0.472,0.0024449877750611,-0.0617848970251716,0.4208571428571428,0.0102459549011663,0.4425333333333333,0.0142401622962037,0.0137495930903968,20374.0,2910.5714285714284,94838.0,3161.266666666667,1,6,0.0,0.4861428571428571,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.4322857142857143,0.014269001212572418,0.3435897043900769,,,,,-0.7051573410938708,
2020-06-24,AK-47 | Uncharted (Field-Tested),0.41,0.41,2768.0,0.41,0.436,0.46,0.0,-0.0596330275229358,0.4171428571428572,0.0086755579718222,0.4408666666666667,0.01500385135742,0.01321223816762,20052.0,2864.5714285714284,94265.0,3142.1666666666665,2,6,0.0,0.4877142857142858,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.42978571428571427,0.014921221704098295,0.3435897043900769,,,,,-0.5770297629708209,
2020-06-25,AK-47 | Uncharted (Field-Tested),0.387,0.387,3577.0,0.41,0.43,0.44,-0.0560975609756096,-0.0999999999999999,0.411,0.0119880893270898,0.4391,0.0178518906561742,0.0145988234159411,20795.0,2970.714285714286,94157.0,3138.5666666666666,3,6,0.0,0.4887142857142857,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.42542857142857143,0.01781837550099619,0.32714314133269456,,,,,-0.454446108200793,
2020-06-26,AK-47 | Uncharted (Field-Tested),0.376,0.376,4349.0,0.387,0.429,0.448,-0.028423772609819,-0.1235431235431235,0.4034285714285714,0.0146663574488121,0.4367,0.0210478027356776,0.0146183268668135,22278.0,3182.5714285714284,95024.0,3167.4666666666667,4,6,0.0,0.4894285714285714,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.4206428571428571,0.021377943856144777,0.3191807395111519,,,,,-0.3353384920794401,
2020-06-27,AK-47 | Uncharted (Field-Tested),0.378,0.378,3540.0,0.376,0.421,0.444,0.0053191489361701,-0.1021377672209026,0.3972857142857143,0.0150210736321084,0.4345,0.0234787137637478,0.0147371461494262,22999.0,3285.5714285714284,95016.0,3167.2,5,6,0.0,0.4898571428571428,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.41578571428571426,0.022847920529612015,0.32063317259146684,,,,,-0.21284876089432456,
2020-06-28,AK-47 | Uncharted (Field-Tested),0.374,0.374,3099.0,0.378,0.411,0.445,-0.0105820105820105,-0.0900243309002433,0.392,0.0157570845744291,0.4321333333333333,0.025767852495352,0.0146996961682811,23173.0,3310.428571428572,94577.0,3152.5666666666666,6,6,0.0,0.4888571428571429,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.411,0.024140613719812996,0.3177261938001576,,,,,-0.08858325535256892,
2020-06-29,AK-47 | Uncharted (Field-Tested),0.376,0.376,3576.0,0.374,0.409,0.451,0.0053475935828877,-0.0806845965770171,0.3872857142857143,0.0148777329850857,0.4296333333333333,0.0274025343515684,0.0144162123703224,23771.0,3395.8571428571427,94602.0,3153.4,0,6,0.0,0.4874285714285714,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.406,0.023576389754289048,0.3191807395111519,,,,,-0.08825824896991344,
2020-06-30,AK-47 | Uncharted (Field-Tested),0.371,0.371,3436.0,0.376,0.41,0.461,-0.0132978723404255,-0.0951219512195121,0.3817142857142857,0.0124293924195178,0.4266333333333333,0.0287001548582736,0.0134867707596537,24345.0,3477.8571428571427,94485.0,3149.5,1,6,0.0,0.4862857142857142,AK-47 | Uncharted (Field-Tested),AK-47 | Uncharted (Field-Tested),0,0,1,0,0,0,,,0.4012857142857143,0.023499357017156264,0.31554040058017735,,,,,-0.09302068528339066,
2020-06-15,AUG | Arctic Wolf (Well-Worn),1.24,1.24,31.0,1.222,1.255,1.22,0.0147299509001637,-0.0119521912350596,1.2474285714285716,0.0261962764140093,1.2414333333333334,0.0273723502015364,0.0295697559877723,215.0,30.714285714285715,1043.0,34.766666666666666,0,6,0.0,1.2535714285714283,AUG | Arctic Wolf (Well-Worn),AUG | Arctic Wolf (Well-Worn),0,0,1,0,0,0,,,1.2428571428571427,0.021932964803120996,0.8064758658669484,,,,,0.20469692492023434,
2020-06-16,AUG | Arctic Wolf (Well-Worn),1.209,1.209,33.0,1.24,1.249,1.218,-0.0249999999999999,-0.0320256204963971,1.2417142857142858,0.029397348207494,1.2411333333333336,0.0276751794132496,0.0299337501511082,209.0,29.857142857142858,1035.0,34.5,1,6,0.0,1.2448571428571429,AUG | Arctic Wolf (Well-Worn),AUG | Arctic Wolf (Well-Worn),0,0,1,0,0,0,,,1.2409285714285716,0.0236983098576647,0.7925399244379802,,,,,0.5224156403133684,
2020-06-17,AUG | Arctic Wolf (Well-Worn),1.252,1.252,25.0,1.209,1.214,1.226,0.0355665839536807,0.0313014827018123,1.247142857142857,0.02720519158138,1.2420000000000004,0.027594685478669,0.0305849595157524,206.0,29.428571428571427,1024.0,34.13333333333333,2,6,0.0,1.2388571428571429,AUG | Arctic Wolf (Well-Worn),AUG | Arctic Wolf (Well-Worn),0,0,1,0,0,0,,,1.2412142857142858,0.023813953800332976,0.811818710277444,,,,,0.8728914056827508,
