date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2020-09-15,AK-47 | Baroque Purple (Battle-Scarred),1.253,1.253,134.0,1.278,1.282,1.275,-0.0195618153364632,-0.0226209048361935,1.266714285714286,0.0138740691910616,1.2976999999999996,0.0260693306396616,0.0138453440690926,1068.0,152.57142857142858,4593.0,153.1,1,9,0.0,1.294142857142857,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,-0.0226209048361935,-0.0442410373760489,1.2811428571428571,0.019614975216585326,0.8122626614501073,,,,-0.0226209048361935,,
2020-09-16,AK-47 | Baroque Purple (Battle-Scarred),1.26,1.26,132.0,1.253,1.246,1.252,0.0055865921787709,0.0112359550561798,1.2687142857142857,0.0115599590423679,1.2979666666666665,0.0256378409560729,0.0134918186692875,1071.0,153.0,4589.0,152.96666666666667,2,9,0.0,1.289,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.011235955056179803,-0.03448275862068961,1.2779285714285713,0.019084686917140662,0.8153648132841945,,,,0.0055757370955478724,,
2020-09-17,AK-47 | Baroque Purple (Battle-Scarred),1.238,1.238,139.0,1.26,1.264,1.286,-0.0174603174603175,-0.0205696202531645,1.265,0.0158564993434418,1.296366666666667,0.0277458505406163,0.0128957018977495,1066.0,152.28571428571428,4577.0,152.56666666666666,3,9,0.0,1.284,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,-0.020569620253164556,-0.04988488104374511,1.2732857142857144,0.020378829782318447,0.8055826098897335,,,,-0.0070596968276293165,,
2020-09-18,AK-47 | Baroque Purple (Battle-Scarred),1.216,1.216,206.0,1.238,1.291,1.294,-0.0177705977382875,-0.0580945003872966,1.2542857142857142,0.0195719499409179,1.2937666666666667,0.031275851529397,0.0131530443140254,1030.0,147.14285714285714,4621.0,154.03333333333333,4,9,0.0,1.27,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,-0.05809450038729669,-0.06245181187355431,1.2674999999999998,0.02425743343643521,0.7957037688850374,,,,-0.01958668916494782,,
2020-09-19,AK-47 | Baroque Purple (Battle-Scarred),1.221,1.221,216.0,1.216,1.266,1.296,0.0041118421052632,-0.0355450236966824,1.2478571428571428,0.0219182153302978,1.2912666666666666,0.0338860180933408,0.0131840267597695,1098.0,156.85714285714286,4676.0,155.86666666666667,5,9,0.0,1.2639999999999998,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,-0.03554502369668244,-0.052754072924747764,1.2626428571428572,0.026339812343403705,0.7979575449122904,,,,-0.009283827229121413,,
2020-09-20,AK-47 | Baroque Purple (Battle-Scarred),1.226,1.226,208.0,1.221,1.269,1.315,0.004095004095004,-0.0338849487785657,1.2417142857142858,0.0211438223717897,1.2883,0.0355341619665733,0.012874480306203,1170.0,167.14285714285714,4725.0,157.5,6,9,0.0,1.256,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,-0.03388494877856574,-0.044427123928293066,1.2585714285714285,0.027337532063825158,0.8002062528533531,,,,-0.006809728836658622,,
2020-09-21,AK-47 | Baroque Purple (Battle-Scarred),1.238,1.238,171.0,1.226,1.278,1.305,0.0097879282218598,-0.0312989045383411,1.236,0.0151091268538494,1.2860666666666665,0.0365065595323482,0.013011190443569,1206.0,172.28571428571428,4748.0,158.26666666666668,0,9,0.0,1.2524285714285714,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,-0.031298904538341166,-0.05496183206106875,1.2534285714285716,0.02340846094804299,0.8055826098897335,,,,-0.004437904374839419,,
2020-09-22,AK-47 | Baroque Purple (Battle-Scarred),1.263,1.263,136.0,1.238,1.253,1.311,0.0201938610662357,0.0079808459696728,1.2374285714285715,0.0170030009356091,1.2844666666666666,0.0364305122421058,0.0135516094414734,1208.0,172.57142857142858,4746.0,158.2,1,9,0.0,1.2532857142857143,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.007980845969672856,-0.014820592823713064,1.2520714285714285,0.022141031473833474,0.8166913666514003,,,,0.0008985058376452885,0.007980845969672856,0.0
2020-09-23,AK-47 | Baroque Purple (Battle-Scarred),1.269,1.269,144.0,1.263,1.26,1.299,0.004750593824228,0.0071428571428571,1.2387142857142857,0.0188960637300416,1.2834666666666663,0.0364295972466833,0.0135076772710911,1220.0,174.28571428571428,4714.0,157.13333333333333,2,9,0.0,1.2461428571428572,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.0071428571428571175,0.018459069020866803,1.2537142857142858,0.02250616521150331,0.8193392057977046,,,,0.0008430913348946105,0.007561851556264987,-0.00041899441340786936
2020-09-24,AK-47 | Baroque Purple (Battle-Scarred),1.285,1.285,129.0,1.269,1.238,1.327,0.0126083530338849,0.0379644588045233,1.245428571428571,0.0248587848390356,1.2820666666666662,0.0355255150873597,0.0131061151959265,1210.0,172.85714285714286,4650.0,155.0,3,9,0.0,1.239142857142857,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.03796445880452337,0.01661392405063289,1.2552142857142858,0.023901009220496323,0.826366024346168,,,,0.0040474505667632355,0.017696053972351116,0.020268404832172255
2020-09-25,AK-47 | Baroque Purple (Battle-Scarred),1.277,1.277,151.0,1.285,1.216,1.322,-0.0062256809338521,0.0501644736842104,1.2541428571428572,0.0236789754328817,1.2805666666666664,0.0347492765712068,0.0131309110259623,1155.0,165.0,4629.0,154.3,4,9,0.0,1.2402857142857144,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.0501644736842104,-0.010844306738962084,1.2542142857142855,0.02254287733811564,0.8228587870816025,,,,0.006558299156983351,0.025813158900315936,0.024351314783894462
2020-09-26,AK-47 | Baroque Purple (Battle-Scarred),1.262,1.262,133.0,1.277,1.221,1.338,-0.0117462803445574,0.0335790335790335,1.26,0.0194495684858485,1.2780333333333331,0.0332059064357867,0.0130310563096764,1072.0,153.14285714285714,4609.0,153.63333333333333,5,9,0.0,1.2342857142857142,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.03357903357903358,-0.003159557661927326,1.2539285714285715,0.022406950452291307,0.8162493776939287,,,,0.004166055472025621,0.027366333836059464,0.006212699742974115
2020-09-27,AK-47 | Baroque Purple (Battle-Scarred),1.233,1.233,138.0,1.262,1.226,1.338,-0.0229793977812994,0.0057096247960848,1.261,0.0177844233610683,1.274533333333333,0.0322198006752921,0.0135635743091582,1002.0,143.14285714285714,4578.0,152.6,6,9,0.0,1.2307142857142854,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.005709624796084833,-0.028368794326240954,1.2513571428571428,0.022609076267515623,0.8033459728580209,,,,0.0007863555108380309,0.023756882329397027,-0.018047257533312194
2020-09-28,AK-47 | Baroque Purple (Battle-Scarred),1.218,1.218,138.0,1.233,1.238,1.33,-0.0121654501216545,-0.0161550888529886,1.2581428571428572,0.022286630017816,1.2708,0.0320649341181297,0.0136596376057745,969.0,138.42857142857142,4545.0,151.5,0,9,0.0,1.2221428571428572,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,-0.016155088852988664,-0.04694835680751175,1.2470714285714286,0.02285561464671491,0.7966058889281753,,,,-0.002300724728289407,0.018055172160484783,-0.03421026101347345
