date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2021-06-15,2020 RMR Contenders,0.355,0.355,16197.0,0.354,0.361,0.223,0.002824858757062,-0.0166204986149585,0.3548571428571428,0.0009897433186107,0.3121666666666666,0.0446049947377595,0.0657355259358671,114078.0,16296.857142857143,871488.0,29049.6,1,6,0.0,0.2561428571428571,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.016620498614958512,0.17549668874172175,0.35150000000000003,0.011008737788334663,0.3038014543316642,,,,-0.016620498614958512,,
2021-06-16,2020 RMR Contenders,0.35,0.35,14529.0,0.355,0.356,0.22,-0.0140845070422535,-0.0168539325842697,0.354,0.0018516401995451,0.3164999999999999,0.0416579324178881,0.0657455186552978,110836.0,15833.714285714286,862007.0,28733.566666666666,2,6,0.0,0.245,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.016853932584269704,0.11111111111111094,0.354,0.0034862366749614402,0.3001045924503381,,,,-0.007969497706074807,,
2021-06-17,2020 RMR Contenders,0.347,0.347,14531.0,0.35,0.355,0.221,-0.0085714285714285,-0.0225352112676056,0.3528571428571428,0.0029965967090575,0.3206999999999999,0.038009779443366,0.0658732039860972,108394.0,15484.857142857143,858855.0,28628.5,3,6,0.0,0.233,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.022535211267605604,-0.008571428571428563,0.3537857142857143,0.0038265986388511123,0.2978798974282269,,,,-0.007235547096130478,,
2021-06-18,2020 RMR Contenders,0.347,0.347,14911.0,0.347,0.355,0.223,0.0,-0.0225352112676056,0.3517142857142857,0.0034522988495984,0.3248333333333332,0.0336532151344992,0.0659295575499727,105169.0,15024.142857142857,858747.0,28624.9,4,6,0.0,0.2224285714285714,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.022535211267605604,-0.008571428571428563,0.35357142857142854,0.00412710152927779,0.2978798974282269,,,,-0.005584738319559686,,
2021-06-19,2020 RMR Contenders,0.347,0.347,11933.0,0.347,0.356,0.223,0.0,-0.0252808988764045,0.3504285714285714,0.0032888184094918,0.3289666666666665,0.0280386439678447,0.0659295575499727,101094.0,14442.0,856227.0,28540.9,5,6,0.0,0.2224285714285714,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.0252808988764045,-0.0252808988764045,0.3529285714285714,0.004410900583332611,0.2978798974282269,,,,-0.004184088518774149,,
2021-06-20,2020 RMR Contenders,0.343,0.343,14065.0,0.347,0.353,0.299,-0.0115273775216137,-0.0283286118980168,0.3489999999999999,0.0039641248358604,0.3304333333333332,0.0275798033995087,0.0270826667445585,100415.0,14345.0,717889.0,23929.63333333333,6,6,0.0,0.2224285714285714,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.02832861189801683,-0.014367816091953922,0.3525714285714286,0.005003295617187433,0.29490591754110057,,,,-0.004624120028150392,,
2021-06-21,2020 RMR Contenders,0.338,0.338,12282.0,0.343,0.354,0.306,-0.0145772594752187,-0.0451977401129942,0.3467142857142857,0.0049197643879207,0.3314999999999999,0.0272308036360785,0.0270775485631706,98448.0,14064.0,666239.0,22207.966666666667,0,6,0.0,0.2227142857142857,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.04519774011299427,-0.053221288515406084,0.3512142857142857,0.006154155212019447,0.2911759617060367,,,,-0.005638699049932914,,
2021-06-22,2020 RMR Contenders,0.336,0.336,15888.0,0.338,0.355,0.301,-0.0059171597633136,-0.0535211267605633,0.344,0.0048403069560278,0.3326666666666665,0.0266424890395439,0.0268847006273669,98139.0,14019.857142857143,639248.0,21308.266666666663,1,6,0.0,0.2227142857142857,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.05352112676056331,-0.06925207756232676,0.34942857142857137,0.0066991880761119345,0.289680075114454,,,,-0.008664686434259874,-0.05352112676056331,0.0
2021-06-23,2020 RMR Contenders,0.325,0.325,11804.0,0.336,0.35,0.288,-0.0327380952380952,-0.0714285714285712,0.3404285714285714,0.0075565892316789,0.3338999999999998,0.0253723602896274,0.0263327214751082,95414.0,13630.57142857143,607293.0,20243.1,2,6,0.0,0.2227142857142857,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.07142857142857129,-0.0870786516853932,0.3472142857142857,0.009065391259141424,0.28141245943818555,,,,-0.008836678654525074,-0.0624748490945673,-0.008953722334003988
2021-06-24,2020 RMR Contenders,0.314,0.314,16474.0,0.325,0.347,0.279,-0.0338461538461538,-0.095100864553314,0.3357142857142857,0.0113353339570727,0.3350666666666665,0.0235611733342991,0.0264536281635144,97357.0,13908.142857142857,588377.0,19612.566666666666,3,6,0.0,0.2231428571428571,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.09510086455331401,-0.11549295774647883,0.34428571428571425,0.012375090187261495,0.27307592006241876,,,,-0.016092234175778784,-0.0733501875808162,-0.021750676972497815
2021-06-25,2020 RMR Contenders,0.313,0.313,13660.0,0.314,0.347,0.287,-0.0031847133757961,-0.0979827089337175,0.3308571428571429,0.0126652344338865,0.3359333333333332,0.022217010499965,0.0260901646466903,96106.0,13729.42857142857,570895.0,19029.83333333333,4,6,0.0,0.223,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.09798270893371752,-0.11830985915492953,0.3412857142857143,0.014488343173464865,0.27231459532065916,,,,-0.013926745510525683,-0.07950831791904153,-0.01847439101467599
2021-06-26,2020 RMR Contenders,0.319,0.319,10543.0,0.313,0.347,0.29,0.0191693290734824,-0.0806916426512968,0.3268571428571429,0.0112811925842283,0.3368999999999999,0.0207819633336217,0.0262172988683177,94716.0,13530.857142857143,557597.0,18586.566666666666,5,6,0.0,0.2232857142857143,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.0806916426512968,-0.1039325842696629,0.3386428571428572,0.014964610266878248,0.2768738737351776,,,,-0.00898192479066496,-0.07974498286549259,-0.0009466597858042158
2021-06-27,2020 RMR Contenders,0.32,0.32,11075.0,0.319,0.343,0.299,0.0031347962382444,-0.0670553935860058,0.3235714285714285,0.0092714175654788,0.3375999999999999,0.019825236442474,0.0257145413090872,91726.0,13103.714285714286,538978.0,17965.933333333334,6,6,0.0,0.2241428571428571,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.06705539358600587,-0.09348441926345608,0.33628571428571424,0.015127298662853245,0.2776317365982795,,,,-0.008096270239245308,-0.07763005131891147,0.010574657732905599
2021-06-28,2020 RMR Contenders,0.328,0.328,9621.0,0.32,0.338,0.305,0.0249999999999999,-0.029585798816568,0.3221428571428571,0.0075484827506416,0.3383666666666666,0.0189762717331115,0.0258412848163797,89065.0,12723.57142857143,526957.0,17565.233333333334,0,6,0.0,0.225,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.029585798816568087,-0.0734463276836157,0.33442857142857146,0.014361884843701139,0.2836740510542421,,,,-0.0031959239927491336,-0.07076658667571956,0.04118078785915147
2021-06-29,2020 RMR Contenders,0.318,0.318,10400.0,0.328,0.336,0.3,-0.0304878048780488,-0.0535714285714286,0.3195714285714285,0.0050386263110138,0.3389666666666666,0.0180138526942153,0.0263088877702411,83577.0,11939.57142857143,515973.0,17199.1,1,6,0.0,0.2268571428571429,2020 RMR Contenders,2020 RMR Contenders,0,0,1,0,0,0,-0.0535714285714286,-0.10422535211267603,0.33178571428571424,0.013672986120469254,0.27611543608031547,,,,-0.006666222251849881,-0.07077377264870031,0.01720234407727171
