date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2015-01-23,AK-47 | Cartel (Factory New),14.02,14.02,130.0,14.084,20.915,,-0.0045441635898892,-0.3296677026057852,15.309285714285712,1.359356540456415,21.60693333333333,8.373836249228242,0.0886789958294134,772.0,110.28571428571428,1459.0,97.26666666666668,4,1,0.0,15.309285714285712,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.32966770260578526,-0.6866128707781032,19.954785714285713,6.067585594826775,2.7093826463359885,,,,-0.32966770260578526,,
2015-01-24,AK-47 | Cartel (Factory New),15.046,15.046,119.0,14.02,18.153,,0.0731811697574893,-0.1711562827080923,14.86542857142857,0.7109848013530969,21.196875,8.262008244632476,0.093314997173003,785.0,112.14285714285714,1578.0,98.625,5,1,0.0,16.29428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.17115628270809236,-0.57702687507028,18.488642857142857,4.194387103061612,2.7754595973314644,,,,-0.08179758089262244,,
2015-01-25,AK-47 | Cartel (Factory New),13.896,13.896,132.0,15.046,15.418,,-0.0764322743586334,-0.0987157867427681,14.647999999999998,0.7408514406700292,20.767411764705884,8.197344627871692,0.0903926917476664,785.0,112.14285714285714,1710.0,100.58823529411764,6,1,0.0,17.203857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.09871578674276815,-0.46715748303232485,17.61842857142857,3.737383982542728,2.7010927205347115,,,,-0.03420074501324251,,
2015-01-26,AK-47 | Cartel (Factory New),12.441,12.441,142.0,13.896,16.199,,-0.1047063903281519,-0.2319896289894438,14.111142857142855,0.7828304739983027,20.30483333333333,8.191517687692421,0.0881676233802532,833.0,119.0,1852.0,102.88888888888889,0,1,0.0,18.203714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.23198962898944386,-0.4722575719012472,16.823214285714283,3.552554036368564,2.598309737089011,,,,-0.06298762393212434,,
2015-01-27,AK-47 | Cartel (Factory New),12.648,12.648,107.0,12.441,14.642,,0.016638533879913,-0.1361835814779401,13.826285714285714,0.8928875651959949,19.90184210526316,8.154297467323325,0.0878592715274515,832.0,118.85714285714286,1959.0,103.10526315789474,1,1,0.0,19.535285714285717,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.13618358147794019,-0.47218628719275557,16.014999999999997,3.0556285013825586,2.613592990749323,,,,-0.023129592409745398,,
2015-01-28,AK-47 | Cartel (Factory New),12.356,12.356,115.0,12.648,14.649,,-0.0230866540164452,-0.1565294559355586,13.498714285714284,0.9497742159189676,19.52455,8.116192219723485,0.085990285890588,851.0,121.57142857142856,2074.0,103.7,2,1,0.0,20.588857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.15652945593555867,-0.4292313377679231,15.351285714285714,2.729745139655422,2.591965722081408,,,,-0.02416226501018691,,
2015-01-29,AK-47 | Cartel (Factory New),11.539,11.539,143.0,12.356,14.084,,-0.0661217222402071,-0.1807015052541891,13.135142857142856,1.126760771741142,19.14428571428571,8.101099020931592,0.0838194048671727,888.0,126.85714285714286,2217.0,105.57142857142856,3,1,0.0,22.111857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.18070150525418915,-0.435773311818493,14.714714285714285,2.4763950669213486,2.528843787208401,,,,-0.02909945411187956,,
2015-01-30,AK-47 | Cartel (Factory New),11.176,11.176,181.0,11.539,14.02,,-0.0314585319351763,-0.2028530670470756,12.728857142857144,1.2413656567980085,18.782090909090908,8.087002528800548,0.0820506956136927,939.0,134.14285714285714,2398.0,109.0,4,1,0.0,24.600285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.20285306704707562,-0.4656466650729142,14.019071428571431,1.9019628106161506,2.49946680111933,,,,-0.03910160291322757,-0.20285306704707562,0.0
2015-01-31,AK-47 | Cartel (Factory New),11.644,11.644,195.0,11.176,15.046,,0.0418754473872584,-0.2261066064070184,12.242857142857144,0.8401796455132048,18.47173913043478,8.04208614627579,0.0829337380502605,1015.0,145.0,2593.0,112.7391304347826,5,1,0.0,28.00342857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.2261066064070184,-0.35856332286674375,13.554142857142855,1.5824127564791624,2.537182794353371,,,,-0.04343920024568334,-0.214479836727047,-0.011626769679971394
2015-01-15,AUG | Colony (Battle-Scarred),0.03,0.03,83.0,0.03,0.395,0.03,0.0,-0.9240506329113924,0.03,0.0,0.2053000000000001,0.6798228764416019,22.71602831104196,789.0,112.71428571428572,2795.0,93.16666666666669,3,1,0.0,0.0305714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.10728571428571429,0.20717529871006438,0.0295588022415444,,,,,-0.47560025960271757,
