date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2016-12-15,AK-47 | Cartel (Factory New),4.294,4.294,86.0,4.355,4.516,4.377,-0.0140068886337545,-0.0491585473870682,4.436714285714286,0.093882471033452,4.442566666666667,0.2663250749658311,0.0374000733007126,658.0,94.0,2686.0,89.53333333333333,3,12,0.0,4.591857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.04915854738706826,-0.06834454328487749,4.543071428571428,0.14010186639382471,1.6665741038049096,,,,-0.04915854738706826,,
2016-12-16,AK-47 | Cartel (Factory New),4.231,4.231,104.0,4.294,4.561,4.674,-0.0146716348393105,-0.0723525542644156,4.389571428571429,0.1021285704294308,4.4278,0.2653631976493099,0.0352874165178219,667.0,95.28571428571428,2721.0,90.7,4,12,0.0,4.618714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.07235255426441567,-0.09536027367970912,4.511214285714286,0.15699445290123606,1.654602464388474,,,,-0.03960350338683805,,
2016-12-17,AK-47 | Cartel (Factory New),4.155,4.155,111.0,4.231,4.535,4.606,-0.0179626565823681,-0.083792723263506,4.335285714285715,0.1110067105895782,4.412766666666667,0.2676075090293411,0.0353309373769053,668.0,95.42857142857144,2759.0,91.96666666666668,5,12,0.0,4.594428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.08379272326350606,-0.09536250816459824,4.479928571428571,0.18121617532053372,1.6399671174689232,,,,-0.030900306585545424,,
2016-12-18,AK-47 | Cartel (Factory New),4.238,4.238,110.0,4.155,4.517,4.628,0.0199759326113118,-0.0617666592871374,4.295428571428571,0.0858418098978033,4.399766666666666,0.2663056744086055,0.035544424301161,687.0,98.14285714285714,2798.0,93.26666666666668,6,12,0.0,4.597857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.061766659287137426,-0.10439560439560436,4.444642857142857,0.17638882187802243,1.6559397460855203,,,,-0.01653122268025576,,
2016-12-19,AK-47 | Cartel (Factory New),4.131,4.131,96.0,4.238,4.401,4.736,-0.0252477583765927,-0.0613496932515336,4.256857142857143,0.0902843580368296,4.379599999999999,0.2629666138505038,0.0354460210387794,691.0,98.71428571428572,2810.0,93.66666666666669,0,12,0.0,4.598714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.06134969325153361,-0.11693031209918758,4.405571428571428,0.1812379287378532,1.6353005719598277,,,,-0.01161650996478743,,
2016-12-20,AK-47 | Cartel (Factory New),3.937,3.937,119.0,4.131,4.394,4.697,-0.046961994674413,-0.1040054619936277,4.191571428571429,0.1257683325379953,4.354266666666666,0.267733814740603,0.036275077394307,728.0,104.0,2841.0,94.7,1,12,0.0,4.582428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.1040054619936277,-0.1662431173231682,4.3495,0.1965920219055789,1.5967578592767258,,,,-0.01977100635342124,,
2016-12-21,AK-47 | Cartel (Factory New),4.036,4.036,95.0,3.937,4.355,4.443,0.0251460502921005,-0.0732491389207808,4.146,0.1156842994656455,4.3407,0.2731507703326742,0.0354970578111975,721.0,103.0,2862.0,95.4,2,12,0.0,4.556571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.07324913892078089,-0.12791702679343142,4.307214285714286,0.1957463738033058,1.6166121161821005,,,,-0.009651412201767245,,
2016-12-22,AK-47 | Cartel (Factory New),4.208,4.208,107.0,4.036,4.294,4.547,0.0426164519326066,-0.0200279459711223,4.1337142857142855,0.1032081313044034,4.329399999999999,0.2713889705447392,0.0361275549332179,742.0,106.0,2903.0,96.76666666666668,3,12,0.0,4.546857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.02002794597112234,-0.0682019486271036,4.285214285714286,0.18761506359541824,1.6501959049062682,,,,-0.0028881269796631943,-0.02002794597112234,0.0
2016-12-23,AK-47 | Cartel (Factory New),3.87,3.87,116.0,4.208,4.231,4.486,-0.0803231939163497,-0.085322618766249,4.082142857142857,0.128744962255315,4.308866666666666,0.2818649479607014,0.0387384722851128,754.0,107.71428571428572,2938.0,97.93333333333334,4,12,0.0,4.522857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.08532261876624903,-0.15150186362639773,4.235857142857143,0.1999676347438652,1.5830939370944985,,,,-0.01312655673326908,-0.05267528236868568,-0.03264733639756334
2016-12-24,AK-47 | Cartel (Factory New),4.121,4.121,157.0,3.87,4.155,4.09,0.0648578811369509,-0.0081829121540312,4.077285714285714,0.1265269189717739,4.3099,0.2811165060966716,0.0373842009370285,800.0,114.28571428571428,3008.0,100.26666666666668,5,12,0.0,4.526000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.008182912154031219,-0.09128996692392499,4.206285714285714,0.18214424907893342,1.6333497324804134,,,,-0.0016058965102286266,-0.03784449229713419,0.029661580143102974
2016-12-25,AK-47 | Cartel (Factory New),4.393,4.393,195.0,4.121,4.238,3.871,0.0660033972336808,0.0365738555922603,4.099428571428571,0.1614566347288311,4.327299999999999,0.2693191601056263,0.037733751385122,885.0,126.42857142857144,3104.0,103.46666666666668,6,12,0.0,4.504714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.03657385559226034,-0.027451848572061177,4.1974285714285715,0.16836668512310188,1.68510181635509,,,,0.008058646147447193,-0.01923990532478556,0.0558137609170459
