date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2021-01-15,AK-47 | Baroque Purple (Battle-Scarred),1.955,1.955,120.0,1.916,1.88,1.414,0.0203549060542798,0.0398936170212766,1.8982857142857144,0.0362637728937544,1.6422666666666668,0.182126317580836,0.0266258118939992,922.0,131.71428571428572,4541.0,151.36666666666667,4,1,0.0,1.4677142857142855,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.039893617021276695,0.2015980331899201,1.8114285714285714,0.11756419803384291,1.0834986508580615,,,,0.039893617021276695,,
2021-01-16,AK-47 | Baroque Purple (Battle-Scarred),1.943,1.943,128.0,1.955,1.837,1.416,-0.0061381074168798,0.0577027762656505,1.9134285714285717,0.028893188237552,1.6598333333333335,0.1848500443302324,0.0267526371714646,920.0,131.42857142857142,4513.0,150.43333333333334,5,1,0.0,1.4704285714285716,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.05770277626565057,0.20235148514851486,1.8347857142857145,0.1078311918419986,1.0794294692513358,,,,0.02978207807259384,,
2021-01-17,AK-47 | Baroque Purple (Battle-Scarred),1.988,1.988,103.0,1.943,1.884,1.462,0.0231600617601646,0.0552016985138004,1.9282857142857144,0.0358437652905506,1.6773666666666665,0.1901244300159474,0.026554122001888,872.0,124.57142857142856,4464.0,148.8,6,1,0.0,1.4725714285714286,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.05520169851380041,0.22867737948084055,1.8612142857142857,0.09521568921415964,1.094604267270571,,,,0.016198789022568213,,
2021-01-18,AK-47 | Baroque Purple (Battle-Scarred),2.017,2.017,110.0,1.988,1.93,1.525,0.0145875251509053,0.0450777202072538,1.9407142857142856,0.047478459132881,1.6937666666666662,0.1973563077842262,0.0258775417550915,869.0,124.14285714285714,4410.0,147.0,0,1,0.0,1.469,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.04507772020725387,0.22168382798304043,1.8873571428571427,0.08244775235342572,1.104262960176924,,,,0.010756072066806779,,
2021-01-19,AK-47 | Baroque Purple (Battle-Scarred),1.999,1.999,123.0,2.017,1.894,1.5,-0.0089241447694594,0.0554382259767689,1.9557142857142855,0.0469337353105852,1.7103999999999997,0.2013129570262845,0.0256603438815395,858.0,122.57142857142856,4391.0,146.36666666666667,1,1,0.0,1.4465714285714288,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.05543822597676895,0.15482380127094175,1.9065,0.07403507484761697,1.098278899766872,,,,0.01167620170401127,,
2021-01-20,AK-47 | Baroque Purple (Battle-Scarred),1.974,1.974,128.0,1.999,1.872,1.528,-0.0125062531265633,0.0544871794871795,1.9702857142857144,0.0322034349796694,1.7252666666666665,0.2037475453158202,0.0259160386417156,844.0,120.57142857142856,4409.0,146.96666666666667,2,1,0.0,1.4274285714285713,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.054487179487179516,0.13253012048192758,1.923,0.059009777547062305,1.0899078480379634,,,,0.009795447997695194,,
2021-01-21,AK-47 | Baroque Purple (Battle-Scarred),2.018,2.018,142.0,1.974,1.916,1.463,0.0222897669706179,0.0532359081419624,1.984857142857143,0.0269996220684055,1.7437666666666665,0.2042901014624926,0.0241809762959892,854.0,122.0,4384.0,146.13333333333333,3,1,0.0,1.3977142857142857,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.05323590814196244,0.10092744135297327,1.9362142857142857,0.05801084589762643,1.1045943603456572,,,,0.008851872314003122,,
2021-01-22,AK-47 | Baroque Purple (Battle-Scarred),2.059,2.059,131.0,2.018,1.955,1.399,0.0203171456888009,0.0531969309462916,1.9997142857142856,0.0341497303303064,1.7657666666666665,0.2014961841381176,0.0219741226593389,865.0,123.57142857142856,4359.0,145.3,4,1,0.0,1.3725714285714283,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.05319693094629163,0.09521276595744688,1.9489999999999998,0.06407687690459066,1.1180880651687664,,,,0.008056413819611797,0.05319693094629163,0.0
2021-01-23,AK-47 | Baroque Purple (Battle-Scarred),2.095,2.095,141.0,2.059,1.943,1.397,0.0174842156386596,0.0782295419454452,2.021428571428572,0.0391438998818358,1.789033333333333,0.1978372198438795,0.0218160178644194,878.0,125.42857142857144,4334.0,144.46666666666667,5,1,0.0,1.3555714285714286,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.07822954194544529,0.1404463799673381,1.9674285714285715,0.06644455674379213,1.1297879061365594,,,,0.012563058558437114,0.06571323644586846,0.01251630549957683
2021-01-24,AK-47 | Baroque Purple (Battle-Scarred),2.112,2.112,134.0,2.095,1.988,1.483,0.0081145584725537,0.0623742454728371,2.039142857142857,0.0472302220781464,1.81,0.1976233791837393,0.0199480700272611,909.0,129.85714285714286,4322.0,144.06666666666666,6,1,0.0,1.337714285714286,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.0623742454728371,0.12101910828025497,1.9837142857142855,0.07212214913328824,1.1352656063161453,,,,0.009194883271023292,0.064600239454858,-0.0022259939820209046
2021-01-25,AK-47 | Baroque Purple (Battle-Scarred),2.099,2.099,115.0,2.112,2.017,1.461,-0.0061553030303029,0.0406544372830939,2.050857142857143,0.0503514181143138,1.8312666666666664,0.1932012652362527,0.0196162039366575,914.0,130.57142857142858,4255.0,141.83333333333334,0,1,0.0,1.316285714285714,AK-47 | Baroque Purple (Battle-Scarred),AK-47 | Baroque Purple (Battle-Scarred),0,0,1,0,0,0,0.040654437283093925,0.08756476683937842,1.9957857142857143,0.07645328243839015,1.1310794788056113,,,,0.005115164428398032,0.058613788911916986,-0.01795935162882306
