date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2018-10-15,AK-47 | Cartel (Factory New),7.862,7.862,30.0,7.99,7.677,7.363,-0.016020025031289,0.0240979549303113,8.012714285714285,0.2503801191820802,7.877333333333332,0.2904214562015387,0.0472112444856844,189.0,27.0,942.0,31.4,0,10,0.0,7.674714285714287,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.024097954930311305,0.053181513730743424,8.022642857142857,0.2279387931147162,2.181772472777298,,,,0.024097954930311305,,
2018-10-16,AK-47 | Cartel (Factory New),7.881,7.881,23.0,7.862,7.946,7.444,0.002416687865683,-0.0081802164611124,8.003428571428572,0.2538632124043279,7.891900000000001,0.2790584586306843,0.0471897396135029,177.0,25.285714285714285,931.0,31.03333333333333,1,10,0.0,7.642000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.008180216461112444,-0.03749389350268695,8.000714285714285,0.22556200872536078,2.1839141632763672,,,,-0.003549905256709174,,
2018-10-17,AK-47 | Cartel (Factory New),7.843,7.843,26.0,7.881,7.915,7.908,-0.0048217231315823,-0.0090966519267213,7.993142857142857,0.2586511321515244,7.889733333333333,0.2791773550192701,0.0458981415690107,181.0,25.857142857142858,920.0,30.666666666666668,2,10,0.0,7.551428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.009096651926721377,-0.04166666666666663,7.976357142857142,0.22263996708824513,2.179626185593598,,,,-0.0029938348113260228,,
2018-10-18,AK-47 | Cartel (Factory New),7.763,7.763,23.0,7.843,8.21,7.558,-0.0102001785031238,-0.0544457978075518,7.929285714285714,0.2523312529681763,7.896566666666664,0.2734235643750471,0.0451857547215031,182.0,26.0,921.0,30.7,3,10,0.0,7.483571428571427,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.05444579780755188,-0.011838085539714882,7.969714285714287,0.2278340923267928,2.1705383120737136,,,,-0.012276993623271502,,
2018-10-19,AK-47 | Cartel (Factory New),7.828,7.828,27.0,7.763,8.503,7.225,0.008373051655288,-0.0793837469128542,7.832857142857144,0.0938987731114562,7.916666666666666,0.2438847177572952,0.0443805440639774,182.0,26.0,914.0,30.466666666666665,4,10,0.0,7.414857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.07938374691285421,-0.042212161996818764,7.945071428571429,0.22275632229159958,2.17792848839449,,,,-0.0166152028422253,,
2018-10-20,AK-47 | Cartel (Factory New),7.809,7.809,23.0,7.828,7.663,7.667,-0.0024271844660194,0.019052590369307,7.853714285714285,0.0658910665649087,7.9214,0.2403455290479382,0.0430826429451592,179.0,25.571428571428573,902.0,30.066666666666663,5,10,0.0,7.364714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.019052590369307065,-0.04007375537799629,7.921785714285714,0.21837095417287866,2.175773926127659,,,,0.002882957753250411,,
2018-10-21,AK-47 | Cartel (Factory New),7.894,7.894,21.0,7.809,7.99,7.695,0.0108848764246383,-0.0120150187734668,7.839999999999999,0.0416173040933696,7.928033333333333,0.2367243802869113,0.0431139978914611,173.0,24.714285714285715,890.0,29.666666666666668,6,10,0.0,7.213571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.01201501877346689,-0.015096693699313879,7.913142857142857,0.21678662218974534,2.1853768920885046,,,,-0.0014584704869526283,,
2018-10-22,AK-47 | Cartel (Factory New),7.75,7.75,24.0,7.894,7.862,7.997,-0.0182417025589055,-0.0142457389977105,7.824,0.0506359556046887,7.919799999999999,0.2384714378424943,0.0426817471475455,167.0,23.857142857142858,871.0,29.03333333333333,0,10,0.0,7.038857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.014245738997710533,0.00950892275628501,7.918357142857142,0.21148289879684434,2.169053700369523,,,,-0.0020472918320063043,-0.014245738997710533,0.0
2018-10-23,AK-47 | Cartel (Factory New),7.462,7.462,32.0,7.75,7.881,7.673,-0.0371612903225806,-0.0531658418982363,7.764142857142858,0.1312918543566515,7.912766666666666,0.248545459736354,0.0425800967866224,176.0,25.142857142857142,863.0,28.766666666666666,1,10,0.0,6.957000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.053165841898236366,-0.06091115026428395,7.883785714285715,0.2437196303988624,2.1355855522978757,,,,-0.009666516708770249,-0.03370579044797345,-0.019460051450262916
2018-10-24,AK-47 | Cartel (Factory New),8.007,8.007,22.0,7.462,7.843,8.111,0.0730367193781826,0.0209103659314038,7.787571428571428,0.1556469054741323,7.9093,0.2464730073118217,0.0433820128819522,172.0,24.571428571428573,845.0,28.166666666666668,2,10,0.0,6.876857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.02091036593140383,0.011623499684144,7.890357142857143,0.2458569337401972,2.1980020528016055,,,,0.0026745816889004897,-0.015500404988181024,0.036410770919584855
2018-10-25,AK-47 | Cartel (Factory New),7.636,7.636,23.0,8.007,7.763,7.593,-0.0463344573498188,-0.0163596547726394,7.769428571428571,0.1645980881184374,7.910733333333335,0.2447484332034744,0.0426224077551646,172.0,24.571428571428573,840.0,28.0,3,10,0.0,6.813428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.016359654772639454,-0.06991473812423876,7.849357142857143,0.23612011517701872,2.155939512652561,,,,-0.002187628254480857,-0.01571521743429563,-0.0006444373383438229
