date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2018-01-15,AK-47 | Cartel (Factory New),7.06,7.06,67.0,7.104,6.48,5.915,-0.0061936936936937,0.0895061728395061,6.905857142857143,0.1611932545304622,6.291733333333332,0.4754323599513277,0.0367956855223881,458.0,65.42857142857143,1956.0,65.2,0,1,0.0,5.667571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.08950617283950613,0.14946271572777592,6.671428571428572,0.3306338235491419,2.0869135565185366,,,,0.08950617283950613,,
2018-01-16,AK-47 | Cartel (Factory New),7.131,7.131,76.0,7.06,6.865,6.113,0.0100566572237961,0.038747268754552,6.943857142857143,0.1776010204052317,6.325666666666666,0.497291218055935,0.036463942376618,479.0,68.42857142857143,1992.0,66.4,1,1,0.0,5.716285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.03874726875455203,0.17770437654830729,6.748285714285714,0.29995728633652713,2.0956839172257005,,,,0.020592954023398283,,
2018-01-17,AK-47 | Cartel (Factory New),7.255,7.255,58.0,7.131,6.66,6.038,0.0173888655167577,0.0893393393393393,7.028857142857143,0.1632066425218816,6.366233333333332,0.5212323655423643,0.0363623475991047,489.0,69.85714285714286,2005.0,66.83333333333333,2,1,0.0,5.800857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.08933933933933935,0.1697839406643018,6.8235,0.2840364954882212,2.110819077372091,,,,0.025779510854137724,,
2018-01-18,AK-47 | Cartel (Factory New),7.016,7.016,52.0,7.255,6.785,5.885,-0.0329427980702963,0.0340456890198967,7.061857142857143,0.1306745450908242,6.403933333333332,0.5259425781922923,0.0366110950368018,475.0,67.85714285714286,2009.0,66.96666666666667,3,1,0.0,5.866142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.034045689019896797,0.10942441492726118,6.872928571428572,0.24840242296777862,2.081439544342509,,,,0.006997532921085507,,
2018-01-19,AK-47 | Cartel (Factory New),7.156,7.156,55.0,7.016,6.791,5.62,0.0199543899657923,0.0537476071270799,7.113999999999999,0.0717117244847133,6.455133333333333,0.5218836864879206,0.0353979926358091,464.0,66.28571428571429,2016.0,67.2,4,1,0.0,5.920571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.05374760712707993,0.09452431936371974,6.917071428571428,0.23903989505639184,2.0987538527122087,,,,0.00959778698697856,,
2018-01-20,AK-47 | Cartel (Factory New),7.236,7.236,68.0,7.156,7.076,5.668,0.0111794298490777,0.0226116449971736,7.136857142857143,0.0808710235435386,6.5074,0.5189443515445562,0.0354007434275822,452.0,64.57142857142857,2006.0,66.86666666666666,5,1,0.0,5.9397142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.022611644997173608,0.10642201834862375,6.966785714285714,0.22663972717523567,2.108514789165543,,,,0.0040893400526803335,,
2018-01-21,AK-47 | Cartel (Factory New),9.039,9.039,70.0,7.236,7.104,5.367,0.2491708126036484,0.2723817567567568,7.413285714285713,0.6684694061352213,6.6298,0.6516167278393027,0.0543134098146976,446.0,63.71428571428572,2000.0,66.66666666666667,6,1,0.0,5.918571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.2723817567567568,0.30621387283237,7.118142857142857,0.5973602002068833,2.3064775077093893,,,,0.04275049993940129,,
2018-01-22,AK-47 | Cartel (Factory New),7.31,7.31,49.0,9.039,7.06,5.323,-0.1912822214846775,0.0354107648725212,7.449,0.6551867781676567,6.696033333333333,0.6153988128757552,0.0660336723964209,428.0,61.142857142857146,1997.0,66.56666666666666,0,1,0.0,5.865571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.03541076487252126,0.1280864197530862,7.177428571428572,0.5697020428104647,2.1174596088673567,,,,0.004054036165312014,0.03541076487252126,0.0
2018-01-23,AK-47 | Cartel (Factory New),7.172,7.172,57.0,7.31,7.131,5.772,-0.0188782489740082,0.005749544243444,7.454857142857143,0.6524955234813993,6.742699999999999,0.5963456575957715,0.0648937487895509,409.0,58.42857142857143,1972.0,65.73333333333333,1,1,0.0,5.788571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.0057495442434440935,0.04471959213401311,7.199357142857143,0.5626155412470812,2.1007136769553756,,,,0.0008012812270814507,0.020580154557982677,-0.014830610314538584
2018-01-24,AK-47 | Cartel (Factory New),6.873,6.873,51.0,7.172,7.255,6.169,-0.0416899051868376,-0.0526533425223982,7.400285714285714,0.6822254998554812,6.766166666666665,0.5870880163049563,0.0645491169313643,402.0,57.42857142857143,1923.0,64.1,2,1,0.0,5.7625714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.05265334252239828,0.03198198198198199,7.214571428571429,0.5496385825509071,2.06343918420233,,,,-0.006679901663289334,-0.003831011135477643,-0.04882233138692064
2018-01-25,AK-47 | Cartel (Factory New),7.016,7.016,54.0,6.873,7.016,6.464,0.0208060526698674,0.0,7.4002857142857135,0.6822254998554812,6.784566666666664,0.5859785367703799,0.0641416589003498,404.0,57.71428571428572,1896.0,63.2,3,1,0.0,5.762714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.0,0.034045689019896797,7.231071428571428,0.5391175787676217,2.081439544342509,,,,0.0,-0.002873258351608232,0.002873258351608232
2018-01-26,AK-47 | Cartel (Factory New),6.85,6.85,64.0,7.016,7.156,6.089,-0.0236602052451539,-0.0427613191727221,7.356571428571428,0.7058716712877282,6.809933333333331,0.5716143766172747,0.0633122837542112,413.0,59.0,1880.0,62.66666666666666,4,1,0.0,5.7095714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.04276131917272219,0.008687969371226512,7.235285714285714,0.5356322545253517,2.060513531794317,,,,-0.006626451397225714,-0.010850870515831024,-0.03191044865689117
2018-01-27,AK-47 | Cartel (Factory New),7.008,7.008,66.0,6.85,7.236,6.271,0.023065693430657,-0.0315091210613598,7.324000000000001,0.7158732928588489,6.834499999999998,0.5637069421842049,0.0632378660030637,411.0,58.71428571428572,1874.0,62.46666666666667,5,1,0.0,5.720714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.031509121061359835,-0.009609949123798756,7.230428571428571,0.5374928570953947,2.0804410420129194,,,,-0.005059858856568733,-0.01429391227341916,-0.017215208787940674
2018-01-28,AK-47 | Cartel (Factory New),6.967,6.967,68.0,7.008,9.039,6.173,-0.0058504566210045,-0.2292288970018807,7.0280000000000005,0.1512963034200485,6.860966666666665,0.5505126388699495,0.0631524349975809,409.0,58.42857142857143,1877.0,62.56666666666667,6,1,0.0,5.7377142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.22922889700188076,-0.019284909909909942,7.220642857142857,0.5412060047342773,2.075308010398229,,,,-0.0381114058585034,-0.044998910091770816,-0.18422998691010994
2018-01-29,AK-47 | Cartel (Factory New),7.238,7.238,59.0,6.967,7.31,6.136,0.038897660399024,-0.0098495212038302,7.017714285714286,0.1331322803892154,6.897699999999999,0.5375258846480481,0.0633821859613537,419.0,59.85714285714285,1868.0,62.266666666666666,0,1,0.0,5.730857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.009849521203830203,0.025212464589235317,7.233357142857143,0.5392290232919946,2.108757596013889,,,,-0.0013869254201097421,-0.051464665245535314,0.04161514404170511
