date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2018-09-15,AK-47 | Cartel (Factory New),7.363,7.363,53.0,7.22,6.802,6.79,0.0198060941828255,0.0824757424286974,6.957,0.2887322041516771,6.8424666666666685,0.2730490472831249,0.0517384637308114,282.0,40.285714285714285,1079.0,35.96666666666667,5,9,0.0,6.720999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.08247574242869748,0.08550788736547243,6.92,0.32127079399927244,2.1238172143993888,,,,0.08247574242869748,,
2018-09-26,P2000 | Fire Elemental (Factory New),6.9,6.9,10.0,6.998,6.832,8.593,-0.0140040011431837,0.0099531615925059,7.2595714285714275,0.2721574424288039,7.185766666666666,0.377642483780037,0.0516670557112885,94.0,13.428571428571429,406.0,13.533333333333331,2,9,0.0,7.428285714285715,P2000 | Fire Elemental (Factory New),P2000 | Fire Elemental (Factory New),0,0,1,0,0,0,,,7.023357142857144,0.3496975852059907,2.066862759472976,,,,,0.5816983647323374,
2018-09-27,P2000 | Fire Elemental (Factory New),7.033,7.033,17.0,6.9,7.245,8.04,0.0192753623188406,-0.0292615596963422,7.229285714285714,0.2836470212307211,7.1522,0.3434257221971974,0.05068630197227,97.0,13.857142857142858,414.0,13.8,3,9,0.0,7.4838571428571425,P2000 | Fire Elemental (Factory New),P2000 | Fire Elemental (Factory New),0,0,1,0,0,0,,,7.0502142857142855,0.3334581460465994,2.0835580571916754,,,,,0.514773377743536,
2018-09-28,P2000 | Fire Elemental (Factory New),7.549,7.549,18.0,7.033,7.291,7.615,0.0733684060855965,0.0353860924427376,7.2661428571428575,0.3052139430307995,7.15,0.3406541745915741,0.051615092675044,103.0,14.714285714285714,423.0,14.1,4,9,0.0,7.522571428571429,P2000 | Fire Elemental (Factory New),P2000 | Fire Elemental (Factory New),0,0,1,0,0,0,,,7.073857142857143,0.3571614280885966,2.1458143170440964,,,,,0.057472760585235316,
2018-09-29,P2000 | Fire Elemental (Factory New),7.449,7.449,15.0,7.549,7.197,7.814,-0.013246787653994,0.0350145894122551,7.302142857142857,0.3097632407276925,7.137833333333334,0.3227704120406467,0.0514614476412855,100.0,14.285714285714286,419.0,13.966666666666669,5,9,0.0,7.604,P2000 | Fire Elemental (Factory New),P2000 | Fire Elemental (Factory New),0,0,1,0,0,0,,,7.138714285714285,0.3346916901754919,2.134048091170708,,,,,0.04814763400663356,
2018-09-30,P2000 | Fire Elemental (Factory New),8.82,8.82,16.0,7.449,7.377,7.272,0.1840515505436972,0.1956079707198048,7.508285714285714,0.6178875797622815,7.189433333333335,0.4418608139322708,0.0595808230045516,96.0,13.714285714285714,419.0,13.966666666666669,6,9,0.0,7.883285714285714,P2000 | Fire Elemental (Factory New),P2000 | Fire Elemental (Factory New),0,0,1,0,0,0,,,7.2937142857142865,0.5340535018676902,2.2844211223663744,,,,,0.06047401435650902,
2018-09-15,P2000 | Pulse (Well-Worn),0.26,0.26,3.0,0.252,0.227,0.319,0.0317460317460318,0.145374449339207,0.2215714285714285,0.0291834451254089,0.2792666666666666,0.1014126663138726,0.4167395135161329,26.0,3.7142857142857135,110.0,3.6666666666666665,5,9,0.0,0.3495714285714286,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.24535714285714283,0.042653536498444965,0.23111172096338664,,,,,-0.09994153064347312,
2018-09-16,P2000 | Pulse (Well-Worn),0.266,0.266,2.0,0.26,0.247,0.312,0.0230769230769229,0.0769230769230771,0.2242857142857142,0.0321546010291985,0.2777333333333333,0.1012537845657577,0.416558690581955,26.0,3.7142857142857135,106.0,3.533333333333333,6,9,0.0,0.3534285714285713,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.24214285714285713,0.03885249649014185,0.23586232372198446,,,,,-0.24028485273726163,
2018-09-17,P2000 | Pulse (Well-Worn),0.27,0.27,7.0,0.266,0.217,0.287,0.0150375939849625,0.2442396313364057,0.2318571428571428,0.0356026827698161,0.2771666666666666,0.1012479080716677,0.4159059185992202,31.0,4.428571428571429,108.0,3.6,0,9,0.0,0.3531428571428571,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.23921428571428568,0.03457250702159511,0.23901690047049992,,,,,-0.3789738137101041,
2018-09-18,P2000 | Pulse (Well-Worn),,0.27,0.0,0.27,0.18,0.256,0.0,0.5000000000000002,0.2447142857142857,0.0304289067721293,0.2776333333333333,0.1011815145611533,0.4149482260681616,29.0,4.142857142857143,106.0,3.533333333333333,1,9,1.0,0.3584285714285714,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,0,1,1,1,,,0.23814285714285716,0.03325162145926618,0.23901690047049992,,,,,-0.5121663844613711,
2018-09-19,P2000 | Pulse (Well-Worn),,0.27,0.0,0.27,0.199,0.787,0.0,0.35678391959799,0.2548571428571428,0.0248160580006953,0.2603999999999999,0.0359746206836616,0.179024276378575,23.0,3.2857142857142856,102.0,3.4,2,9,2.0,0.2895714285714286,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,0,1,1,2,,,0.23707142857142857,0.03183724061708069,0.23901690047049992,,,,,-0.6549692081437931,
2018-09-20,P2000 | Pulse (Well-Worn),,0.27,0.0,0.27,0.196,0.233,0.0,0.3775510204081633,0.2654285714285714,0.0064775908850026,0.2616333333333332,0.0356468636613221,0.1244607945674736,18.0,2.571428571428572,95.0,3.1666666666666665,3,9,3.0,0.2848571428571428,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,0,1,1,3,,,0.23792857142857143,0.03259651771329215,0.23901690047049992,,,,,-0.7976503671973936,
2018-09-21,P2000 | Pulse (Well-Worn),0.225,0.225,4.0,0.27,0.252,0.28,-0.1666666666666667,-0.1071428571428571,0.2615714285714286,0.0153237177777004,0.2597999999999999,0.0360669747368235,0.123366023673678,16.0,2.2857142857142856,94.0,3.1333333333333333,4,9,0.0,0.2801428571428571,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.23921428571428574,0.03162321097749997,0.20294084399669032,,,,,-0.9648071910028467,
2018-09-22,P2000 | Pulse (Well-Worn),0.256,0.256,5.0,0.225,0.26,0.292,0.1377777777777777,-0.0153846153846154,0.261,0.0154457576237434,0.2585999999999999,0.0355711493582463,0.1256127365535408,18.0,2.571428571428572,95.0,3.1666666666666665,5,9,0.0,0.2711428571428572,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.2412857142857143,0.031711266067509784,0.22793206804600694,,,,,-0.8289042669324236,
2018-09-23,P2000 | Pulse (Well-Worn),0.252,0.252,3.0,0.256,0.266,0.268,-0.015625,-0.0526315789473684,0.259,0.0155747047667501,0.2580666666666665,0.0355461515341518,0.1246637502682104,19.0,2.7142857142857144,95.0,3.1666666666666665,6,9,0.0,0.2582857142857143,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.24164285714285713,0.03180857925600758,0.22474227267790678,,,,,-0.698996043960017,
2018-09-24,P2000 | Pulse (Well-Worn),0.205,0.205,3.0,0.252,0.27,0.301,-0.1865079365079365,-0.2407407407407408,0.2497142857142857,0.0235718614678863,0.2548666666666665,0.0358568759871179,0.1273056033399157,15.0,2.142857142857143,92.0,3.066666666666667,0,9,0.0,0.2508571428571429,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.2407857142857143,0.03267362750087501,0.18647956694261833,,,,,-0.5961204976062097,
2018-09-25,P2000 | Pulse (Well-Worn),0.225,0.225,3.0,0.205,0.27,0.301,0.0975609756097561,-0.1666666666666667,0.2432857142857143,0.0232975430078813,0.2523333333333332,0.0351864873053405,0.1286208976850066,18.0,2.571428571428572,92.0,3.066666666666667,1,9,0.0,0.2485714285714286,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.24400000000000002,0.02813155906423632,0.20294084399669032,,,,,-0.48255722785070326,
2018-09-26,P2000 | Pulse (Well-Worn),0.24,0.24,3.0,0.225,0.27,0.251,0.0666666666666666,-0.1111111111111111,0.239,0.020591260281974,0.2519666666666666,0.0352557166365336,0.1254289492680444,21.0,3.0,89.0,2.966666666666667,2,9,0.0,0.2432857142857143,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.24692857142857141,0.025052143423465605,0.2151113796169455,,,,,-0.3606825761045454,
2018-09-27,P2000 | Pulse (Well-Worn),0.271,0.271,1.0,0.24,0.27,0.301,0.1291666666666668,0.0037037037037037,0.2391428571428571,0.0208081616640378,0.2509666666666666,0.0342622078811171,0.1224349106315459,22.0,3.142857142857143,87.0,2.9,3,9,0.0,0.2474285714285714,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.2522857142857143,0.0210180456217566,0.23980399220731702,,,,,-0.2224744007235952,
2018-09-28,P2000 | Pulse (Well-Worn),0.288,0.288,5.0,0.271,0.225,0.306,0.0627306273062728,0.2799999999999998,0.2481428571428571,0.0257761161400492,0.2503666666666665,0.0334409761952142,0.1228714149171271,23.0,3.2857142857142856,87.0,2.9,4,9,0.0,0.244,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.25485714285714284,0.023081318262769396,0.25309062768216184,,,,,-0.043261572735257006,
2018-09-29,P2000 | Pulse (Well-Worn),0.212,0.212,6.0,0.288,0.256,0.292,-0.2638888888888888,-0.171875,0.2418571428571428,0.0283318527024093,0.2476999999999999,0.0332035640657244,0.1318241952964523,24.0,3.4285714285714284,88.0,2.933333333333333,5,9,0.0,0.2427142857142857,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,1,0,0,0,,,0.25142857142857145,0.025677629550654783,0.19227188764712272,,,,,-0.06561734196602623,
2018-09-30,P2000 | Pulse (Well-Worn),,0.212,0.0,0.212,0.252,0.224,0.0,-0.1587301587301587,0.2361428571428571,0.0297101645493763,0.2472999999999999,0.0335570658232609,0.1246410028988202,21.0,3.0,85.0,2.833333333333333,6,9,1.0,0.242,P2000 | Pulse (Well-Worn),P2000 | Pulse (Well-Worn),0,0,0,1,1,1,,,0.24757142857142858,0.027323459308283605,0.19227188764712272,,,,,-0.08077428193499626,
2018-09-15,P2000 | Red FragCam (Battle-Scarred),,0.118,0.0,0.118,0.792,0.137,0.0,-0.851010101010101,0.0985714285714285,0.012488361929151,0.1294666666666666,0.1245152556472053,1.1091577103492816,27.0,3.857142857142857,87.0,2.9,5,9,1.0,0.1212857142857142,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,0,1,1,1,,,0.15078571428571427,0.18493041459359313,0.11154137473290741,,,,,-0.1070099252438103,
2018-09-16,P2000 | Red FragCam (Battle-Scarred),0.12,0.12,7.0,0.118,0.092,0.128,0.0169491525423728,0.3043478260869565,0.1025714285714285,0.0141204729064589,0.1291999999999999,0.124526677195424,1.1086228568518923,32.0,4.571428571428571,92.0,3.066666666666667,6,9,0.0,0.1294285714285714,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.1515,0.18478001473685907,0.11332868530700317,,,,,-0.14986706810095315,
2018-09-17,P2000 | Red FragCam (Battle-Scarred),0.087,0.087,2.0,0.12,0.093,0.135,-0.275,-0.0645161290322581,0.1017142857142857,0.0148392749699118,0.1276,0.1247500434201661,1.1115627215420247,32.0,4.571428571428571,93.0,3.1,0,9,0.0,0.1365714285714286,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.15135714285714288,0.18483281724215087,0.08342160813907239,,,,,-0.2250654807993658,
2018-09-18,P2000 | Red FragCam (Battle-Scarred),0.082,0.082,1.0,0.087,0.093,0.135,-0.057471264367816,-0.1182795698924731,0.1001428571428571,0.0161990173549294,0.1258333333333333,0.1250077553149759,1.1119230198292334,33.0,4.714285714285714,94.0,3.1333333333333333,1,9,0.0,0.1282857142857142,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.15057142857142858,0.1851231250507927,0.07881118042428978,,,,,-0.32522557763842946,
2018-09-19,P2000 | Red FragCam (Battle-Scarred),0.09,0.09,1.0,0.082,0.086,0.142,0.0975609756097559,0.0465116279069768,0.1007142857142856,0.0157544940138569,0.1241,0.1251320236123964,1.1117785100811728,29.0,4.142857142857143,93.0,3.1,2,9,0.0,0.1204285714285714,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.14907142857142858,0.1855530047787359,0.08617769624105233,,,,,-0.4634398633527152,
2018-09-20,P2000 | Red FragCam (Battle-Scarred),0.101,0.101,2.0,0.09,0.09,0.142,0.1222222222222222,0.1222222222222222,0.1022857142857142,0.0151442047917845,0.1227333333333333,0.1251529553075844,1.1113319129410657,29.0,4.142857142857143,95.0,3.1666666666666665,3,9,0.0,0.1145714285714285,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.14821428571428572,0.1857600514192885,0.09621885774054292,,,,,-0.5136841355899119,
2018-09-21,P2000 | Red FragCam (Battle-Scarred),0.107,0.107,5.0,0.101,0.118,0.087,0.0594059405940592,-0.0932203389830508,0.1007142857142857,0.0139561997049369,0.1233999999999999,0.1250140258797654,1.1065461139502877,18.0,2.571428571428572,97.0,3.2333333333333334,4,9,0.0,0.1087142857142857,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.14778571428571427,0.18585444204100593,0.10165365372649983,,,,,-0.5617631156095928,
2018-09-22,P2000 | Red FragCam (Battle-Scarred),0.069,0.069,1.0,0.107,0.118,0.08,-0.3551401869158878,-0.4152542372881355,0.0937142857142857,0.0157090900501614,0.1230333333333333,0.1251568305056589,1.109959083080328,19.0,2.7142857142857144,96.0,3.2,5,9,0.0,0.1014285714285714,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.09614285714285715,0.014940173734223806,0.06672363204290818,,,,,-0.5604579718075493,
2018-09-23,P2000 | Red FragCam (Battle-Scarred),0.081,0.081,1.0,0.069,0.12,0.09,0.1739130434782607,-0.3249999999999999,0.0881428571428571,0.0118373328490666,0.1227333333333333,0.1252464060251719,1.109897255154417,13.0,1.8571428571428568,94.0,3.1333333333333333,6,9,0.0,0.0928571428571428,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.09535714285714285,0.015455181570031363,0.07788653865707124,,,,,-0.5402198765694541,
2018-09-24,P2000 | Red FragCam (Battle-Scarred),,0.081,0.0,0.081,0.087,0.057,0.0,-0.0689655172413792,0.0872857142857142,0.0121032969028429,0.1235333333333333,0.1249001556800026,1.105684803008516,11.0,1.5714285714285714,92.0,3.066666666666667,0,9,1.0,0.088,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,0,1,1,1,,,0.0945,0.01592168332809065,0.07788653865707124,,,,,-0.459000664746794,
2018-09-25,P2000 | Red FragCam (Battle-Scarred),0.082,0.082,1.0,0.081,0.082,0.098,0.0123456790123457,0.0,0.0872857142857142,0.0121032969028429,0.1229999999999999,0.1250421262348546,1.1019910993087518,11.0,1.5714285714285714,89.0,2.966666666666667,1,9,0.0,0.0962857142857143,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.09371428571428572,0.016269029432677242,0.07881118042428978,,,,,-0.3593696684368309,
2018-09-26,P2000 | Red FragCam (Battle-Scarred),0.09,0.09,9.0,0.082,0.09,0.124,0.0975609756097559,0.0,0.0872857142857142,0.0121032969028429,0.1218666666666666,0.1251819298283724,1.1019748081025889,19.0,2.7142857142857144,96.0,3.2,2,9,0.0,0.0985714285714285,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.094,0.016157874955479847,0.08617769624105233,,,,,-0.2611553827225452,
2018-09-27,P2000 | Red FragCam (Battle-Scarred),0.073,0.073,2.0,0.09,0.101,0.111,-0.1888888888888888,-0.2772277227722773,0.0832857142857142,0.0115228256171861,0.1205999999999999,0.1254773817599543,1.1027903406844113,19.0,2.7142857142857144,87.0,2.9,3,9,0.0,0.0998571428571428,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.09278571428571428,0.017093312103899538,0.07045846364856141,,,,,-0.22596149945281668,
2018-09-28,P2000 | Red FragCam (Battle-Scarred),0.088,0.088,5.0,0.073,0.107,0.111,0.2054794520547944,-0.1775700934579439,0.0805714285714285,0.0069458547320818,0.1198333333333333,0.1256038967902226,1.1023349237095814,19.0,2.7142857142857144,92.0,3.066666666666667,4,9,0.0,0.0971428571428571,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.09064285714285715,0.01549494777640139,0.08434114843375087,,,,,-0.18057393867996227,
2018-09-29,P2000 | Red FragCam (Battle-Scarred),0.086,0.086,1.0,0.088,0.069,0.113,-0.0227272727272727,0.2463768115942026,0.0829999999999999,0.0052372293656638,0.1189333333333333,0.1257462877737903,1.1025580946537363,19.0,2.7142857142857144,91.0,3.033333333333333,5,9,0.0,0.0968571428571428,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.08835714285714284,0.013362445324675605,0.08250122151174369,,,,,-0.08605521741105683,
2018-09-30,P2000 | Red FragCam (Battle-Scarred),0.125,0.125,3.0,0.086,0.081,0.11,0.4534883720930234,0.5432098765432098,0.0892857142857142,0.0154708415664924,0.1194333333333333,0.1257395942237589,1.1029549877453049,21.0,3.0,93.0,3.1,6,9,0.0,0.0965714285714285,P2000 | Red FragCam (Battle-Scarred),P2000 | Red FragCam (Battle-Scarred),0,0,1,0,0,0,,,0.08871428571428572,0.014306687900465243,0.11778303565638346,,,,,0.037974764952258856,
2018-09-15,P2000 | Turf (Field-Tested),0.074,0.074,264.0,0.078,0.077,0.073,-0.0512820512820513,-0.0389610389610389,0.0782857142857142,0.002185294077254,0.0782999999999999,0.0021158134763411,0.0383061769436373,1756.0,250.8571428571429,7157.0,238.56666666666663,5,9,0.0,0.0781428571428571,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07857142857142856,0.0024718191903717645,0.07138999608667293,,,,,0.035481302688681625,
2018-09-16,P2000 | Turf (Field-Tested),0.077,0.077,230.0,0.074,0.078,0.075,0.0405405405405405,-0.0128205128205128,0.0781428571428571,0.0022314999074019,0.0783666666666666,0.0020409692686455,0.0386767987819586,1694.0,242.0,7158.0,238.6,6,9,0.0,0.0772857142857142,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07814285714285714,0.002143223411921073,0.07417939817425151,,,,,0.026770501294953397,
2018-09-17,P2000 | Turf (Field-Tested),0.076,0.076,263.0,0.077,0.081,0.08,-0.0129870129870129,-0.0617283950617284,0.0774285714285714,0.0019897697538834,0.0782333333333333,0.0020604745947367,0.0368096780744242,1636.0,233.7142857142857,7091.0,236.36666666666667,0,9,0.0,0.0777142857142857,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07792857142857143,0.0022001498450467754,0.07325046173959267,,,,,0.004548279072731175,
2018-09-18,P2000 | Turf (Field-Tested),0.079,0.079,190.0,0.076,0.078,0.078,0.0394736842105263,0.0128205128205127,0.0775714285714285,0.0020603150145508,0.0782666666666666,0.0020645150089602,0.0372271902472603,1584.0,226.28571428571428,7070.0,235.66666666666663,1,9,0.0,0.0771428571428571,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07778571428571428,0.0020448272986535294,0.07603468627599762,,,,,0.0558939224433305,
2018-09-19,P2000 | Turf (Field-Tested),0.077,0.077,207.0,0.079,0.081,0.078,-0.0253164556962025,-0.0493827160493827,0.077,0.0015118578920369,0.0782333333333333,0.002076589083623,0.0375287304136742,1506.0,215.14285714285717,6994.0,233.13333333333333,2,9,0.0,0.0767142857142857,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.0777857142857143,0.0020448272986535294,0.07417939817425151,,,,,0.06340393579446535,
2018-09-20,P2000 | Turf (Field-Tested),0.077,0.077,138.0,0.077,0.078,0.08,0.0,-0.0128205128205128,0.0768571428571428,0.0014568627181693,0.0781333333333333,0.0020612833111653,0.037232127727983,1492.0,213.14285714285717,6856.0,228.53333333333333,3,9,0.0,0.0765714285714285,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07792857142857143,0.0018999710813299546,0.07417939817425151,,,,,0.013257082310908164,
2018-09-21,P2000 | Turf (Field-Tested),0.077,0.077,202.0,0.077,0.078,0.077,0.0,-0.0128205128205128,0.0767142857142857,0.0013850513878332,0.0781333333333333,0.0020612833111653,0.0365956390975745,1494.0,213.42857142857144,6864.0,228.8,4,9,0.0,0.0757142857142857,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07771428571428572,0.0018156825980064093,0.07417939817425151,,,,,-0.11920147148097895,
2018-09-22,P2000 | Turf (Field-Tested),0.079,0.079,260.0,0.077,0.074,0.079,0.0259740259740259,0.0675675675675675,0.0774285714285714,0.0010497813183356,0.0781333333333333,0.0020612833111653,0.0365956390975745,1490.0,212.8571428571429,6857.0,228.56666666666663,5,9,0.0,0.0757142857142857,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07785714285714286,0.0018337495365063816,0.07603468627599762,,,,,-0.09720328281612363,
2018-09-23,P2000 | Turf (Field-Tested),0.074,0.074,267.0,0.079,0.077,0.079,-0.0632911392405063,-0.0389610389610389,0.077,0.0016035674514745,0.0779666666666666,0.0021830152440043,0.0383555430507553,1527.0,218.14285714285717,6919.0,230.63333333333333,6,9,0.0,0.0762857142857142,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07757142857142858,0.0021018045621756633,0.07138999608667293,,,,,-0.09405834413111525,
2018-09-24,P2000 | Turf (Field-Tested),0.076,0.076,185.0,0.074,0.076,0.08,0.0270270270270269,0.0,0.077,0.0016035674514745,0.0778333333333333,0.002176898915634,0.0386174039499999,1449.0,207.0,6847.0,228.2333333333333,0,9,0.0,0.0758571428571428,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07721428571428571,0.001888368095985019,0.07325046173959267,,,,,-0.07183612190889302,
2018-09-25,P2000 | Turf (Field-Tested),0.073,0.073,227.0,0.076,0.079,0.077,-0.0394736842105263,-0.0759493670886076,0.0761428571428571,0.0018844151368961,0.0777,0.002340227909129,0.0386812275358026,1486.0,212.28571428571428,6843.0,228.1,1,9,0.0,0.0762857142857142,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07685714285714286,0.0021788191176076947,0.07045846364856141,,,,,-0.09442771446753953,
2018-09-26,P2000 | Turf (Field-Tested),0.076,0.076,220.0,0.073,0.077,0.079,0.0410958904109588,-0.0129870129870129,0.076,0.0018516401995451,0.0775999999999999,0.002346628787573,0.0391257503648416,1499.0,214.14285714285717,6827.0,227.56666666666663,2,9,0.0,0.0764285714285714,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.0765,0.00182924953086064,0.07325046173959267,,,,,-0.07842585917996996,
2018-09-27,P2000 | Turf (Field-Tested),0.074,0.074,179.0,0.076,0.077,0.078,-0.0263157894736841,-0.0389610389610389,0.0755714285714285,0.0019166296949998,0.0774666666666666,0.0024321915129272,0.0393431757841844,1540.0,220.0,6792.0,226.4,3,9,0.0,0.0762857142857142,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.0762142857142857,0.0018883680959850204,0.07138999608667293,,,,,-0.06904155577573301,
2018-09-28,P2000 | Turf (Field-Tested),0.076,0.076,407.0,0.074,0.077,0.081,0.0270270270270269,-0.0129870129870129,0.0754285714285714,0.0018405855323893,0.0773,0.0023544284515213,0.0390132646528667,1745.0,249.28571428571428,6938.0,231.26666666666668,4,9,0.0,0.0765714285714285,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07607142857142857,0.0018171950369175634,0.07325046173959267,,,,,-0.016039700488163437,
2018-09-29,P2000 | Turf (Field-Tested),0.08,0.08,209.0,0.076,0.079,0.075,0.0526315789473683,0.0126582278481013,0.0755714285714285,0.002128523489393,0.0774666666666666,0.0023626726862225,0.037750523934427,1694.0,242.0,6952.0,231.7333333333333,5,9,0.0,0.0772857142857142,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.0765,0.0019903613896824083,0.07696104113612832,,,,,-0.023883891876658608,
2018-09-30,P2000 | Turf (Field-Tested),0.075,0.075,227.0,0.08,0.074,0.075,-0.0625,0.0135135135135135,0.0757142857142857,0.0020503857277724,0.0774666666666666,0.0023626726862225,0.0395336717298125,1654.0,236.28571428571428,6976.0,232.53333333333333,6,9,0.0,0.0778571428571428,P2000 | Turf (Field-Tested),P2000 | Turf (Field-Tested),0,0,1,0,0,0,,,0.07635714285714286,0.002023216892329297,0.07232066157962612,,,,,-0.016387527237436812,
2018-09-15,P250 | Facets (Battle-Scarred),,1.345,0.0,1.345,1.162,0.998,0.0,0.1574870912220309,1.2404285714285714,0.090561513652887,1.2513999999999996,0.113551926447771,0.0908231272418768,1.0,0.1428571428571428,6.0,0.2,5,9,2.0,1.1185714285714283,P250 | Facets (Battle-Scarred),P250 | Facets (Battle-Scarred),0,0,0,1,1,2,,,1.2012142857142858,0.07792420239361657,0.8522854018982426,,,,,2.368950818627225,
2018-09-16,P250 | Facets (Battle-Scarred),,1.345,0.0,1.345,1.162,0.998,0.0,0.1574870912220309,1.2665714285714285,0.090561513652887,1.2629666666666663,0.1044600348884151,0.0908231272418768,1.0,0.1428571428571428,6.0,0.2,6,9,3.0,1.0777142857142856,P250 | Facets (Battle-Scarred),P250 | Facets (Battle-Scarred),0,0,0,1,1,3,,,1.2142857142857142,0.08579172326174465,0.8522854018982426,,,,,4.869037518817966,
2018-09-17,P250 | Facets (Battle-Scarred),,1.345,0.0,1.345,1.162,1.352,0.0,0.1574870912220309,1.2927142857142857,0.0826709731158305,1.2627333333333328,0.1042685421826204,0.0651541604499749,1.0,0.1428571428571428,5.0,0.1666666666666666,0,9,4.0,1.0368571428571427,P250 | Facets (Battle-Scarred),P250 | Facets (Battle-Scarred),0,0,0,1,1,4,,,1.2273571428571428,0.09099586393208897,0.8522854018982426,,,,,7.2562311522522,
