date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2018-02-15,AK-47 | Cartel (Factory New),7.089,7.089,68.0,6.896,7.014,7.131,0.0279872389791184,0.0106928999144568,7.051857142857143,0.1458388823045376,7.168000000000001,0.3784575713779992,0.0627786320272421,384.0,54.85714285714285,1723.0,57.43333333333333,3,2,0.0,7.413285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.010692899914456877,-0.006725514922236164,7.091928571428572,0.1624914029847609,2.0905051140358157,,,,0.010692899914456877,,
2018-02-16,AK-47 | Cartel (Factory New),7.04,7.04,79.0,7.089,7.09,7.255,-0.0069121173649316,-0.007052186177715,7.044714285714285,0.145017943998778,7.160833333333334,0.3787777785926143,0.0627280189963732,402.0,57.42857142857143,1744.0,58.13333333333333,4,2,0.0,7.136857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.007052186177715081,-0.014833473271760433,7.084357142857143,0.16224748766235847,2.0844290831908747,,,,-0.003789950394826472,,
2018-02-17,AK-47 | Cartel (Factory New),7.115,7.115,84.0,7.04,7.232,7.016,0.0106534090909091,-0.0161780973451327,7.0280000000000005,0.1282408448417053,7.164133333333334,0.3779318927472985,0.0624311602093285,435.0,62.142857142857146,1776.0,59.2,5,2,0.0,7.114,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.016178097345132758,-0.0274740295243302,7.069999999999999,0.14848206314879572,2.0937142009665544,,,,-0.005882944489139185,,
2018-02-18,AK-47 | Cartel (Factory New),6.886,6.886,66.0,7.115,7.243,7.156,-0.032185523541813,-0.0492889686593952,6.977000000000001,0.1006067308171492,7.155133333333334,0.3812189863524055,0.0626427131074922,447.0,63.85714285714285,1787.0,59.56666666666667,6,2,0.0,7.061857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.04928896865939525,-0.04347826086956519,7.047642857142857,0.15110546858854065,2.0650890354554354,,,,-0.010953104146532278,,
2018-02-19,AK-47 | Cartel (Factory New),6.917,6.917,59.0,6.886,6.979,7.236,0.0045018878884692,-0.0088837942398625,6.968142857142858,0.1027471634247718,7.1445,0.38325855067652,0.062616682400388,458.0,65.42857142857143,1778.0,59.266666666666666,0,2,0.0,7.028857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.00888379423986252,-0.04382084600497649,7.025,0.14464492333349813,2.0690123461892966,,,,-0.0014723142139097996,,
2018-02-20,AK-47 | Cartel (Factory New),7.043,7.043,48.0,6.917,6.834,9.039,0.0182159895908631,0.030582382206614,6.998,0.0888562241569412,7.077966666666667,0.1522043545880195,0.0425363602769987,453.0,64.71428571428571,1756.0,58.53333333333333,1,2,0.0,6.943857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.030582382206614023,0.03421439060205578,7.041642857142857,0.1307402634367709,2.084802147921932,,,,0.003633550361181864,,
2018-02-21,AK-47 | Cartel (Factory New),6.952,6.952,37.0,7.043,6.896,7.31,-0.0129206304131762,0.0081206496519721,7.005999999999999,0.0815317641869019,7.066033333333333,0.1475060413075418,0.0254294106131084,441.0,63.0,1744.0,58.13333333333333,2,2,0.0,6.905857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.008120649651972123,-0.03511450381679393,7.023571428571429,0.12372035109360525,2.073423469354273,,,,0.0006813243472176157,,
2018-02-22,AK-47 | Cartel (Factory New),6.811,6.811,61.0,6.952,7.089,7.172,-0.0202819332566167,-0.0392156862745098,6.966285714285713,0.0975612837227589,7.054,0.1529934639126784,0.0254628918908737,434.0,62.0,1748.0,58.266666666666666,3,2,0.0,6.823,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.03921568627450989,-0.02894211576846306,7.0090714285714295,0.13619525818341824,2.0555329966281604,,,,-0.00551188217222374,-0.03921568627450989,0.0
2018-02-23,AK-47 | Cartel (Factory New),6.838,6.838,58.0,6.811,7.04,6.873,0.0039641755982968,-0.0286931818181818,6.937428571428571,0.1012928669648519,7.052833333333334,0.1544953253517904,0.0243490743774215,413.0,59.0,1755.0,58.5,4,2,0.0,6.796714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.028693181818181812,-0.03554301833568407,6.991071428571429,0.14123600776752857,2.0589836997774396,,,,-0.0040295509575170585,-0.03395443404634585,0.005261252228164037
2018-02-24,AK-47 | Cartel (Factory New),6.737,6.737,65.0,6.838,7.115,7.016,-0.0147704007019596,-0.0531271960646521,6.883428571428572,0.0926203574396304,7.0435333333333325,0.1645056702839011,0.0241788025727423,394.0,56.285714285714285,1766.0,58.86666666666667,5,2,0.0,6.720142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.053127196064652105,-0.06844579646017701,6.955714285714286,0.13820911055989601,2.046014015567317,,,,-0.008764638944676108,-0.0403453547191146,-0.012781841345537504
2018-02-25,AK-47 | Cartel (Factory New),6.868,6.868,65.0,6.737,6.886,6.85,0.0194448567611698,-0.0026139994191112,6.880857142857144,0.0927630292295197,7.044133333333333,0.1638301423900851,0.0240735628033706,393.0,56.142857142857146,1767.0,58.9,6,2,0.0,6.683999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.0026139994191112237,-0.051774126743062254,6.928928571428571,0.1121259348889652,2.062803900526813,,,,-0.0004323408708453678,-0.030912515894113757,0.028298516475002533
