date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2015-11-01,AK-47 | Cartel (Factory New),3.74,3.74,377.0,3.854,3.95,4.527,-0.029579657498702616,-0.05316455696202527,3.8992857142857145,0.08601945674541024,4.184233333333332,0.22774323017136844,0.022809891485876418,2015.0,287.85714285714283,7918.0,263.93333333333334,6,11,0.0,3.857857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-02,AK-47 | Cartel (Factory New),3.658,3.658,328.0,3.74,3.961,4.477,-0.021925133689839615,-0.0764958343852562,3.8560000000000008,0.11531943213774269,4.156933333333333,0.2397818360278545,0.02297182858431231,2113.0,301.85714285714283,7917.0,263.9,0,11,0.0,3.838571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-03,AK-47 | Cartel (Factory New),3.821,3.821,281.0,3.658,3.955,4.325,0.044559868780754686,-0.0338811630847029,3.8368571428571427,0.10819879662841332,4.140133333333333,0.2450168338887941,0.024132030519489575,2173.0,310.42857142857144,7913.0,263.76666666666665,1,11,0.0,3.851,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-04,AK-47 | Cartel (Factory New),3.928,3.928,243.0,3.821,3.829,4.341,0.028003140539125893,0.025855314703577825,3.8510000000000004,0.11262707109242054,4.126366666666666,0.24494659055031212,0.02477063857919502,2145.0,306.42857142857144,7928.0,264.26666666666665,2,11,0.0,3.8368571428571427,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-05,AK-47 | Cartel (Factory New),3.899,3.899,290.0,3.928,3.986,4.394,-0.007382892057026469,-0.021826392373306636,3.8385714285714285,0.10127170969068051,4.109866666666666,0.2430271224004067,0.024618364736764257,2175.0,310.7142857142857,7966.0,265.53333333333336,3,11,0.0,3.8559999999999994,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-06,AK-47 | Cartel (Factory New),4.105,4.105,277.0,3.899,3.97,4.488,0.052834060015388706,0.03400503778337538,3.857857142857143,0.13250275314813936,4.0971,0.23266676456540447,0.026276486848325727,2143.0,306.14285714285717,7985.0,266.1666666666667,4,11,0.0,3.8992857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-07,AK-47 | Cartel (Factory New),4.153,4.153,281.0,4.105,3.854,4.472,0.01169305724725933,0.07758173326414108,3.9005714285714284,0.16785270510851139,4.086466666666666,0.22235088386501992,0.026400709158183197,2077.0,296.7142857142857,8049.0,268.3,5,11,0.0,3.9292857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-08,AK-47 | Cartel (Factory New),4.176,4.176,257.0,4.153,3.74,4.546,0.005538165181796506,0.11657754010695176,3.962857142857143,0.17733860152780256,4.074133333333333,0.20619404021993998,0.026214611500254618,1957.0,279.57142857142856,8012.0,267.06666666666666,6,11,0.0,3.9678571428571425,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-09,AK-47 | Cartel (Factory New),3.994,3.994,217.0,4.176,3.658,4.47,-0.04358237547892718,0.091853471842537,4.010857142857143,0.12651756351412644,4.0582666666666665,0.19301449571354884,0.027128530379409193,1846.0,263.7142857142857,7930.0,264.3333333333333,0,11,0.0,3.9765714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-10,AK-47 | Cartel (Factory New),3.987,3.987,207.0,3.994,3.821,4.42,-0.0017526289434151021,0.04344412457471858,4.03457142857143,0.10186385471775149,4.043833333333334,0.18125637153551932,0.02709084372809684,1772.0,253.14285714285714,7876.0,262.53333333333336,1,11,0.0,3.9694285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-11,AK-47 | Cartel (Factory New),3.962,3.962,216.0,3.987,3.928,4.388,-0.006270378730875326,0.00865580448065173,4.039428571428571,0.09737828614349756,4.029633333333333,0.17007968393929038,0.027086419707443115,1745.0,249.28571428571428,7850.0,261.6666666666667,2,11,0.0,3.990571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-12,AK-47 | Cartel (Factory New),3.961,3.961,196.0,3.962,3.899,4.421,-0.0002523977788996268,0.01590151320851496,4.048285714285714,0.0864038925804921,4.0143,0.15408896780756243,0.02702135315665025,1651.0,235.85714285714286,7830.0,261.0,3,11,0.0,4.028714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-13,AK-47 | Cartel (Factory New),4.044,4.044,238.0,3.961,4.105,4.264,0.020954304468568496,-0.014859926918392441,4.039571428571429,0.08326353539533736,4.006966666666667,0.1471077798380796,0.026675689921933733,1612.0,230.28571428571428,7860.0,262.0,4,11,0.0,4.057571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-14,AK-47 | Cartel (Factory New),4.009,4.009,245.0,4.044,4.153,4.339,-0.008654797230464695,-0.03467372983385486,4.019,0.06931913774090714,3.995966666666667,0.1335850498953964,0.026467891885552493,1576.0,225.14285714285714,7907.0,263.56666666666666,5,11,0.0,4.087571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-15,AK-47 | Cartel (Factory New),3.97,3.97,244.0,4.009,4.176,4.18,-0.009728111748565804,-0.04932950191570884,3.9895714285714283,0.027582899168336287,3.9889666666666668,0.1291878434253351,0.025733897042583952,1563.0,223.28571428571428,7888.0,262.93333333333334,6,11,0.0,4.090428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-16,AK-47 | Cartel (Factory New),4.059,4.059,197.0,3.97,3.994,4.144,0.02241813602015119,0.016274411617426043,3.998857142857143,0.036883711354272666,3.9861333333333335,0.1266640526046053,0.026044354107961604,1543.0,220.42857142857142,7763.0,258.76666666666665,0,11,0.0,4.111714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-17,AK-47 | Cartel (Factory New),4.14,4.14,195.0,4.059,3.987,4.16,0.0199556541019954,0.038374717832956984,4.020714285714286,0.06089737100990773,3.9854666666666665,0.12579685563991214,0.026290188271587942,1531.0,218.71428571428572,7658.0,255.26666666666668,1,11,0.0,4.169285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-18,AK-47 | Cartel (Factory New),4.159,4.159,205.0,4.14,3.962,4.163,0.004589371980676438,0.04972236244321038,4.048857142857143,0.07180415541383284,3.9853333333333336,0.1256105975713125,0.02630198002656508,1520.0,217.14285714285714,7661.0,255.36666666666667,2,11,0.0,4.210285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-19,AK-47 | Cartel (Factory New),4.123,4.123,196.0,4.159,3.961,4.222,-0.008655926905505984,0.04089876293865191,4.072,0.06559616713541369,3.9820333333333333,0.12054804943350268,0.026220156460953267,1520.0,217.14285714285714,7640.0,254.66666666666666,3,11,0.0,4.238714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-20,AK-47 | Cartel (Factory New),4.019,4.019,250.0,4.123,4.044,3.977,-0.025224351200582085,-0.006181998021760449,4.068428571428571,0.06767117373817318,3.9834333333333336,0.12072522059987663,0.024417991468629736,1532.0,218.85714285714286,7652.0,255.06666666666666,4,11,0.0,4.270857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-21,AK-47 | Cartel (Factory New),4.243,4.243,271.0,4.019,4.009,3.936,0.05573525752674802,0.05836867049139438,4.101857142857143,0.0855042665124772,3.993666666666667,0.12899879413734408,0.026240150884471923,1558.0,222.57142857142858,7728.0,257.6,5,11,0.0,4.308,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-22,AK-47 | Cartel (Factory New),4.158,4.158,189.0,4.243,3.97,4.031,-0.0200329955220363,0.04735516372795967,4.1287142857142864,0.06749965986308862,3.9979000000000005,0.13219867624148132,0.026243585780626126,1503.0,214.71428571428572,7630.0,254.33333333333334,6,11,0.0,4.354571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-23,AK-47 | Cartel (Factory New),4.207,4.207,188.0,4.158,4.059,4.124,0.011784511784511675,0.036462182803646215,4.149857142857144,0.065501207342043,4.000666666666667,0.13563267387404193,0.02600974044836847,1494.0,213.42857142857142,7516.0,250.53333333333333,0,11,0.0,4.406857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-24,AK-47 | Cartel (Factory New),4.192,4.192,228.0,4.207,4.14,3.95,-0.0035654860946041644,0.012560386473430052,4.157285714285715,0.06689589841305517,4.008733333333334,0.13952011404174747,0.024766052813578472,1527.0,218.14285714285714,7454.0,248.46666666666667,1,11,0.0,4.425857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-25,AK-47 | Cartel (Factory New),4.219,4.219,231.0,4.192,4.159,3.961,0.006440839694656475,0.01442654484251027,4.165857142857143,0.07032258034317607,4.017333333333334,0.14418629924125556,0.02477719040797563,1553.0,221.85714285714286,7455.0,248.5,2,11,0.0,4.457857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-26,AK-47 | Cartel (Factory New),3.618,3.618,264.0,4.219,4.123,3.955,-0.14245081772931978,-0.12248362842590355,4.093714285714286,0.20580692358596298,4.0061,0.16077797320114054,0.03592788545688781,1621.0,231.57142857142858,7498.0,249.93333333333334,3,11,0.0,4.454,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-27,AK-47 | Cartel (Factory New),3.672,3.672,327.0,3.618,4.019,3.829,0.014925373134328401,-0.08633988554366756,4.044142857142857,0.25398393007175457,4.000866666666667,0.16881187425323163,0.03562458112343849,1698.0,242.57142857142858,7554.0,251.8,4,11,0.0,4.447285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-28,AK-47 | Cartel (Factory New),3.622,3.622,327.0,3.672,4.243,3.986,-0.013616557734204893,-0.14635870846099464,3.955428571428571,0.2764891406510557,3.9887333333333332,0.18200969449149929,0.03483220236635849,1754.0,250.57142857142858,7621.0,254.03333333333333,5,11,0.0,4.433714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-29,AK-47 | Cartel (Factory New),3.44,3.44,327.0,3.622,4.158,3.97,-0.05024848150193262,-0.17267917267917277,3.852857142857143,0.3130743538209545,3.9710666666666663,0.20697985946034034,0.03587027151357608,1892.0,270.2857142857143,7639.0,254.63333333333333,6,11,0.0,4.434714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-30,AK-47 | Cartel (Factory New),3.429,3.429,279.0,3.44,4.207,3.854,-0.0031976744186046346,-0.18492987877347278,3.7417142857142855,0.30563223197904027,3.956899999999999,0.2279861618607586,0.03556546133970332,1983.0,283.2857142857143,7571.0,252.36666666666667,0,11,0.0,4.432,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-01,AUG | Colony (Battle-Scarred),0.16,0.16,31.0,0.057,0.093,0.203,1.807017543859649,0.7204301075268817,0.079,0.0347891608735496,0.2546666666666667,0.3464405993657338,3.571502935918191,161.0,23.0,696.0,23.2,6,11,0.0,0.4242857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-02,AUG | Colony (Battle-Scarred),2.225,2.225,53.0,0.16,0.09,0.153,12.90625,23.722222222222225,0.384,0.7523764255439466,0.3237333333333334,0.49428075242944897,4.1010729629502,200.0,28.571428571428573,731.0,24.366666666666667,0,11,0.0,0.41657142857142854,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-03,AUG | Colony (Battle-Scarred),0.136,0.136,21.0,2.225,0.069,0.899,-0.938876404494382,0.9710144927536231,0.3935714285714286,0.748725556651884,0.2983,0.4835393917079904,4.093973321345681,206.0,29.428571428571427,716.0,23.866666666666667,1,11,0.0,0.4042857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-04,AUG | Colony (Battle-Scarred),0.133,0.133,10.0,0.136,0.058,0.136,-0.022058823529411797,1.293103448275862,0.4042857142857143,0.7443708204701115,0.2982000000000001,0.483573255395016,4.07933720949926,183.0,26.142857142857142,701.0,23.366666666666667,2,11,0.0,0.39357142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-05,AUG | Colony (Battle-Scarred),0.144,0.144,15.0,0.133,0.058,0.088,0.08270676691729317,1.4827586206896548,0.41657142857142865,0.7392461135011335,0.3000666666666667,0.48286581526916517,4.072598643432048,179.0,25.571428571428573,708.0,23.6,3,11,0.0,0.38399999999999995,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-06,AUG | Colony (Battle-Scarred),0.115,0.115,17.0,0.144,0.061,0.675,-0.20138888888888884,0.8852459016393444,0.4242857142857144,0.7357689300095153,0.2814,0.4788181004654412,3.9824235855918833,173.0,24.714285714285715,714.0,23.8,4,11,0.0,0.079,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-07,AUG | Colony (Battle-Scarred),0.099,0.099,14.0,0.115,0.057,0.542,-0.13913043478260867,0.736842105263158,0.43028571428571444,0.7329150631525582,0.26663333333333333,0.4773824101865878,3.981597823495541,161.0,23.0,691.0,23.033333333333335,5,11,0.0,0.06942857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-08,AUG | Colony (Battle-Scarred),0.105,0.105,38.0,0.099,0.16,0.082,0.06060606060606055,-0.34375,0.42242857142857154,0.7360585879520455,0.2674000000000001,0.47710366448673047,3.9667588544274484,168.0,24.0,715.0,23.833333333333332,6,11,0.0,0.07414285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
