date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2015-11-01,AK-47 | Cartel (Factory New),3.74,3.74,377.0,3.854,3.95,4.527,-0.029579657498702616,-0.05316455696202527,3.8992857142857145,0.08601945674541024,4.184233333333332,0.22774323017136844,0.022809891485876418,2015.0,287.85714285714283,7918.0,263.93333333333334,6,11,0.0,3.857857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-11-09,AUG | Colony (Battle-Scarred),0.116,0.116,13.0,0.105,2.225,0.084,0.10476190476190483,-0.9478651685393258,0.12114285714285714,0.015578635291674954,0.2684666666666667,0.47672806597565553,3.9657433039183796,128.0,18.285714285714285,707.0,23.566666666666666,0,11,0.0,0.08014285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-10,AUG | Colony (Battle-Scarred),0.097,0.097,17.0,0.116,0.136,0.958,-0.1637931034482759,-0.2867647058823529,0.11557142857142856,0.016229225338938415,0.23976666666666668,0.45997548364619995,3.619534378575572,124.0,17.714285714285715,702.0,23.4,1,11,0.0,0.1762857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-11,AUG | Colony (Battle-Scarred),0.082,0.082,10.0,0.097,0.133,0.071,-0.15463917525773196,-0.3834586466165414,0.10828571428571428,0.018108516431418083,0.24013333333333337,0.45984517201143066,3.6069391048174992,124.0,17.714285714285715,695.0,23.166666666666668,2,11,0.0,0.18214285714285713,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-12,AUG | Colony (Battle-Scarred),0.086,0.086,21.0,0.082,0.144,0.052,0.04878048780487787,-0.4027777777777778,0.09999999999999999,0.012165525060596443,0.2412666666666667,0.4594218057031638,3.602967734397866,130.0,18.571428571428573,700.0,23.333333333333332,3,11,0.0,0.18414285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-13,AUG | Colony (Battle-Scarred),0.099,0.099,19.0,0.086,0.115,0.063,0.15116279069767447,-0.13913043478260867,0.09771428571428573,0.01052499454651078,0.2424666666666667,0.45900143306481694,3.603565926075277,132.0,18.857142857142858,698.0,23.266666666666666,4,11,0.0,0.383,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-14,AUG | Colony (Battle-Scarred),0.09,0.09,26.0,0.099,0.099,0.05,-0.09090909090909094,-0.09090909090909094,0.09642857142857142,0.010834562986204882,0.24380000000000007,0.45849822973122445,3.6020686062523275,144.0,20.571428571428573,688.0,22.933333333333334,5,11,0.0,0.3845714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-15,AUG | Colony (Battle-Scarred),0.085,0.085,19.0,0.09,0.105,0.39,-0.05555555555555547,-0.19047619047619035,0.09357142857142856,0.010834562986204882,0.2336333333333334,0.45852520711031314,3.457618244342473,125.0,17.857142857142858,688.0,22.933333333333334,6,11,0.0,0.3801428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-16,AUG | Colony (Battle-Scarred),0.078,0.078,12.0,0.085,0.116,0.059,-0.08235294117647063,-0.3275862068965517,0.08814285714285712,0.007119963311072637,0.2342666666666667,0.45829662398446225,3.446481111655114,124.0,17.714285714285715,652.0,21.733333333333334,0,11,0.0,0.4211428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-17,AUG | Colony (Battle-Scarred),0.082,0.082,18.0,0.078,0.097,0.104,0.05128205128205132,-0.15463917525773196,0.086,0.006347102826149446,0.23353333333333337,0.45852202661255975,3.450836490760096,125.0,17.857142857142858,642.0,21.4,1,11,0.0,0.32385714285714284,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-18,AUG | Colony (Battle-Scarred),0.082,0.082,17.0,0.082,0.082,1.482,0.0,0.0,0.086,0.006347102826149446,0.1868666666666667,0.3960737922267629,2.601854505301432,132.0,18.857142857142858,623.0,20.766666666666666,2,11,0.0,0.31871428571428567,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-19,AUG | Colony (Battle-Scarred),0.08,0.08,12.0,0.082,0.086,0.083,-0.024390243902439046,-0.06976744186046502,0.08514285714285715,0.006685347975312909,0.18676666666666672,0.3961003814971936,2.5890238690019625,123.0,17.571428571428573,619.0,20.633333333333333,3,11,0.0,0.31428571428571433,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-20,AUG | Colony (Battle-Scarred),0.082,0.082,20.0,0.08,0.099,0.099,0.02499999999999991,-0.1717171717171717,0.08271428571428573,0.003574284572341943,0.18620000000000003,0.396237672784067,2.590116238794126,124.0,17.714285714285715,623.0,20.766666666666666,4,11,0.0,0.1127142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-21,AUG | Colony (Battle-Scarred),0.113,0.113,22.0,0.082,0.09,0.731,0.37804878048780477,0.25555555555555554,0.08600000000000001,0.011199489784296936,0.16560000000000005,0.383229661343343,2.357953560981271,120.0,17.142857142857142,626.0,20.866666666666667,5,11,0.0,0.2347142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-22,AUG | Colony (Battle-Scarred),0.084,0.084,32.0,0.113,0.085,0.103,-0.2566371681415929,-0.0117647058823529,0.08585714285714285,0.011217697388228903,0.16496666666666668,0.3833482736218971,2.3495955188874245,133.0,19.0,644.0,21.466666666666665,6,11,0.0,0.2382857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-23,AUG | Colony (Battle-Scarred),0.086,0.086,20.0,0.084,0.078,0.09,0.023809523809523725,0.10256410256410242,0.087,0.010757057484009543,0.16483333333333333,0.38337501947252073,2.3485619605030017,141.0,20.142857142857142,643.0,21.433333333333334,0,11,0.0,0.1942857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-24,AUG | Colony (Battle-Scarred),0.096,0.096,32.0,0.086,0.082,0.093,0.11627906976744207,0.1707317073170731,0.089,0.010941402365066634,0.16493333333333338,0.38335666015981623,2.3481341282930424,155.0,22.142857142857142,639.0,21.3,1,11,0.0,0.26457142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-25,AUG | Colony (Battle-Scarred),0.102,0.102,22.0,0.096,0.082,0.09,0.0625,0.24390243902439002,0.09185714285714286,0.011344332397766754,0.1653333333333334,0.38328451863103247,2.3475609840734277,160.0,22.857142857142858,647.0,21.566666666666666,2,11,0.0,0.35200000000000004,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-26,AUG | Colony (Battle-Scarred),0.087,0.087,15.0,0.102,0.08,0.069,-0.1470588235294118,0.08749999999999991,0.09285714285714285,0.010534685179763784,0.16593333333333338,0.383147311385872,2.3467837459485756,163.0,23.285714285714285,647.0,21.566666666666666,3,11,0.0,0.35714285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-27,AUG | Colony (Battle-Scarred),0.102,0.102,20.0,0.087,0.082,0.058,0.17241379310344818,0.24390243902439002,0.09571428571428571,0.00989537100602796,0.16740000000000005,0.3828154124379007,2.3446870864677414,163.0,23.285714285714285,634.0,21.133333333333333,4,11,0.0,0.3664285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-28,AUG | Colony (Battle-Scarred),0.103,0.103,15.0,0.102,0.113,0.058,0.009803921568627416,-0.08849557522123896,0.09428571428571428,0.007795864942652714,0.16890000000000002,0.38247181595511065,2.3446240969654717,156.0,22.285714285714285,630.0,21.0,5,11,0.0,0.35800000000000004,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-29,AUG | Colony (Battle-Scarred),0.109,0.109,29.0,0.103,0.084,0.061,0.058252427184465994,0.29761904761904745,0.09785714285714285,0.007989789402348322,0.17050000000000004,0.3821173249147438,2.34458677566479,153.0,21.857142857142858,636.0,21.2,6,11,0.0,0.3678571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-30,AUG | Colony (Battle-Scarred),0.156,0.156,31.0,0.109,0.086,0.057,0.4311926605504588,0.8139534883720931,0.10785714285714286,0.020656569839908573,0.1738,0.38154994430611566,2.342589466376969,164.0,23.428571428571427,641.0,21.366666666666667,0,11,0.0,0.3851428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2015-11-01,AUG | Condemned (Factory New),0.837,0.837,32.0,1.017,1.005,1.176,-0.17699115044247782,-0.16716417910447756,0.9812857142857142,0.082786669537198,1.0929666666666666,0.08953937060806764,0.07271009816900516,215.0,30.714285714285715,840.0,28.0,6,11,0.0,0.9601428571428569,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-02,AUG | Condemned (Factory New),0.931,0.931,35.0,0.837,1.048,1.273,0.11230585424133821,-0.11164122137404575,0.9645714285714285,0.07937048235577099,1.0815666666666666,0.08764347602011738,0.07413824139266519,223.0,31.857142857142858,850.0,28.333333333333332,0,11,0.0,0.9345714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-03,AUG | Condemned (Factory New),1.017,1.017,25.0,0.931,1.035,1.177,0.09237379162191184,-0.017391304347826098,0.962,0.07731198391674383,1.0762333333333334,0.08653503465199644,0.07513307624979619,215.0,30.714285714285715,850.0,28.333333333333332,1,11,0.0,0.9371428571428572,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-04,AUG | Condemned (Factory New),0.896,0.896,40.0,1.017,1.07,1.149,-0.11897738446410999,-0.1626168224299066,0.937142857142857,0.06569067898965913,1.0677999999999999,0.09123318109839935,0.07794368193602125,234.0,33.42857142857143,871.0,29.033333333333335,2,11,0.0,0.962,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-05,AUG | Condemned (Factory New),0.966,0.966,40.0,0.896,0.984,1.183,0.078125,-0.018292682926829285,0.9345714285714285,0.06414015266331587,1.0605666666666667,0.09041153441655304,0.07914288824971932,246.0,35.142857142857146,896.0,29.866666666666667,3,11,0.0,0.9645714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-06,AUG | Condemned (Factory New),1.057,1.057,28.0,0.966,0.878,1.084,0.09420289855072461,0.20387243735763083,0.9601428571428572,0.07172253794296175,1.0596666666666665,0.09030811456096043,0.07957981095959173,237.0,33.857142857142854,894.0,29.8,4,11,0.0,0.9812857142857142,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-07,AUG | Condemned (Factory New),1.026,1.026,21.0,1.057,1.017,1.045,-0.029328287606433245,0.008849557522123908,0.9614285714285715,0.07280278083946506,1.0590333333333333,0.0904752206714941,0.0794818767639282,221.0,31.571428571428573,882.0,29.4,5,11,0.0,1.0052857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-08,AUG | Condemned (Factory New),1.018,1.018,36.0,1.026,0.837,1.128,-0.007797270955165692,0.2162485065710873,0.9872857142857141,0.053638244047412596,1.0553666666666668,0.0898326159526087,0.07820334778995096,225.0,32.142857142857146,892.0,29.733333333333334,6,11,0.0,1.022714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-09,AUG | Condemned (Factory New),1.022,1.022,31.0,1.018,0.931,1.141,0.003929273084479323,0.09774436090225569,1.0002857142857142,0.04927101229994389,1.0514,0.08858239102665946,0.07817691327138067,221.0,31.571428571428573,885.0,29.5,0,11,0.0,1.0545714285714287,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-10,AUG | Condemned (Factory New),1.008,1.008,31.0,1.022,1.017,1.126,-0.013698630136986356,-0.008849557522123797,0.999,0.04893435836476685,1.0474666666666665,0.08779891166118683,0.07817993911809663,227.0,32.42857142857143,880.0,29.333333333333332,1,11,0.0,1.0724285714285713,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-11,AUG | Condemned (Factory New),0.978,0.978,27.0,1.008,0.896,1.131,-0.029761904761904767,0.0915178571428572,1.0107142857142857,0.028368565529544875,1.0423666666666667,0.08724046589105819,0.0783475930528214,214.0,30.571428571428573,882.0,29.4,2,11,0.0,1.0725714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-12,AUG | Condemned (Factory New),1.062,1.062,30.0,0.978,0.966,1.209,0.08588957055214741,0.09937888198757783,1.0244285714285715,0.0265860175003819,1.0374666666666665,0.08169566831982109,0.07891342614959392,204.0,29.142857142857142,890.0,29.666666666666668,3,11,0.0,1.092142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2015-11-13,AUG | Condemned (Factory New),1.032,1.032,25.0,1.062,1.057,1.17,-0.02824858757062154,-0.023651844843897707,1.020857142857143,0.02346686765529267,1.0328666666666666,0.07790067750382891,0.07886402039607801,201.0,28.714285714285715,888.0,29.6,4,11,0.0,1.1044285714285713,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
