date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-09-01,AK-47 | Cartel (Factory New),5.707,5.707,68.0,5.779,5.673,6.129,-0.012458902924381343,0.005993301604089618,5.530571428571429,0.1499760525101612,5.983199999999999,0.33442820853909233,0.03486761798570822,531.0,75.85714285714286,2077.0,69.23333333333333,4,9,0.0,5.931571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-02,AK-47 | Cartel (Factory New),5.995,5.995,72.0,5.707,5.538,6.311,0.05046434203609618,0.08252076561935717,5.595857142857142,0.22144101347532627,5.972666666666667,0.32886799107781156,0.03568204739650047,516.0,73.71428571428571,2083.0,69.43333333333334,5,9,0.0,5.8582857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-03,AK-47 | Cartel (Factory New),5.879,5.879,80.0,5.995,5.326,6.253,-0.019349457881568055,0.10383026661659778,5.674857142857142,0.20939124594297395,5.9601999999999995,0.325071725418663,0.035805489889265706,513.0,73.28571428571429,2090.0,69.66666666666667,6,9,0.0,5.766285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-04,AK-47 | Cartel (Factory New),6.053,6.053,66.0,5.879,5.413,6.529,0.029596870216023197,0.11823388139663771,5.766285714285714,0.21474949811064875,5.944333333333333,0.3080949348640592,0.03528015750272683,500.0,71.42857142857143,2089.0,69.63333333333334,0,9,0.0,5.674857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-05,AK-47 | Cartel (Factory New),6.082,6.082,59.0,6.053,5.438,6.157,0.004791012720964716,0.1184258918720118,5.858285714285714,0.19104129268355596,5.941833333333332,0.3066600814510352,0.033775810395690525,491.0,70.14285714285714,2077.0,69.23333333333333,1,9,0.0,5.595857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-06,AK-47 | Cartel (Factory New),6.026,6.026,70.0,6.082,5.513,6.355,-0.009207497533705977,0.09305278432795205,5.931571428571429,0.13458280206714715,5.930866666666666,0.29743242743333964,0.03328229821882631,489.0,69.85714285714286,2080.0,69.33333333333333,2,9,0.0,5.530571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-07,AK-47 | Cartel (Factory New),5.952,5.952,60.0,6.026,5.779,6.47,-0.012280119482243612,0.029935975082194144,5.956285714285714,0.11931436781606375,5.9136,0.28016775926814513,0.033141186047933785,475.0,67.85714285714286,2065.0,68.83333333333333,3,9,0.0,5.525714285714287,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-08,AK-47 | Cartel (Factory New),5.881,5.881,65.0,5.952,5.707,6.475,-0.011928763440860135,0.030488873313474718,5.981142857142857,0.07449914394796488,5.8938,0.2600609415758801,0.03318126831171915,472.0,67.42857142857143,2070.0,69.0,4,9,0.0,5.538285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-09,AK-47 | Cartel (Factory New),6.041,6.041,63.0,5.881,5.995,6.037,0.027206257439211123,0.007673060884070049,5.9877142857142855,0.07740379150129222,5.893933333333334,0.26013534084309947,0.03130342463844377,463.0,66.14285714285714,2056.0,68.53333333333333,5,9,0.0,5.602285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-10,AK-47 | Cartel (Factory New),6.159,6.159,64.0,6.041,5.879,6.14,0.019533189869226808,0.04762714747406016,6.027714285714285,0.08303134397101276,5.894566666666666,0.2607560396658575,0.03135009421782866,447.0,63.857142857142854,2055.0,68.5,6,9,0.0,5.667428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-11,AK-47 | Cartel (Factory New),6.11,6.11,67.0,6.159,6.053,6.43,-0.00795583698652369,0.009416818106724012,6.035857142857144,0.08777150297615888,5.8839,0.2446848789770222,0.030155915100716742,448.0,64.0,2050.0,68.33333333333333,0,9,0.0,5.732428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-12,AK-47 | Cartel (Factory New),5.888,5.888,60.0,6.11,6.082,6.161,-0.0363338788870704,-0.03189740217033865,6.0081428571428575,0.09876585380358445,5.874800000000001,0.23922575112224023,0.029924374265757243,449.0,64.14285714285714,2038.0,67.93333333333334,1,9,0.0,5.813285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-13,AK-47 | Cartel (Factory New),6.024,6.024,58.0,5.888,6.026,6.112,0.02309782608695654,-0.00033189512114173425,6.007857142857143,0.09871666319237464,5.871866666666667,0.23682676275192294,0.030203828330802387,437.0,62.42857142857143,2034.0,67.8,2,9,0.0,5.853000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-14,AK-47 | Cartel (Factory New),5.777,5.777,73.0,6.024,5.952,6.285,-0.041002656042496644,-0.029401881720430123,5.982857142857143,0.1276238094349713,5.854933333333332,0.2245236339947807,0.030596446289216615,450.0,64.28571428571429,2033.0,67.76666666666667,3,9,0.0,5.8914285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-15,AK-47 | Cartel (Factory New),6.289,6.289,83.0,5.777,5.881,5.871,0.0886273152155097,0.06937595646998806,6.041142857142858,0.15747238177029055,5.868866666666665,0.2376732677905158,0.03241744502264382,468.0,66.85714285714286,2054.0,68.46666666666667,4,9,0.0,5.950857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-16,AK-47 | Cartel (Factory New),5.957,5.957,87.0,6.289,6.041,6.283,-0.052790586738750145,-0.013904982618771822,6.029142857142857,0.1602029325319506,5.858,0.2256380582555464,0.03139883372294207,492.0,70.28571428571429,2078.0,69.26666666666667,5,9,0.0,5.938000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-17,AK-47 | Cartel (Factory New),5.971,5.971,80.0,5.957,6.159,5.942,0.002350176263219872,-0.030524435785029946,6.002285714285715,0.15171563087915893,5.8589666666666655,0.22605758607536758,0.029819087736248254,508.0,72.57142857142857,2092.0,69.73333333333333,6,9,0.0,5.993857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-18,AK-47 | Cartel (Factory New),5.806,5.806,61.0,5.971,6.11,5.816,-0.027633562217384,-0.04975450081833066,5.958857142857143,0.1580446849754194,5.858633333333333,0.22612805860593438,0.02999758388063254,502.0,71.71428571428571,2062.0,68.73333333333333,0,9,0.0,6.028714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-19,AK-47 | Cartel (Factory New),6.095,6.095,67.0,5.806,5.888,5.892,0.049776093696176416,0.03515625,5.988428571428571,0.1613513089440527,5.865399999999999,0.23002892571732506,0.0312139119260811,509.0,72.71428571428571,2069.0,68.96666666666667,1,9,0.0,6.067142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-20,AK-47 | Cartel (Factory New),5.946,5.946,58.0,6.095,6.024,5.868,-0.02444626743232159,-0.01294820717131484,5.977285714285714,0.1612032561579273,5.8679999999999986,0.23048398353609448,0.03154998888892275,509.0,72.71428571428571,2067.0,68.9,2,9,0.0,6.154857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-21,AK-47 | Cartel (Factory New),6.202,6.202,59.0,5.946,5.777,5.894,0.043054154053145055,0.0735675956378743,6.037999999999999,0.15421876854465075,5.878266666666665,0.2381458843276999,0.032441961565479856,495.0,70.71428571428571,2058.0,68.6,3,9,0.0,6.183142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-22,AK-47 | Cartel (Factory New),5.852,5.852,69.0,6.202,6.289,5.961,-0.05643340857787804,-0.06948640483383672,5.975571428571428,0.1258103529045172,5.874633333333333,0.23768697669180128,0.03404778661838636,481.0,68.71428571428571,2072.0,69.06666666666666,4,9,0.0,6.148000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-23,AK-47 | Cartel (Factory New),6.032,6.032,62.0,5.852,5.957,5.867,0.030758714969241208,0.012590229981534362,5.986285714285714,0.12696086493282005,5.880133333333333,0.2393499158600692,0.03435436737629983,456.0,65.14285714285714,2074.0,69.13333333333334,5,9,0.0,6.234285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-24,AK-47 | Cartel (Factory New),5.886,5.886,69.0,6.032,5.971,5.673,-0.02420424403183019,-0.014235471445319003,5.974142857142858,0.13181418585204216,5.8872333333333335,0.2362392407896895,0.034092897071354086,445.0,63.57142857142857,2083.0,69.43333333333334,6,9,0.0,6.260714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-25,AK-47 | Cartel (Factory New),6.013,6.013,56.0,5.886,5.806,5.538,0.021576622494053677,0.03565277299345504,6.0037142857142864,0.11259372513055729,5.903066666666667,0.228079070109956,0.03392963721463058,440.0,62.857142857142854,2052.0,68.4,0,9,0.0,6.295428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-26,AK-47 | Cartel (Factory New),6.29,6.29,59.0,6.013,6.095,5.326,0.04606685514718123,0.03199343724364234,6.031571428571428,0.14973105140585244,5.9352,0.21184403067665922,0.03386076988387177,432.0,61.714285714285715,2028.0,67.6,1,9,0.0,6.294857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-27,AK-47 | Cartel (Factory New),6.068,6.068,57.0,6.29,5.946,5.413,-0.03529411764705892,0.020517995290951774,6.0489999999999995,0.14580515373999245,5.957033333333333,0.18947110304447187,0.03460222062432088,431.0,61.57142857142857,2006.0,66.86666666666666,2,9,0.0,6.308999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-28,AK-47 | Cartel (Factory New),6.022,6.022,57.0,6.068,6.202,5.438,-0.007580751483190373,-0.029022895840051577,6.023285714285714,0.13174945300587368,5.976500000000001,0.16334375817071595,0.03466897524371072,429.0,61.285714285714285,1995.0,66.5,3,9,0.0,6.325142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-29,AK-47 | Cartel (Factory New),5.992,5.992,82.0,6.022,5.852,5.513,-0.004981733643307895,0.02392344497607657,6.043285714285713,0.11360673305714923,5.992466666666667,0.13882788704803592,0.03465603827977766,442.0,63.142857142857146,2005.0,66.83333333333333,4,9,0.0,6.364285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-30,AK-47 | Cartel (Factory New),6.061,6.061,63.0,5.992,6.032,5.779,0.011515353805073403,0.004807692307692291,6.04742857142857,0.11364840158873095,6.001866666666667,0.13350074490012734,0.03368423375657373,443.0,63.285714285714285,1994.0,66.46666666666667,5,9,0.0,6.314857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-09-01,AUG | Colony (Battle-Scarred),0.391,0.391,10.0,0.288,0.398,0.342,0.35763888888888906,-0.017587939698492483,0.3917142857142856,0.04576871759405196,0.42116666666666663,0.05922560444792626,0.16655969296130116,51.0,7.285714285714286,164.0,5.466666666666667,4,9,0.0,0.3964285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-02,AUG | Colony (Battle-Scarred),0.386,0.386,7.0,0.391,0.407,0.492,-0.012787723785166238,-0.051597051597051524,0.38871428571428573,0.045354836836767436,0.4176333333333334,0.0580445135698074,0.14713664751001215,41.0,5.857142857142857,170.0,5.666666666666667,5,9,0.0,0.36557142857142855,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-03,AUG | Colony (Battle-Scarred),0.404,0.404,4.0,0.386,0.419,0.39,0.04663212435233155,-0.03579952267303088,0.38657142857142857,0.04421330485872565,0.4181,0.05787650645987542,0.14201458310821818,40.0,5.714285714285714,164.0,5.466666666666667,6,9,0.0,0.36700000000000005,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-04,AUG | Colony (Battle-Scarred),0.298,0.298,3.0,0.404,0.435,0.319,-0.2623762376237625,-0.3149425287356322,0.367,0.04855335798303319,0.4174,0.059183105697487685,0.14632778066426197,41.0,5.857142857142857,166.0,5.533333333333333,0,9,0.0,0.3865714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-05,AUG | Colony (Battle-Scarred),0.412,0.412,3.0,0.298,0.422,0.371,0.3825503355704698,-0.023696682464455,0.36557142857142855,0.047037544708933295,0.41876666666666673,0.058566021624222434,0.15881891541715124,30.0,4.285714285714286,168.0,5.6,1,9,0.0,0.3887142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-06,AUG | Colony (Battle-Scarred),0.596,0.596,51.0,0.412,0.38,0.324,0.44660194174757284,0.5684210526315789,0.3964285714285714,0.0938933393999461,0.42783333333333334,0.06399587660327985,0.1742406288614223,80.0,11.428571428571429,213.0,7.1,2,9,0.0,0.39171428571428574,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-07,AUG | Colony (Battle-Scarred),0.882,0.882,11.0,0.596,0.288,0.414,0.4798657718120807,2.0625000000000004,0.4812857142857143,0.1833534559148487,0.44343333333333335,0.103543769596351,0.1869356469695649,89.0,12.714285714285714,211.0,7.033333333333333,3,9,0.0,0.39271428571428574,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-08,AUG | Colony (Battle-Scarred),0.519,0.519,16.0,0.882,0.391,0.471,-0.41156462585034015,0.32736572890025584,0.4995714285714286,0.1797854730686843,0.44503333333333334,0.10432528722968155,0.2028712114835499,95.0,13.571428571428571,221.0,7.366666666666666,4,9,0.0,0.4078571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-09,AUG | Colony (Battle-Scarred),0.445,0.445,8.0,0.519,0.386,0.498,-0.1425818882466281,0.15284974093264259,0.508,0.1755977546228067,0.44326666666666664,0.10386110383049513,0.20492507226059078,96.0,13.714285714285714,224.0,7.466666666666667,5,9,0.0,0.41400000000000003,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-09-10,AUG | Colony (Battle-Scarred),0.475,0.475,3.0,0.445,0.404,0.481,0.0674157303370786,0.17574257425742568,0.5181428571428571,0.17129542448349167,0.44306666666666666,0.1037940053931611,0.20489304495586813,95.0,13.571428571428571,225.0,7.5,6,9,0.0,0.4087142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
