date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2016-07-01,AK-47 | Cartel (Factory New),3.194,3.194,218.0,3.192,3.215,4.133,0.0006265664160400863,-0.006531881804043516,3.2394285714285713,0.07303395911268586,3.7516000000000007,0.4034609109525563,0.044000785040253565,1493.0,213.28571428571428,5748.0,191.6,4,7,0.0,3.5092857142857135,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-12,AK-47 | Cartel (Factory New),4.244,4.244,146.0,4.117,3.673,3.757,0.03084770463930031,0.15545875306289125,4.075142857142857,0.1483542368516543,3.7625333333333333,0.45061060302167266,0.05251608242364438,1161.0,165.85714285714286,5728.0,190.93333333333334,1,7,0.0,3.632,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-13,AK-47 | Cartel (Factory New),4.244,4.244,141.0,4.244,3.897,3.848,0.0,0.08904285347703356,4.124714285714286,0.13817144038756893,3.7757333333333336,0.4586493165323105,0.052407189198417185,1138.0,162.57142857142858,5728.0,190.93333333333334,2,7,0.0,3.817285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-14,AK-47 | Cartel (Factory New),3.866,3.866,161.0,4.244,3.877,3.778,-0.08906691800188493,-0.0028372452927520886,4.123142857142858,0.14101309824818048,3.7786666666666666,0.4589357495578463,0.05492008245939801,1119.0,159.85714285714286,5748.0,191.6,3,7,0.0,4.018714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-15,AK-47 | Cartel (Factory New),3.952,3.952,152.0,3.866,4.207,3.829,0.02224521469218832,-0.060613263608271906,4.086714285714286,0.14743590790162175,3.7827666666666673,0.45991547653406434,0.05500207487921792,1103.0,157.57142857142858,5784.0,192.8,4,7,0.0,4.199857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-16,AK-47 | Cartel (Factory New),4.223,4.223,154.0,3.952,4.224,4.008,0.06857287449392713,-0.000236742424242542,4.086571428571427,0.14730324130160596,3.7899333333333334,0.4650161956558311,0.055721338659946586,1087.0,155.28571428571428,5687.0,189.56666666666666,5,7,0.0,4.266285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-17,AK-47 | Cartel (Factory New),4.052,4.052,141.0,4.223,3.96,4.483,-0.04049254084773868,0.02323232323232305,4.099714285714286,0.13931127970505905,3.7755666666666667,0.449790594486911,0.05194329742556129,1043.0,149.0,5544.0,184.8,6,7,0.0,4.270857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-18,AK-47 | Cartel (Factory New),4.012,4.012,146.0,4.052,4.117,4.673,-0.009871668311944748,-0.02550400777265005,4.084714285714285,0.14226405457630462,3.753533333333333,0.42052734618439364,0.051297517258439326,1041.0,148.71428571428572,5487.0,182.9,0,7,0.0,4.213857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-19,AK-47 | Cartel (Factory New),3.97,3.97,135.0,4.012,4.244,4.43,-0.010468594217347804,-0.06456173421300648,4.045571428571429,0.13023918342019486,3.7381999999999995,0.40362915322525117,0.05053147293716962,1030.0,147.14285714285714,5425.0,180.83333333333334,1,7,0.0,4.149857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-20,AK-47 | Cartel (Factory New),4.01,4.01,125.0,3.97,4.244,4.296,0.010075566750629594,-0.05513666352497648,4.012142857142857,0.10198379222970189,3.728666666666667,0.39359465895201823,0.0503078378937135,1014.0,144.85714285714286,5366.0,178.86666666666667,2,7,0.0,4.053714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-21,AK-47 | Cartel (Factory New),3.939,3.939,113.0,4.01,3.866,4.177,-0.017705735660847766,0.0188825659596481,4.022571428571429,0.08947123582926703,3.720733333333334,0.38681829785514993,0.05016297402279084,966.0,138.0,5299.0,176.63333333333333,3,7,0.0,3.932714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-22,AK-47 | Cartel (Factory New),3.735,3.735,118.0,3.939,3.952,3.797,-0.051789794364051844,-0.05490890688259109,3.991571428571428,0.13470905913206016,3.718666666666667,0.3865708501972467,0.04826960509820914,932.0,133.14285714285714,5220.0,174.0,4,7,0.0,3.832571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-23,AK-47 | Cartel (Factory New),3.686,3.686,136.0,3.735,4.223,3.543,-0.013119143239625153,-0.1271607861709685,3.914857142857143,0.13397486818848686,3.7234333333333334,0.3852547800554271,0.04670239766300578,914.0,130.57142857142858,5146.0,171.53333333333333,5,7,0.0,3.7848571428571427,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-24,AK-47 | Cartel (Factory New),3.647,3.647,140.0,3.686,4.052,3.215,-0.01058057514921329,-0.09995064165844025,3.8569999999999998,0.14887770628462618,3.7378333333333336,0.3738874236391959,0.04334210938866285,913.0,130.42857142857142,5027.0,167.56666666666666,6,7,0.0,3.7582857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-25,AK-47 | Cartel (Factory New),3.735,3.735,145.0,3.647,4.012,3.263,0.024129421442281362,-0.06904287138584242,3.817428571428571,0.1388985828816501,3.7535666666666665,0.36335792118638177,0.04344271904021069,912.0,130.28571428571428,4925.0,164.16666666666666,0,7,0.0,3.738857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-26,AK-47 | Cartel (Factory New),3.815,3.815,128.0,3.735,3.97,3.133,0.021419009370816644,-0.03904282115869029,3.7952857142857144,0.12441028240200623,3.7763000000000004,0.3446755140708431,0.04269943080834065,905.0,129.28571428571428,4812.0,160.4,1,7,0.0,3.7119999999999997,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-27,AK-47 | Cartel (Factory New),3.855,3.855,120.0,3.815,4.01,3.258,0.010484927916120546,-0.03865336658354113,3.7731428571428576,0.09439798510475077,3.7962000000000002,0.33114522493914955,0.04227962293539735,900.0,128.57142857142858,4712.0,157.06666666666666,2,7,0.0,3.7264285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-28,AK-47 | Cartel (Factory New),3.895,3.895,126.0,3.855,3.939,3.383,0.01037613488975353,-0.01117034780401116,3.7668571428571425,0.08404153492075657,3.8132666666666664,0.3224905097656191,0.041873151112050755,913.0,130.42857142857142,4668.0,155.6,3,7,0.0,3.722428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-29,AK-47 | Cartel (Factory New),3.966,3.966,141.0,3.895,3.735,3.253,0.01822849807445448,0.06184738955823299,3.799857142857143,0.10721197770429071,3.8370333333333333,0.30618550840226827,0.04111680920157206,936.0,133.71428571428572,4611.0,153.7,4,7,0.0,3.759571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-30,AK-47 | Cartel (Factory New),3.968,3.968,130.0,3.966,3.686,3.192,0.0005042864346949116,0.07650569723277267,3.8401428571428573,0.109810783456204,3.8629000000000002,0.2824593599086424,0.04085200658208699,930.0,132.85714285714286,4542.0,151.4,5,7,0.0,3.8222857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-31,AK-47 | Cartel (Factory New),3.88,3.88,118.0,3.968,3.647,3.194,-0.022177419354838745,0.06388812722785864,3.873428571428571,0.07647381838223585,3.885766666666666,0.2536846708459583,0.04119480596805752,908.0,129.71428571428572,4442.0,148.06666666666666,6,7,0.0,3.892285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-07-01,AUG | Colony (Battle-Scarred),0.116,0.116,3.0,0.121,0.115,0.129,-0.04132231404958675,0.008695652173912993,0.13999999999999999,0.05717891719356508,0.1338666666666667,0.029676852184077,0.3425192658521255,71.0,10.142857142857142,224.0,7.466666666666667,4,7,0.0,0.11214285714285713,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-02,AUG | Colony (Battle-Scarred),0.113,0.113,6.0,0.116,0.141,0.124,-0.025862068965517238,-0.1985815602836879,0.13599999999999998,0.057943322060687655,0.13350000000000006,0.02986385775481795,0.3424342200969367,66.0,9.428571428571429,223.0,7.433333333333334,5,7,0.0,0.11157142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-03,AUG | Colony (Battle-Scarred),0.116,0.116,6.0,0.113,0.103,0.161,0.026548672566371723,0.12621359223300987,0.13785714285714284,0.057057436153477525,0.13200000000000003,0.02957363690857112,0.33894078824552953,58.0,8.285714285714286,224.0,7.466666666666667,6,7,0.0,0.113,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-04,AUG | Colony (Battle-Scarred),0.116,0.116,4.0,0.116,0.103,0.135,0.0,0.12621359223300987,0.1397142857142857,0.05609612740826306,0.13136666666666671,0.029705760758179926,0.3371888151627549,49.0,7.0,225.0,7.5,0,7,0.0,0.13971428571428574,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-05,AUG | Colony (Battle-Scarred),0.09,0.09,7.0,0.116,0.277,0.148,-0.22413793103448287,-0.6750902527075813,0.11299999999999999,0.009680613912055666,0.12943333333333337,0.030438663279162285,0.3400451954381817,36.0,5.142857142857143,224.0,7.466666666666667,1,7,0.0,0.13785714285714284,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-06,AUG | Colony (Battle-Scarred),0.109,0.109,7.0,0.09,0.119,0.133,0.21111111111111125,-0.08403361344537807,0.11157142857142856,0.009424241429983226,0.12863333333333338,0.030649071039030786,0.3409133422112303,39.0,5.571428571428571,222.0,7.4,2,7,0.0,0.13599999999999998,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-07,AUG | Colony (Battle-Scarred),0.125,0.125,3.0,0.109,0.121,0.135,0.14678899082568808,0.03305785123966953,0.11214285714285714,0.010077252622027659,0.12830000000000005,0.030632390264772578,0.3415183911317258,36.0,5.142857142857143,221.0,7.366666666666666,3,7,0.0,0.13999999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-08,AUG | Colony (Battle-Scarred),0.118,0.118,5.0,0.125,0.116,0.13,-0.05600000000000005,0.01724137931034475,0.11242857142857143,0.010210039077260365,0.12790000000000004,0.030685881661333007,0.3416706858975666,38.0,5.428571428571429,221.0,7.366666666666666,4,7,0.0,0.13985714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-09,AUG | Colony (Battle-Scarred),,0.118,0.0,0.118,0.113,0.118,0.0,0.044247787610619316,0.11314285714285714,0.01039819450575877,0.12790000000000004,0.03068588166133301,0.3409209654716283,32.0,4.571428571428571,218.0,7.266666666666667,5,7,1.0,0.14142857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-10,AUG | Colony (Battle-Scarred),0.096,0.096,6.0,0.118,0.116,0.122,-0.18644067796610164,-0.1724137931034483,0.11028571428571429,0.011864885595912065,0.12703333333333336,0.03120308033227204,0.34330703257953005,32.0,4.571428571428571,217.0,7.233333333333333,6,7,0.0,0.144,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-11,AUG | Colony (Battle-Scarred),0.091,0.091,5.0,0.096,0.116,0.125,-0.05208333333333337,-0.2155172413793104,0.10671428571428572,0.013284946214357336,0.1259,0.03186675383530616,0.3436319734465325,33.0,4.714285714285714,213.0,7.1,0,7,0.0,0.12214285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-12,AUG | Colony (Battle-Scarred),0.088,0.088,10.0,0.091,0.09,0.144,-0.03296703296703296,-0.022222222222222254,0.10642857142857141,0.013657621031676708,0.12403333333333336,0.032387737734450604,0.34302219569626147,36.0,5.142857142857143,216.0,7.2,1,7,0.0,0.12628571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-13,AUG | Colony (Battle-Scarred),0.101,0.101,5.0,0.088,0.109,0.15,0.14772727272727293,-0.07339449541284393,0.10528571428571427,0.013729158601981671,0.12240000000000001,0.03227238241386382,0.34374752917279167,34.0,4.857142857142857,213.0,7.1,2,7,0.0,0.129,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-14,AUG | Colony (Battle-Scarred),0.078,0.078,9.0,0.101,0.125,0.142,-0.22772277227722781,-0.376,0.09857142857142855,0.013937176828869741,0.12026666666666666,0.03301306138821758,0.3465036547917627,40.0,5.714285714285714,219.0,7.3,3,7,0.0,0.12457142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-15,AUG | Colony (Battle-Scarred),0.085,0.085,6.0,0.078,0.118,0.136,0.08974358974358987,-0.27966101694915246,0.09385714285714285,0.012016994768464623,0.11856666666666667,0.033469073618624244,0.3465207234276077,41.0,5.857142857142857,220.0,7.333333333333333,4,7,0.0,0.12571428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-16,AUG | Colony (Battle-Scarred),0.09,0.09,2.0,0.085,0.118,0.138,0.0588235294117645,-0.23728813559322037,0.08985714285714286,0.006874976808866267,0.11696666666666666,0.033648658550114924,0.3465692217479657,43.0,6.142857142857143,220.0,7.333333333333333,5,7,0.0,0.12657142857142858,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-17,AUG | Colony (Battle-Scarred),0.09,0.09,7.0,0.09,0.096,0.123,0.0,-0.0625,0.089,0.006414269805898187,0.11586666666666665,0.033971295072294336,0.34570847598734705,44.0,6.285714285714286,220.0,7.333333333333333,6,7,0.0,0.12642857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-18,AUG | Colony (Battle-Scarred),0.079,0.079,7.0,0.09,0.091,0.11,-0.12222222222222223,-0.13186813186813184,0.08728571428571429,0.007205440121667711,0.11483333333333333,0.03459969492479507,0.3459369328007108,46.0,6.571428571428571,220.0,7.333333333333333,0,7,0.0,0.129,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-19,AUG | Colony (Battle-Scarred),0.083,0.083,6.0,0.079,0.088,0.122,0.05063291139240511,-0.05681818181818177,0.08657142857142855,0.007345691504104253,0.11353333333333333,0.03503591807781774,0.3456456344622248,42.0,6.0,218.0,7.266666666666667,1,7,0.0,0.1315714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-20,AUG | Colony (Battle-Scarred),0.09,0.09,6.0,0.083,0.101,0.132,0.0843373493975903,-0.10891089108910901,0.08499999999999999,0.0048403069560278315,0.11213333333333335,0.035109099801744974,0.34565841542907794,43.0,6.142857142857143,219.0,7.3,2,7,0.0,0.13471428571428573,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-21,AUG | Colony (Battle-Scarred),0.09,0.09,9.0,0.09,0.078,0.124,0.0,0.15384615384615374,0.08671428571428572,0.0041305235128002715,0.111,0.03525620512760839,0.3453158335377352,43.0,6.142857142857143,214.0,7.133333333333334,3,7,0.0,0.13685714285714287,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-22,AUG | Colony (Battle-Scarred),0.101,0.101,4.0,0.09,0.085,0.137,0.12222222222222223,0.18823529411764706,0.089,0.006369570517030845,0.1098,0.034962265372827324,0.34545666982328693,41.0,5.857142857142857,211.0,7.033333333333333,4,7,0.0,0.13671428571428573,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-23,AUG | Colony (Battle-Scarred),0.099,0.099,5.0,0.101,0.09,0.132,-0.01980198019801982,0.10000000000000009,0.09028571428571427,0.007284313590846836,0.1087,0.03476506867532408,0.3453627429407607,44.0,6.285714285714286,203.0,6.766666666666667,5,7,0.0,0.13385714285714287,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-24,AUG | Colony (Battle-Scarred),0.081,0.081,7.0,0.099,0.09,0.115,-0.18181818181818188,-0.09999999999999998,0.08899999999999998,0.00798212288268514,0.10756666666666667,0.03509385827874857,0.34630756785775935,44.0,6.285714285714286,203.0,6.766666666666667,6,7,0.0,0.13299999999999998,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-25,AUG | Colony (Battle-Scarred),0.097,0.097,8.0,0.081,0.079,0.141,0.19753086419753085,0.2278481012658229,0.09157142857142855,0.00720827189231021,0.1061,0.034581642528948804,0.34580249010561903,45.0,6.428571428571429,200.0,6.666666666666667,0,7,0.0,0.13199999999999998,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-26,AUG | Colony (Battle-Scarred),0.103,0.103,12.0,0.097,0.083,0.103,0.061855670103092786,0.24096385542168663,0.09442857142857143,0.007208271892310209,0.10610000000000001,0.034581642528948804,0.3413966713424732,51.0,7.285714285714286,198.0,6.6,1,7,0.0,0.1295714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-27,AUG | Colony (Battle-Scarred),0.141,0.141,6.0,0.103,0.09,0.103,0.3689320388349513,0.5666666666666667,0.10171428571428573,0.017490522214815046,0.10736666666666667,0.035136385066701956,0.3463874484170274,51.0,7.285714285714286,191.0,6.366666666666666,2,7,0.0,0.13014285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-28,AUG | Colony (Battle-Scarred),0.102,0.102,7.0,0.141,0.09,0.277,-0.276595744680851,0.1333333333333333,0.10342857142857143,0.016834124720401734,0.10153333333333334,0.015566488221675289,0.17263990596394388,49.0,7.0,178.0,5.933333333333334,3,7,0.0,0.1315714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-29,AUG | Colony (Battle-Scarred),0.109,0.109,2.0,0.102,0.101,0.119,0.06862745098039214,0.07920792079207906,0.10457142857142857,0.01690187768822609,0.1012,0.015293571634295677,0.1388504668864729,47.0,6.714285714285714,176.0,5.866666666666666,4,7,0.0,0.13714285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-30,AUG | Colony (Battle-Scarred),0.109,0.109,4.0,0.109,0.099,0.121,0.0,0.101010101010101,0.10599999999999998,0.016792855623746657,0.10080000000000001,0.014922913031085228,0.13884296342283076,46.0,6.571428571428571,174.0,5.8,5,7,0.0,0.138,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-31,AUG | Colony (Battle-Scarred),0.156,0.156,2.0,0.109,0.081,0.116,0.4311926605504588,0.9259259259259258,0.1167142857142857,0.020858121307773522,0.10213333333333337,0.01774210309467911,0.15802731976861153,41.0,5.857142857142857,173.0,5.766666666666667,6,7,0.0,0.13785714285714287,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-07-01,AUG | Condemned (Factory New),0.449,0.449,14.0,0.491,0.427,0.639,-0.08553971486761702,0.051522248243559776,0.5078571428571429,0.04225578091111514,0.6396999999999999,0.18949549686821937,0.23308216036787377,178.0,25.428571428571427,660.0,22.0,4,7,0.0,0.47571428571428565,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-02,AUG | Condemned (Factory New),0.455,0.455,20.0,0.449,0.467,0.695,0.013363028953229383,-0.025695931477516032,0.5061428571428571,0.04408248298499585,0.6317,0.19204099388758988,0.2326730071729893,160.0,22.857142857142858,657.0,21.9,5,7,0.0,0.46099999999999997,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-03,AUG | Condemned (Factory New),0.441,0.441,22.0,0.455,0.494,0.619,-0.03076923076923077,-0.10728744939271251,0.49857142857142855,0.04971018045447357,0.6257666666666667,0.19506762645013365,0.23174634684990214,153.0,21.857142857142858,657.0,21.9,6,7,0.0,0.46171428571428574,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-04,AUG | Condemned (Factory New),0.395,0.395,26.0,0.441,0.572,0.694,-0.10430839002267567,-0.30944055944055937,0.47328571428571425,0.05093052490743581,0.6157999999999999,0.1989270217944259,0.23178560569276704,146.0,20.857142857142858,657.0,21.9,0,7,0.0,0.47328571428571437,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-05,AUG | Condemned (Factory New),0.477,0.477,34.0,0.395,0.558,0.627,0.20759493670886076,-0.14516129032258074,0.46171428571428574,0.037904821727638836,0.6107999999999999,0.2004618666978835,0.23372721229788596,156.0,22.285714285714285,670.0,22.333333333333332,1,7,0.0,0.4985714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-06,AUG | Condemned (Factory New),0.519,0.519,22.0,0.477,0.524,0.688,0.08805031446540879,-0.009541984732824416,0.46099999999999997,0.03675400852773942,0.6051666666666665,0.20058781673427284,0.23362599604528636,155.0,22.142857142857142,673.0,22.433333333333334,2,7,0.0,0.5061428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-07,AUG | Condemned (Factory New),0.594,0.594,23.0,0.519,0.491,0.709,0.1445086705202312,0.20977596741344184,0.4757142857142857,0.0594371559733815,0.6013333333333332,0.1996636059865582,0.23476014209970186,161.0,23.0,680.0,22.666666666666668,3,7,0.0,0.5078571428571429,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-08,AUG | Condemned (Factory New),0.557,0.557,19.0,0.594,0.449,0.602,-0.06228956228956217,0.24053452115812934,0.4911428571428571,0.06431713517835679,0.5998333333333331,0.19982193462069062,0.2331490115877164,166.0,23.714285714285715,678.0,22.6,4,7,0.0,0.5047142857142858,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-09,AUG | Condemned (Factory New),0.588,0.588,18.0,0.557,0.455,0.682,0.055655296229802254,0.29230769230769216,0.5101428571428571,0.07020872670916663,0.5967,0.1992451003161684,0.23234045900197725,164.0,23.428571428571427,682.0,22.733333333333334,5,7,0.0,0.5078571428571428,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-10,AUG | Condemned (Factory New),0.642,0.642,13.0,0.588,0.441,0.661,0.09183673469387754,0.45578231292517013,0.5388571428571428,0.07684758304857846,0.5960666666666666,0.1990698258289175,0.2324915232380832,155.0,22.142857142857142,680.0,22.666666666666668,6,7,0.0,0.5105714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-07-11,AUG | Condemned (Factory New),0.625,0.625,18.0,0.642,0.395,0.662,-0.026479750778816258,0.5822784810126582,0.5717142857142857,0.05412608107983826,0.5948333333333333,0.1987719100432006,0.23263593712278244,147.0,21.0,673.0,22.433333333333334,0,7,0.0,0.5171428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
