date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2015-04-01,AK-47 | Cartel (Factory New),7.764,7.764,260.0,7.982,7.653,8.802,-0.02731145076421948,0.014504116032928449,7.702857142857143,0.16053965115147342,8.071566666666666,0.49027493533957267,0.03212571918978856,1646.0,235.14285714285714,6222.0,207.4,2,4,0.0,7.7854285714285725,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-02,AK-47 | Cartel (Factory New),7.467,7.467,244.0,7.764,7.578,9.346,-0.038253477588871765,-0.014647664291369877,7.687,0.17675244997291736,8.008933333333335,0.44101087918049775,0.03029847514250083,1664.0,237.71428571428572,6281.0,209.36666666666667,3,4,0.0,7.7744285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-03,AK-47 | Cartel (Factory New),7.848,7.848,233.0,7.467,7.491,9.372,0.051024507834471766,0.04765718862635171,7.7379999999999995,0.1638762599384933,7.958133333333334,0.3617203093858876,0.032006636238696144,1659.0,237.0,6344.0,211.46666666666667,4,4,0.0,7.7981428571428575,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-04,AK-47 | Cartel (Factory New),7.966,7.966,271.0,7.848,7.545,8.928,0.015035677879714715,0.055798542080848224,7.7981428571428575,0.15919568243555635,7.926066666666666,0.3137844199800592,0.031228518517908022,1636.0,233.71428571428572,6437.0,214.56666666666666,5,4,0.0,7.738,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-05,AK-47 | Cartel (Factory New),7.641,7.641,265.0,7.966,7.807,8.576,-0.040798393170976666,-0.021262969130267706,7.7744285714285715,0.16821827414137291,7.894900000000001,0.29345804356557215,0.03128233908658273,1675.0,239.28571428571428,6504.0,216.8,6,4,0.0,7.687,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-06,AK-47 | Cartel (Factory New),7.83,7.83,275.0,7.641,7.753,8.469,0.02473498233215543,0.009931639365406975,7.785428571428571,0.16897324990563894,7.873600000000001,0.2735287431575214,0.031631633883338804,1748.0,249.71428571428572,6559.0,218.63333333333333,0,4,0.0,7.702857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-07,AK-47 | Cartel (Factory New),8.369,8.369,256.0,7.83,7.982,8.295,0.06883780332056189,0.04848408920070146,7.840714285714285,0.26196603612230474,7.876066666666667,0.27762083655390285,0.03388413321100339,1804.0,257.7142857142857,6603.0,220.1,1,4,0.0,7.687,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-08,AK-47 | Cartel (Factory New),8.266,8.266,212.0,8.369,7.764,8.338,-0.012307324650495888,0.06465739309634211,7.9124285714285705,0.29745725125895084,7.873666666666666,0.27390342985966576,0.03395530664923059,1756.0,250.85714285714286,6631.0,221.03333333333333,2,4,0.0,7.626714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-09,AK-47 | Cartel (Factory New),8.075,8.075,240.0,8.266,7.467,8.114,-0.023106702153399605,0.08142493638676851,7.999285714285713,0.23742049152488573,7.872366666666666,0.27285020106685315,0.033861703072604284,1752.0,250.28571428571428,6707.0,223.56666666666666,3,4,0.0,7.627000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-10,AK-47 | Cartel (Factory New),8.59,8.59,246.0,8.075,7.848,7.951,0.06377708978328189,0.09454638124362891,8.105285714285714,0.30283975691336645,7.8936666666666655,0.3015858455269779,0.03547709826479196,1765.0,252.14285714285714,6784.0,226.13333333333333,4,4,0.0,7.631142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-11,AK-47 | Cartel (Factory New),8.111,8.111,243.0,8.59,7.966,7.732,-0.055762514551804365,0.018202360030128206,8.126000000000001,0.2975163861033539,7.9063,0.3024858288691664,0.03663516479947302,1737.0,248.14285714285714,6862.0,228.73333333333332,5,4,0.0,7.71,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-12,AK-47 | Cartel (Factory New),7.545,7.545,256.0,8.111,7.641,8.013,-0.06978177783257311,-0.012563800549666326,8.112285714285715,0.3208540897959312,7.8907,0.30858722699856944,0.038261671052492924,1728.0,246.85714285714286,6906.0,230.2,6,4,0.0,7.8268571428571425,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-13,AK-47 | Cartel (Factory New),7.347,7.347,229.0,7.545,7.83,8.381,-0.02624254473161025,-0.06168582375478926,8.043285714285714,0.4128786450159465,7.856233333333335,0.3096427708756584,0.03747946146885297,1682.0,240.28571428571428,6892.0,229.73333333333332,0,4,0.0,7.907428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-14,AK-47 | Cartel (Factory New),6.955,6.955,200.0,7.347,8.369,8.296,-0.05335511092963119,-0.16895686461942883,7.841285714285715,0.5326389059030823,7.811533333333334,0.3383904779327508,0.03851636288973605,1626.0,232.28571428571428,6851.0,228.36666666666667,1,4,0.0,7.952,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-15,AK-47 | Cartel (Factory New),6.936,6.936,186.0,6.955,8.266,7.598,-0.0027318475916606744,-0.16090007258649897,7.651285714285714,0.582162155683624,7.789466666666668,0.37155517610294275,0.035611690045881425,1600.0,228.57142857142858,6830.0,227.66666666666666,2,4,0.0,7.9435714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-04-16,AK-47 | Cartel (Factory New),6.071,6.071,393.0,6.936,8.075,7.501,-0.12471164936562862,-0.24817337461300304,7.365,0.7668527517438684,7.7418,0.4810872685906373,0.041825107105189656,1753.0,250.42857142857142,7023.0,234.1,3,4,0.0,7.921142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
