date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-03-01,AK-47 | Cartel (Factory New),5.673,5.673,89.0,5.681,5.639,5.561,-0.0014082027812004627,0.006029437843589225,5.760142857142857,0.09771595654377686,5.716833333333335,0.15142348636265854,0.026177944739266254,630.0,90.0,2876.0,95.86666666666666,2,3,0.0,5.787857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-12,AK-47 | Cartel (Factory New),6.054,6.054,85.0,5.798,5.904,5.741,0.044153156260779536,0.025406504065040636,5.796,0.12084937496144305,5.754566666666666,0.16632572126870693,0.0288239718577837,586.0,83.71428571428571,2740.0,91.33333333333333,6,3,0.0,5.578285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-13,AK-47 | Cartel (Factory New),5.743,5.743,80.0,6.054,5.619,5.845,-0.05137099438387838,0.022067983626979926,5.813714285714286,0.10107665307042166,5.751166666666666,0.16548274498837914,0.030209841641754984,587.0,83.85714285714286,2698.0,89.93333333333334,0,3,0.0,5.557857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-14,AK-47 | Cartel (Factory New),5.736,5.736,93.0,5.743,5.803,5.808,-0.001218875152359522,-0.011545752197139492,5.804142857142858,0.10474380796076906,5.748766666666667,0.16516288593049264,0.03018877090022189,597.0,85.28571428571429,2683.0,89.43333333333334,1,3,0.0,5.543428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-15,AK-47 | Cartel (Factory New),5.711,5.711,92.0,5.736,5.787,5.886,-0.004358437935843673,-0.013132884050457871,5.793285714285714,0.10977602429585477,5.742933333333334,0.16329277047343194,0.030094608235523543,608.0,86.85714285714286,2674.0,89.13333333333334,2,3,0.0,5.579571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-16,AK-47 | Cartel (Factory New),5.865,5.865,150.0,5.711,5.734,6.089,0.026965505165470027,0.02284618067666555,5.812,0.10923892555835062,5.7354666666666665,0.15203085944051703,0.02983181333056938,682.0,97.42857142857143,2740.0,91.33333333333333,3,3,0.0,5.666428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-17,AK-47 | Cartel (Factory New),6.129,6.129,105.0,5.865,5.777,5.892,0.04501278772378514,0.06093127921066288,5.862285714285714,0.15357428568770803,5.743366666666666,0.16551887774175156,0.03033233782879999,706.0,100.85714285714286,2769.0,92.3,4,3,0.0,5.756714285714287,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-18,AK-47 | Cartel (Factory New),6.113,6.113,107.0,6.129,5.798,5.556,-0.0026105400554737868,0.054329078992756186,5.907285714285714,0.1730587961901258,5.761933333333333,0.17445876940475719,0.02832185777255163,712.0,101.71428571428571,2795.0,93.16666666666667,5,3,0.0,5.785714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-19,AK-47 | Cartel (Factory New),5.941,5.941,99.0,6.113,6.054,5.616,-0.02813675772942914,-0.018665345226296703,5.8911428571428575,0.16363411150789914,5.772766666666667,0.17514978034686648,0.028849181466438088,726.0,103.71428571428571,2801.0,93.36666666666666,6,3,0.0,5.813142857142856,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-20,AK-47 | Cartel (Factory New),5.72,5.72,100.0,5.941,5.743,5.653,-0.03719912472647702,-0.004004875500609573,5.8878571428571425,0.16677652161879772,5.775,0.1740319893965858,0.029690537147522563,746.0,106.57142857142857,2810.0,93.66666666666667,0,3,0.0,5.831,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-21,AK-47 | Cartel (Factory New),6.05,6.05,105.0,5.72,5.736,5.605,0.05769230769230771,0.05474198047419798,5.932714285714285,0.1620605832800228,5.789833333333334,0.17783308341125836,0.03132908294700099,758.0,108.28571428571429,2814.0,93.8,1,3,0.0,5.858285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-22,AK-47 | Cartel (Factory New),5.957,5.957,97.0,6.05,5.711,5.254,-0.015371900826446239,0.04307476799159504,5.9678571428571425,0.1345005879662439,5.813266666666667,0.14978783513875735,0.029096414371178072,763.0,109.0,2799.0,93.3,2,3,0.0,5.831,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-23,AK-47 | Cartel (Factory New),5.786,5.786,88.0,5.957,5.865,5.481,-0.02870572435789831,-0.013469735720375242,5.956571428571428,0.14552059956569452,5.823433333333333,0.13666667073170727,0.0287791530975226,701.0,100.14285714285714,2794.0,93.13333333333334,3,3,0.0,5.764571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-24,AK-47 | Cartel (Factory New),5.642,5.642,104.0,5.786,6.129,5.639,-0.024887659868648382,-0.07945831293848904,5.8870000000000005,0.1619417884832166,5.823533333333333,0.1365327148423491,0.028739076539924843,700.0,100.0,2813.0,93.76666666666667,4,3,0.0,5.718142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-25,AK-47 | Cartel (Factory New),5.739,5.739,109.0,5.642,6.113,5.657,0.01719248493442027,-0.06118108948143308,5.833571428571429,0.13857525767905432,5.826266666666667,0.13396813883241876,0.028893387910524346,702.0,100.28571428571429,2838.0,94.6,5,3,0.0,5.701142857142856,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-26,AK-47 | Cartel (Factory New),5.565,5.565,120.0,5.739,5.941,5.759,-0.030318870883429105,-0.06328900858441333,5.779857142857142,0.158030221857745,5.819800000000001,0.1415279477700429,0.029239134094829717,723.0,103.28571428571429,2868.0,95.6,6,3,0.0,5.678142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-27,AK-47 | Cartel (Factory New),5.558,5.558,86.0,5.565,5.72,5.903,-0.0012578616352202365,-0.028321678321678312,5.756714285714286,0.17594781229973044,5.8083,0.14816143222849865,0.028846527176891106,709.0,101.28571428571429,2853.0,95.1,0,3,0.0,5.689571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-28,AK-47 | Cartel (Factory New),5.484,5.484,81.0,5.558,6.05,5.741,-0.013314141777617805,-0.09355371900826448,5.675857142857143,0.15085227264865872,5.799733333333334,0.15884939058393927,0.028534216256201356,685.0,97.85714285714286,2849.0,94.96666666666667,1,3,0.0,5.686857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-29,AK-47 | Cartel (Factory New),5.507,5.507,75.0,5.484,5.957,5.907,0.004194018964259527,-0.07554137988920606,5.611571428571429,0.10679601001489722,5.7864,0.16591636447318872,0.028007072889863874,663.0,94.71428571428571,2833.0,94.43333333333334,2,3,0.0,5.695428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-30,AK-47 | Cartel (Factory New),5.233,5.233,76.0,5.507,5.786,5.681,-0.049754857454149315,-0.09557552713446249,5.532571428571428,0.14591666618103566,5.771466666666667,0.1927260116215649,0.028574205091211786,651.0,93.0,2819.0,93.96666666666667,3,3,0.0,5.721000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-31,AK-47 | Cartel (Factory New),5.493,5.493,117.0,5.233,5.642,5.673,0.04968469329256653,-0.026409074796171605,5.511285714285714,0.13911014575889585,5.765466666666667,0.1984160163786068,0.030062049801900217,664.0,94.85714285714286,2847.0,94.9,4,3,0.0,5.721000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-03-01,AUG | Colony (Battle-Scarred),0.1,0.1,1.0,0.092,0.095,0.077,0.0869565217391306,0.05263157894736836,0.09128571428571429,0.006157789160643516,0.0871,0.009078729720249047,0.12476174790383204,54.0,7.714285714285714,222.0,7.4,2,3,0.0,0.16885714285714287,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-02,AUG | Colony (Battle-Scarred),0.102,0.102,7.0,0.1,0.088,0.074,0.019999999999999796,0.15909090909090917,0.09328571428571428,0.006983946606617322,0.08803333333333334,0.0091231695272105,0.1243465720279255,52.0,7.428571428571429,225.0,7.5,3,3,0.0,0.16757142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-03,AUG | Colony (Battle-Scarred),0.088,0.088,4.0,0.102,0.082,0.073,-0.13725490196078427,0.07317073170731692,0.09414285714285713,0.00581693516328638,0.08853333333333334,0.008686131986614578,0.12733375865135532,50.0,7.142857142857143,222.0,7.4,4,3,0.0,0.1692857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-04,AUG | Colony (Battle-Scarred),0.615,0.615,12.0,0.088,0.094,0.107,5.988636363636364,5.542553191489362,0.16857142857142857,0.1823464968074769,0.10546666666666668,0.09495393034987487,1.0795880247151897,53.0,7.571428571428571,228.0,7.6,5,3,0.0,0.16857142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-05,AUG | Colony (Battle-Scarred),0.09,0.09,7.0,0.615,0.085,0.087,-0.8536585365853658,0.0588235294117645,0.1692857142857143,0.1820272462225008,0.10556666666666666,0.09493600768704967,1.0940449377556292,54.0,7.714285714285714,228.0,7.6,6,3,0.0,0.09414285714285713,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-06,AUG | Colony (Battle-Scarred),0.086,0.086,20.0,0.09,0.098,0.073,-0.04444444444444451,-0.12244897959183687,0.16757142857142857,0.18274561330897512,0.10600000000000001,0.09481596208796632,1.0930501811240128,70.0,10.0,238.0,7.933333333333334,0,3,0.0,0.09328571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-07,AUG | Colony (Battle-Scarred),0.101,0.101,6.0,0.086,0.092,0.074,0.17441860465116288,0.09782608695652173,0.16885714285714284,0.18224036605650287,0.10690000000000001,0.09463591636723695,1.0926184759535018,57.0,8.142857142857142,229.0,7.633333333333334,1,3,0.0,0.09128571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-08,AUG | Colony (Battle-Scarred),0.067,0.067,3.0,0.101,0.1,0.077,-0.3366336633663366,-0.32999999999999996,0.16414285714285712,0.1843749507090906,0.10656666666666666,0.09475817760078664,1.0963696824626603,59.0,8.428571428571429,223.0,7.433333333333334,2,3,0.0,0.09057142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-09,AUG | Colony (Battle-Scarred),0.096,0.096,5.0,0.067,0.102,0.081,0.4328358208955223,-0.05882352941176461,0.16328571428571428,0.18467555665136032,0.10706666666666667,0.09466147873108446,1.0971084413250414,57.0,8.142857142857142,218.0,7.266666666666667,3,3,0.0,0.08942857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-10,AUG | Colony (Battle-Scarred),0.098,0.098,8.0,0.096,0.088,0.09,0.02083333333333326,0.11363636363636376,0.16471428571428573,0.1841255117620387,0.10733333333333334,0.09462428628822284,1.0974305397936452,61.0,8.714285714285714,220.0,7.333333333333333,4,3,0.0,0.08614285714285712,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-11,AUG | Colony (Battle-Scarred),0.097,0.097,14.0,0.098,0.615,0.099,-0.010204081632653073,-0.8422764227642277,0.09071428571428572,0.010766539246523871,0.10726666666666666,0.09463083829046194,1.0978829395553191,63.0,9.0,230.0,7.666666666666667,5,3,0.0,0.08514285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-12,AUG | Colony (Battle-Scarred),0.105,0.105,14.0,0.097,0.09,0.1,0.08247422680412364,0.16666666666666674,0.09285714285714285,0.011849395059044412,0.10743333333333334,0.09462229593964039,1.0975903008693815,70.0,10.0,238.0,7.933333333333334,6,3,0.0,0.08457142857142856,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-13,AUG | Colony (Battle-Scarred),0.106,0.106,7.0,0.105,0.086,0.09,0.00952380952380949,0.2325581395348837,0.09571428571428571,0.012255777479729836,0.10796666666666667,0.09456760662204698,1.0968326088101747,57.0,8.142857142857142,232.0,7.733333333333333,0,3,0.0,0.08585714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-14,AUG | Colony (Battle-Scarred),0.086,0.086,7.0,0.106,0.101,0.094,-0.18867924528301894,-0.14851485148514865,0.09357142857142856,0.012453996981544781,0.10769999999999999,0.09461788062165276,1.0986203108782535,58.0,8.285714285714286,230.0,7.666666666666667,1,3,0.0,0.08657142857142856,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-15,AUG | Colony (Battle-Scarred),0.109,0.109,3.0,0.086,0.067,0.084,0.2674418604651163,0.6268656716417909,0.09957142857142856,0.007228063223242011,0.10853333333333332,0.09451551312997364,1.097460127075027,58.0,8.285714285714286,226.0,7.533333333333333,2,3,0.0,0.08528571428571427,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-16,AUG | Colony (Battle-Scarred),0.103,0.103,7.0,0.109,0.096,0.079,-0.05504587155963303,0.07291666666666652,0.10057142857142856,0.007148569144683888,0.10933333333333332,0.09436359938497944,1.0974266201719676,60.0,8.571428571428571,230.0,7.666666666666667,3,3,0.0,0.08457142857142855,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-17,AUG | Colony (Battle-Scarred),0.086,0.086,8.0,0.103,0.098,0.086,-0.16504854368932043,-0.12244897959183687,0.09885714285714285,0.008806305718527111,0.10933333333333332,0.09436359938497944,1.099144448519068,60.0,8.571428571428571,229.0,7.633333333333334,4,3,0.0,0.08585714285714284,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-18,AUG | Colony (Battle-Scarred),0.095,0.095,6.0,0.086,0.097,0.093,0.10465116279069786,-0.020618556701030966,0.09857142857142856,0.008893932809299076,0.1094,0.09435274240847483,1.0990823456710492,52.0,7.428571428571429,231.0,7.7,5,3,0.0,0.08814285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-19,AUG | Colony (Battle-Scarred),2.109,2.109,14.0,0.095,0.105,0.091,21.2,19.085714285714285,0.38485714285714284,0.7039296694925117,0.1766666666666667,0.37100721765965083,3.9283812867086736,52.0,7.428571428571429,233.0,7.766666666666667,6,3,0.0,0.08814285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-20,AUG | Colony (Battle-Scarred),0.104,0.104,5.0,2.109,0.106,0.09,-0.9506875296348981,-0.018867924528301883,0.3845714285714286,0.70404319208876,0.17713333333333334,0.3709067028542652,3.9391629167110795,50.0,7.142857142857143,231.0,7.7,0,3,0.0,0.08942857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-21,AUG | Colony (Battle-Scarred),0.081,0.081,2.0,0.104,0.086,0.078,-0.22115384615384615,-0.05813953488372081,0.38385714285714284,0.7043482151345777,0.17723333333333333,0.3708803655568134,3.939930731582876,45.0,6.428571428571429,226.0,7.533333333333333,1,3,0.0,0.09028571428571427,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-22,AUG | Colony (Battle-Scarred),0.085,0.085,10.0,0.081,0.109,0.075,0.04938271604938271,-0.220183486238532,0.3804285714285714,0.7057348464327008,0.1775666666666667,0.3707928157640359,3.939298518019799,52.0,7.428571428571429,231.0,7.7,2,3,0.0,0.09085714285714284,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-23,AUG | Colony (Battle-Scarred),0.101,0.101,12.0,0.085,0.103,0.084,0.18823529411764706,-0.01941747572815522,0.38014285714285717,0.7058475004401099,0.17813333333333334,0.3706623560900435,3.938891700442047,57.0,8.142857142857142,237.0,7.9,3,3,0.0,0.09114285714285712,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-24,AUG | Colony (Battle-Scarred),0.104,0.104,5.0,0.101,0.086,0.095,0.029702970297029507,0.2093023255813955,0.38271428571428573,0.7048032581175127,0.17843333333333336,0.3705985863737505,3.939558076755466,54.0,7.714285714285714,240.0,8.0,4,3,0.0,0.09014285714285712,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-25,AUG | Colony (Battle-Scarred),0.081,0.081,6.0,0.104,0.095,0.088,-0.22115384615384615,-0.1473684210526316,0.3807142857142857,0.7056362305011827,0.17820000000000003,0.37065764977042276,3.940807375476664,54.0,7.714285714285714,237.0,7.9,5,3,0.0,0.08728571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-26,AUG | Colony (Battle-Scarred),0.093,0.093,9.0,0.081,2.109,0.082,0.14814814814814814,-0.9559032716927454,0.09271428571428571,0.00969114891779807,0.1785666666666667,0.37056773409938915,3.939315543749569,49.0,7.0,240.0,8.0,6,3,0.0,0.08485714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-27,AUG | Colony (Battle-Scarred),0.097,0.097,5.0,0.093,0.104,0.094,0.043010752688172005,-0.06730769230769229,0.09171428571428572,0.008794710840926504,0.17866666666666672,0.3705453038728493,3.9399820262508256,49.0,7.0,236.0,7.866666666666666,0,3,0.0,0.083,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-28,AUG | Colony (Battle-Scarred),0.094,0.094,5.0,0.097,0.081,0.085,-0.030927835051546393,0.16049382716049387,0.09357142857142856,0.00763183450811033,0.17896666666666672,0.3704729844701529,3.93947766405164,52.0,7.428571428571429,235.0,7.833333333333333,1,3,0.0,0.08414285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-29,AUG | Colony (Battle-Scarred),0.101,0.101,6.0,0.094,0.085,0.098,0.07446808510638303,0.18823529411764706,0.09585714285714285,0.0070998706513081015,0.17906666666666676,0.37045152029501627,3.9399705941262164,48.0,6.857142857142857,237.0,7.9,2,3,0.0,0.08171428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-30,AUG | Colony (Battle-Scarred),0.096,0.096,6.0,0.101,0.101,0.092,-0.04950495049504955,-0.04950495049504955,0.09514285714285713,0.006791351042288407,0.17920000000000008,0.3704208777413425,3.939880328155974,42.0,6.0,224.0,7.466666666666667,3,3,0.0,0.08071428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-31,AUG | Colony (Battle-Scarred),0.108,0.108,9.0,0.096,0.104,0.1,0.125,0.03846153846153855,0.09571428571428571,0.007629159955896393,0.17946666666666675,0.37036664116641066,3.9396389637574045,46.0,6.571428571428571,232.0,7.733333333333333,4,3,0.0,0.08071428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-03-01,AUG | Condemned (Factory New),0.735,0.735,17.0,0.706,0.604,0.654,0.04107648725212476,0.2168874172185431,0.6657142857142857,0.05323187628725128,0.6849666666666666,0.04874592860491587,0.05931225976017989,157.0,22.428571428571427,574.0,19.133333333333333,2,3,0.0,0.7568571428571429,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-02,AUG | Condemned (Factory New),0.709,0.709,14.0,0.735,0.566,0.609,-0.03537414965986396,0.25265017667844525,0.6861428571428572,0.035546462839615454,0.6883,0.046818194468959747,0.058204671040526755,158.0,22.571428571428573,567.0,18.9,3,3,0.0,0.7540000000000001,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-03,AUG | Condemned (Factory New),0.772,0.772,30.0,0.709,0.615,0.63,0.08885754583921024,0.25528455284552853,0.7085714285714285,0.03302318295144939,0.6930333333333334,0.04785149481004283,0.059859595003624366,166.0,23.714285714285715,579.0,19.3,4,3,0.0,0.7402857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-04,AUG | Condemned (Factory New),0.762,0.762,29.0,0.772,0.667,0.681,-0.012953367875647714,0.1424287856071964,0.7221428571428571,0.03266902670913918,0.6957333333333333,0.04935783175500678,0.0584366283719348,171.0,24.428571428571427,584.0,19.466666666666665,5,3,0.0,0.7221428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-05,AUG | Condemned (Factory New),0.805,0.805,26.0,0.762,0.678,0.679,0.05643044619422577,0.18731563421828912,0.7402857142857143,0.037953785001213915,0.6999333333333334,0.05298297420450796,0.059117106415123244,163.0,23.285714285714285,592.0,19.733333333333334,6,3,0.0,0.7085714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-06,AUG | Condemned (Factory New),0.789,0.789,16.0,0.805,0.693,0.693,-0.019875776397515588,0.13852813852813872,0.7539999999999999,0.03566510900025405,0.7031333333333334,0.05531529826568978,0.05926484758188352,152.0,21.714285714285715,590.0,19.666666666666668,0,3,0.0,0.6861428571428572,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-07,AUG | Condemned (Factory New),0.726,0.726,14.0,0.789,0.706,0.734,-0.07984790874524716,0.028328611898017053,0.7568571428571429,0.03235264869451993,0.7028666666666666,0.055184981853962985,0.060364937845473865,146.0,20.857142857142858,578.0,19.266666666666666,1,3,0.0,0.6657142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-08,AUG | Condemned (Factory New),0.771,0.771,16.0,0.726,0.735,0.713,0.06198347107438029,0.04897959183673484,0.7620000000000001,0.031314077163017755,0.7048000000000001,0.056506282836512975,0.06104323807455607,145.0,20.714285714285715,576.0,19.2,2,3,0.0,0.647,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-09,AUG | Condemned (Factory New),0.703,0.703,11.0,0.771,0.709,0.734,-0.08819714656290545,-0.008462623413258097,0.7611428571428572,0.032799950223954294,0.7037666666666667,0.05624570107029417,0.0630638395592206,142.0,20.285714285714285,567.0,18.9,3,3,0.0,0.6402857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-10,AUG | Condemned (Factory New),0.666,0.666,10.0,0.703,0.772,0.749,-0.05263157894736836,-0.13730569948186522,0.7460000000000001,0.04607447387499009,0.701,0.055993451998128024,0.06366039813364965,122.0,17.428571428571427,563.0,18.766666666666666,4,3,0.0,0.6332857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-03-11,AUG | Condemned (Factory New),0.654,0.654,19.0,0.666,0.762,0.695,-0.018018018018018056,-0.1417322834645669,0.7305714285714285,0.05529365022407222,0.6996333333333333,0.056620069076452235,0.06239737090391883,112.0,16.0,567.0,18.9,5,3,0.0,0.6267142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
