date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2014-03-01,AUG | Colony (Battle-Scarred),0.03,0.03,135.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,608.0,86.85714285714286,2762.0,92.06666666666666,5,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-02,AUG | Colony (Battle-Scarred),0.03,0.03,130.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,654.0,93.42857142857143,2755.0,91.83333333333333,6,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-03,AUG | Colony (Battle-Scarred),0.03,0.03,118.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,706.0,100.85714285714286,2779.0,92.63333333333334,0,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-04,AUG | Colony (Battle-Scarred),0.03,0.03,80.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,683.0,97.57142857142857,2690.0,89.66666666666667,1,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-05,AUG | Colony (Battle-Scarred),0.03,0.03,96.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,715.0,102.14285714285714,2670.0,89.0,2,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-06,AUG | Colony (Battle-Scarred),0.03,0.03,114.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,763.0,109.0,2672.0,89.06666666666666,3,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-07,AUG | Colony (Battle-Scarred),0.03,0.03,110.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,783.0,111.85714285714286,2659.0,88.63333333333334,4,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-08,AUG | Colony (Battle-Scarred),0.03,0.03,112.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,760.0,108.57142857142857,2708.0,90.26666666666667,5,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-09,AUG | Colony (Battle-Scarred),0.03,0.03,107.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,737.0,105.28571428571429,2742.0,91.4,6,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-10,AUG | Colony (Battle-Scarred),0.03,0.03,122.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,741.0,105.85714285714286,2723.0,90.76666666666667,0,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-11,AUG | Colony (Battle-Scarred),0.03,0.03,79.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,740.0,105.71428571428571,2712.0,90.4,1,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-12,AUG | Colony (Battle-Scarred),0.03,0.03,71.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,715.0,102.14285714285714,2708.0,90.26666666666667,2,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-13,AUG | Colony (Battle-Scarred),0.03,0.03,37.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,638.0,91.14285714285714,2658.0,88.6,3,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-14,AUG | Colony (Battle-Scarred),0.03,0.03,80.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,608.0,86.85714285714286,2677.0,89.23333333333333,4,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-15,AUG | Colony (Battle-Scarred),0.03,0.03,129.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,625.0,89.28571428571429,2740.0,91.33333333333333,5,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-16,AUG | Colony (Battle-Scarred),0.03,0.03,156.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,674.0,96.28571428571429,2821.0,94.03333333333333,6,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-17,AUG | Colony (Battle-Scarred),0.03,0.03,128.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,680.0,97.14285714285714,2844.0,94.8,0,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-18,AUG | Colony (Battle-Scarred),0.03,0.03,125.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,726.0,103.71428571428571,2875.0,95.83333333333333,1,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-19,AUG | Colony (Battle-Scarred),0.03,0.03,142.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,797.0,113.85714285714286,2945.0,98.16666666666667,2,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-20,AUG | Colony (Battle-Scarred),0.03,0.03,108.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,868.0,124.0,2984.0,99.46666666666667,3,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-21,AUG | Colony (Battle-Scarred),0.03,0.03,186.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,974.0,139.14285714285714,3112.0,103.73333333333333,4,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-22,AUG | Colony (Battle-Scarred),0.03,0.03,138.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,983.0,140.42857142857142,3185.0,106.16666666666667,5,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-23,AUG | Colony (Battle-Scarred),0.03,0.03,166.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,993.0,141.85714285714286,3268.0,108.93333333333334,6,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-24,AUG | Colony (Battle-Scarred),0.03,0.03,124.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,989.0,141.28571428571428,3266.0,108.86666666666666,0,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-25,AUG | Colony (Battle-Scarred),0.03,0.03,144.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,1008.0,144.0,3326.0,110.86666666666666,1,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-26,AUG | Colony (Battle-Scarred),0.03,0.03,186.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,1052.0,150.28571428571428,3446.0,114.86666666666666,2,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-27,AUG | Colony (Battle-Scarred),0.03,0.03,137.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,1081.0,154.42857142857142,3480.0,116.0,3,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-28,AUG | Colony (Battle-Scarred),0.03,0.03,176.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,1071.0,153.0,3592.0,119.73333333333333,4,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-29,AUG | Colony (Battle-Scarred),0.03,0.03,160.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,1093.0,156.14285714285714,3686.0,122.86666666666666,5,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-30,AUG | Colony (Battle-Scarred),0.03,0.03,171.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,1098.0,156.85714285714286,3767.0,125.56666666666666,6,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-31,AUG | Colony (Battle-Scarred),0.03,0.03,193.0,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.03000000000000002,2.0816681711721685e-17,0.0,1167.0,166.71428571428572,3825.0,127.5,0,3,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-03-01,AUG | Condemned (Factory New),5.116,5.116,4.0,3.316,3.539,3.041,0.542822677925211,0.44560610341904483,3.7357142857142853,0.6151897998145923,4.809066666666666,1.6960437677790696,0.2590319053875203,43.0,6.142857142857143,165.0,5.5,5,3,0.0,4.056428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-03-02,AUG | Condemned (Factory New),4.624,4.624,4.0,5.116,3.474,5.241,-0.09616888193901485,0.33103051237766246,3.8999999999999995,0.6740960084227086,4.7885,1.6944215089522445,0.2278036776038013,39.0,5.571428571428571,168.0,5.6,6,3,0.0,4.052,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-03-03,AUG | Condemned (Factory New),3.732,3.732,4.0,4.624,3.587,2.851,-0.19290657439446357,0.04042375243936447,3.9207142857142854,0.6663428363164144,4.817866666666666,1.6680162016266176,0.2138803758445208,35.0,5.0,169.0,5.633333333333334,0,3,0.0,3.942,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-03-04,AUG | Condemned (Factory New),3.587,3.587,4.0,3.732,3.262,2.667,-0.038853161843515505,0.0996321275291232,3.9671428571428566,0.6291105804617974,4.848533333333332,1.6363468811824575,0.213549308901747,33.0,4.714285714285714,170.0,5.666666666666667,1,3,0.0,3.9671428571428575,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-03-05,AUG | Condemned (Factory New),3.168,3.168,7.0,3.587,3.344,3.007,-0.11681070532478399,-0.05263157894736836,3.9419999999999997,0.6564360484573387,4.853899999999999,1.6305522244523991,0.21438514999574565,34.0,4.857142857142857,172.0,5.733333333333333,2,3,0.0,3.920714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
