date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-07-01,AK-47 | Cartel (Factory New),4.849,4.849,96.0,4.871,4.729,5.641,-0.004516526380620056,0.025375343624445046,4.864999999999999,0.10170686168733023,5.503666666666667,0.4788242080578447,0.03137826607213491,684.0,97.71428571428571,2534.0,84.46666666666667,5,7,0.0,5.035714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-02,AK-47 | Cartel (Factory New),4.919,4.919,87.0,4.849,4.665,5.704,0.014435966178593329,0.05444801714898162,4.901285714285715,0.061073057622383214,5.477500000000002,0.4885126917491499,0.031438198268668914,667.0,95.28571428571429,2530.0,84.33333333333333,6,7,0.0,4.966142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-03,AK-47 | Cartel (Factory New),4.926,4.926,95.0,4.919,5.035,5.687,0.0014230534661516803,-0.021648460774577938,4.885714285714286,0.03194510597757293,5.452133333333335,0.49666546308578996,0.031454874604409565,654.0,93.42857142857143,2529.0,84.3,0,7,0.0,4.931428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-04,AK-47 | Cartel (Factory New),5.088,5.088,83.0,4.926,4.882,5.689,0.032886723507917104,0.04219582138467848,4.915142857142857,0.07744754643614986,5.432100000000001,0.4988234390376351,0.03214901485130858,635.0,90.71428571428571,2538.0,84.6,1,7,0.0,4.915142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-05,AK-47 | Cartel (Factory New),4.954,4.954,92.0,5.088,4.84,5.723,-0.026336477987421447,0.023553719008264418,4.9314285714285715,0.07170745556546725,5.4064666666666685,0.5029575683450398,0.032364320888777116,646.0,92.28571428571429,2535.0,84.5,2,7,0.0,4.885714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-06,AK-47 | Cartel (Factory New),5.156,5.156,73.0,4.954,4.913,5.834,0.04077513120710541,0.04946061469570506,4.966142857142857,0.10532321487609797,5.383866666666667,0.49845145088452586,0.03310452141372396,623.0,89.0,2517.0,83.9,3,7,0.0,4.901285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-07,AK-47 | Cartel (Factory New),5.358,5.358,77.0,5.156,4.871,5.869,0.03917765709852605,0.09997947033463328,5.035714285714286,0.16399888003599655,5.366833333333334,0.49024572636813696,0.03394877464550015,603.0,86.14285714285714,2522.0,84.06666666666666,4,7,0.0,4.865,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-08,AK-47 | Cartel (Factory New),5.395,5.395,83.0,5.358,4.849,5.776,0.006905561776782365,0.11260053619302934,5.113714285714286,0.18512753463931997,5.354133333333334,0.48438151171250216,0.03389517731210594,590.0,84.28571428571429,2540.0,84.66666666666667,5,7,0.0,4.847857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-09,AK-47 | Cartel (Factory New),5.566,5.566,92.0,5.395,4.919,6.144,0.031696014828545005,0.13153079894287467,5.206142857142857,0.22256711897533188,5.3348666666666675,0.4636315155618977,0.032284829676027214,595.0,85.0,2495.0,83.16666666666667,6,7,0.0,4.827285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-10,AK-47 | Cartel (Factory New),5.611,5.611,76.0,5.566,4.926,6.098,0.008084800574919226,0.13905805927730408,5.304,0.22839502121168426,5.318633333333334,0.4447694896110668,0.03232981887131713,576.0,82.28571428571429,2481.0,82.7,0,7,0.0,4.872999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-11,AK-47 | Cartel (Factory New),5.643,5.643,75.0,5.611,5.088,6.167,0.005703083229370964,0.10908018867924518,5.383285714285714,0.23586056067437952,5.301166666666666,0.4207506057300716,0.03226700860736404,568.0,81.14285714285714,2483.0,82.76666666666667,1,7,0.0,4.9722857142857135,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-12,AK-47 | Cartel (Factory New),5.563,5.563,67.0,5.643,4.954,6.002,-0.014176856282119399,0.12293096487686728,5.470285714285715,0.16232217900188003,5.286533333333333,0.4033979617642553,0.03202902870319915,543.0,77.57142857142857,2486.0,82.86666666666666,2,7,0.0,5.0682857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-13,AK-47 | Cartel (Factory New),5.688,5.688,61.0,5.563,5.156,5.94,0.02246989034693514,0.10318076027928624,5.546285714285715,0.11503504346280663,5.278133333333332,0.3921707734591597,0.03228514399323172,531.0,75.85714285714286,2470.0,82.33333333333333,3,7,0.0,5.1505714285714275,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-14,AK-47 | Cartel (Factory New),5.564,5.564,61.0,5.688,5.358,5.981,-0.021800281293952173,0.038447181784248,5.575714285714286,0.08571666663359885,5.2642333333333315,0.37398036341795027,0.03246406571868624,515.0,73.57142857142857,2476.0,82.53333333333333,4,7,0.0,5.302714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-15,AK-47 | Cartel (Factory New),5.532,5.532,69.0,5.564,5.395,5.923,-0.005751258087706712,0.025393883225208524,5.595285714285715,0.050714084506643026,5.251199999999999,0.35723329445429164,0.03244008212343701,501.0,71.57142857142857,2475.0,82.5,5,7,0.0,5.452571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-16,AK-47 | Cartel (Factory New),5.349,5.349,82.0,5.532,5.566,5.621,-0.0330802603036876,-0.0389867049946101,5.564285714285715,0.10076523533968049,5.2421333333333315,0.3511322384642128,0.031684385926733824,491.0,70.14285714285714,2486.0,82.86666666666666,6,7,0.0,5.580285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-17,AK-47 | Cartel (Factory New),5.491,5.491,67.0,5.349,5.611,5.778,0.02654701813423066,-0.021386562110140783,5.547142857142857,0.10156409457146962,5.232566666666666,0.34013974415753817,0.031642999443692345,482.0,68.85714285714286,2478.0,82.6,0,7,0.0,5.678857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-18,AK-47 | Cartel (Factory New),5.584,5.584,88.0,5.491,5.643,5.73,0.016936805682025158,-0.010455431508063162,5.538714285714286,0.09552817727278795,5.227699999999999,0.3339763614389497,0.031777926528117055,495.0,70.71428571428571,2496.0,83.2,1,7,0.0,5.742571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-07-19,AK-47 | Cartel (Factory New),5.563,5.563,76.0,5.584,5.563,5.611,-0.003760744985673359,0.0,5.538714285714286,0.09552817727278795,5.226099999999999,0.33224673060844395,0.03155955902806229,504.0,72.0,2509.0,83.63333333333334,2,7,0.0,5.797714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
