date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2015-08-01,AK-47 | Cartel (Factory New),4.179,4.179,279.0,4.118,4.26,4.673,0.014813016027197756,-0.019014084507042117,4.217142857142858,0.14542983440372143,4.319699999999999,0.14453561268190387,0.03400799645330419,1907.0,272.42857142857144,8079.0,269.3,5,8,0.0,4.158857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-02,AK-47 | Cartel (Factory New),4.232,4.232,308.0,4.179,4.195,4.505,0.01268245991864081,0.008820023837902147,4.222428571428572,0.14520119749885674,4.310599999999999,0.1411367185863882,0.03356103333450472,1959.0,279.85714285714283,8154.0,271.8,6,8,0.0,4.151714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-03,AK-47 | Cartel (Factory New),4.102,4.102,303.0,4.232,4.041,4.591,-0.030718336483931963,0.015095273447166546,4.231142857142857,0.13556171875509954,4.294299999999999,0.13595419571801867,0.03373250798709659,1970.0,281.42857142857144,8188.0,272.93333333333334,0,8,0.0,4.203571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-04,AK-47 | Cartel (Factory New),4.06,4.06,269.0,4.102,4.145,4.361,-0.010238907849829504,-0.020506634499396825,4.218999999999999,0.1461291014333362,4.2842666666666664,0.14164908126148304,0.032624723904823426,1950.0,278.57142857142856,8192.0,273.06666666666666,1,8,0.0,4.219,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-05,AK-47 | Cartel (Factory New),4.221,4.221,278.0,4.06,4.329,4.342,0.03965517241379324,-0.02494802494802484,4.203571428571428,0.139239626074576,4.280233333333333,0.14167043524399234,0.03345752635021851,1986.0,283.7142857142857,8203.0,273.43333333333334,2,8,0.0,4.231142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-06,AK-47 | Cartel (Factory New),4.15,4.15,265.0,4.221,4.513,4.453,-0.016820658611703343,-0.08043430090848647,4.151714285714285,0.0585703832659338,4.270133333333334,0.1397816710286279,0.03322651255803795,1990.0,284.2857142857143,8191.0,273.03333333333336,3,8,0.0,4.222428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-07,AK-47 | Cartel (Factory New),4.168,4.168,284.0,4.15,4.118,4.485,0.004337349397590229,0.01214181641573564,4.158857142857143,0.05705242844819795,4.259566666666667,0.13504090326843768,0.03320479726900859,1986.0,283.7142857142857,8234.0,274.46666666666664,4,8,0.0,4.217142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-08,AK-47 | Cartel (Factory New),4.21,4.21,258.0,4.168,4.179,4.479,0.010076775431861806,0.00741804259392187,4.163285714285714,0.059590781371700485,4.2506,0.12896707590182332,0.033274171991542485,1965.0,280.7142857142857,8213.0,273.76666666666665,5,8,0.0,4.228714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-09,AK-47 | Cartel (Factory New),4.081,4.081,263.0,4.21,4.232,4.388,-0.030641330166270686,-0.03568052930056709,4.1417142857142855,0.0581247778139269,4.2403666666666675,0.1298356610831126,0.03351948715135626,1920.0,274.2857142857143,8210.0,273.6666666666667,6,8,0.0,4.244857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-10,AK-47 | Cartel (Factory New),4.092,4.092,267.0,4.081,4.102,4.532,0.0026954177897571263,-0.0024378352023405325,4.140285714285715,0.059196318142538756,4.2257,0.12058583388331039,0.032911807550743806,1884.0,269.14285714285717,8191.0,273.03333333333336,0,8,0.0,4.200857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-11,AK-47 | Cartel (Factory New),4.133,4.133,265.0,4.092,4.06,4.375,0.010019550342130978,0.01798029556650249,4.150714285714286,0.04982172298940145,4.217633333333334,0.11840312026669265,0.03244682800619337,1880.0,268.57142857142856,8190.0,273.0,1,8,0.0,4.231857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-12,AK-47 | Cartel (Factory New),4.082,4.082,255.0,4.133,4.221,4.385,-0.012339704814904429,-0.03293058516939118,4.130857142857143,0.04535078695624833,4.207533333333333,0.11660524097236034,0.03249821637892696,1857.0,265.2857142857143,8167.0,272.23333333333335,2,8,0.0,4.255285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-08-13,AK-47 | Cartel (Factory New),4.001,4.001,254.0,4.082,4.15,4.264,-0.019843214110729868,-0.0359036144578313,4.109571428571429,0.06293047670214469,4.198766666666667,0.12180111749168077,0.032322842717480954,1846.0,263.7142857142857,8169.0,272.3,3,8,0.0,4.283571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
