date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2018-05-01,AK-47 | Cartel (Factory New),5.989,5.989,47.0,6.081,5.982,5.857,-0.015129090610097151,0.0011701771982612907,5.874,0.1177442749593979,6.002433333333333,0.19436643800363845,0.04103397213260798,304.0,43.42857142857143,1347.0,44.9,1,5,0.0,5.957571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-02,AK-47 | Cartel (Factory New),6.121,6.121,50.0,5.989,5.884,5.95,0.02204040741359159,0.04027872195785176,5.907857142857144,0.1463512687937862,6.008133333333334,0.1952505626681322,0.04112027001966038,316.0,45.142857142857146,1346.0,44.86666666666667,2,5,0.0,5.949857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-03,AK-47 | Cartel (Factory New),5.963,5.963,36.0,6.121,5.784,5.91,-0.02581277569024676,0.030947441217150873,5.933428571428571,0.1378683193100858,6.0099,0.19459331095047094,0.04139408970541387,318.0,45.42857142857143,1335.0,44.5,3,5,0.0,5.929142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-04,AK-47 | Cartel (Factory New),5.652,5.652,40.0,5.963,5.882,6.109,-0.05215495555928218,-0.03910234614076835,5.900571428571429,0.16989648709296679,5.9946666666666655,0.20390411690029434,0.04201004229880335,316.0,45.142857142857146,1328.0,44.266666666666666,4,5,0.0,5.900571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-05,AK-47 | Cartel (Factory New),5.976,5.976,59.0,5.652,5.776,6.074,0.0573248407643312,0.03462603878116344,5.929142857142858,0.1632311494882803,5.9914,0.20339134691525107,0.04331268723517879,325.0,46.42857142857143,1326.0,44.2,5,5,0.0,5.933428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-06,AK-47 | Cartel (Factory New),5.867,5.867,45.0,5.976,5.722,6.175,-0.018239625167336015,0.02534078993358957,5.949857142857143,0.14365676213155604,5.981133333333333,0.20163047609150977,0.04332966475885526,331.0,47.285714285714285,1329.0,44.3,6,5,0.0,5.907857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-07,AK-47 | Cartel (Factory New),6.135,6.135,37.0,5.867,6.081,6.032,0.045679222771433325,0.00888011840157854,5.957571428571428,0.15171576539499035,5.984566666666666,0.2033371065223682,0.04390138768121535,314.0,44.857142857142854,1304.0,43.46666666666667,0,5,0.0,5.8740000000000006,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-08,AK-47 | Cartel (Factory New),6.048,6.048,43.0,6.135,5.989,6.314,-0.01418092909535451,0.009851394222741616,5.966,0.15483447382838966,5.9757,0.1943809232752364,0.04316611768480456,310.0,44.285714285714285,1300.0,43.333333333333336,1,5,0.0,5.872999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-09,AK-47 | Cartel (Factory New),5.497,5.497,40.0,6.048,6.121,5.772,-0.09110449735449733,-0.10194412677667053,5.876857142857143,0.20980496287976502,5.966533333333333,0.20965507122149205,0.04352190203996242,300.0,42.857142857142854,1301.0,43.36666666666667,2,5,0.0,5.840000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-10,AK-47 | Cartel (Factory New),5.825,5.825,47.0,5.497,5.963,6.017,0.059668910314717216,-0.023142713399295634,5.8571428571428585,0.2072523848364794,5.960133333333332,0.21094339419748506,0.04419518118012396,311.0,44.42857142857143,1305.0,43.5,3,5,0.0,5.894142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-11,AK-47 | Cartel (Factory New),5.918,5.918,39.0,5.825,5.652,5.812,0.015965665236051585,0.04706298655343244,5.895142857142858,0.18980699111874416,5.963666666666666,0.20931401184716608,0.04382399998705169,310.0,44.285714285714285,1305.0,43.5,4,5,0.0,5.913142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-05-12,AK-47 | Cartel (Factory New),12.331,12.331,41.0,5.918,5.976,5.925,1.08364312267658,1.0634203480589024,6.802999999999999,2.264523727914043,6.177199999999998,1.1617216361934557,0.19919969601331117,292.0,41.714285714285715,1304.0,43.46666666666667,5,5,0.0,5.932428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
