date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2015-12-01,AK-47 | Cartel (Factory New),3.559,3.559,268.0,3.429,4.192,3.74,0.03791192767570739,-0.1510019083969466,3.6512857142857142,0.24705795403722847,3.9508666666666667,0.23590375626984458,0.03595952730110258,2023.0,289.0,7462.0,248.73333333333332,1,12,0.0,4.002142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-02,AK-47 | Cartel (Factory New),3.883,3.883,203.0,3.559,4.219,3.658,0.09103680809216064,-0.07963972505333028,3.603285714285714,0.14269219048178428,3.9583666666666657,0.22997572094075985,0.03932520378408267,1995.0,285.0,7337.0,244.56666666666666,2,12,0.0,3.8778571428571427,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-03,AK-47 | Cartel (Factory New),3.902,3.902,214.0,3.883,3.618,3.821,0.004893123873293881,0.0784964068546159,3.643857142857143,0.17728864968215668,3.961066666666666,0.22881971554527866,0.03855799668751391,1945.0,277.85714285714283,7270.0,242.33333333333334,3,12,0.0,3.774,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-04,AK-47 | Cartel (Factory New),3.955,3.955,249.0,3.902,3.672,3.928,0.013582778062531942,0.07706971677559915,3.684285714285714,0.2085992153701956,3.961966666666665,0.22874097189227435,0.03831333600779158,1867.0,266.7142857142857,7276.0,242.53333333333333,4,12,0.0,3.684285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-05,AK-47 | Cartel (Factory New),4.25,4.25,259.0,3.955,3.622,3.899,0.07458912768647274,0.17338487023743787,3.774,0.2839537185629276,3.973666666666665,0.23413419703713134,0.04048053867253572,1799.0,257.0,7245.0,241.5,5,12,0.0,3.643857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-06,AK-47 | Cartel (Factory New),4.167,4.167,255.0,4.25,3.44,4.105,-0.019529411764705906,0.21133720930232558,3.877857142857143,0.2756283359740735,3.975733333333332,0.23555366456264037,0.039629220868306045,1727.0,246.71428571428572,7223.0,240.76666666666668,6,12,0.0,3.603285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-07,AK-47 | Cartel (Factory New),4.299,4.299,227.0,4.167,3.429,4.153,0.031677465802735894,0.25371828521434847,4.002142857142857,0.2389132709173104,3.9805999999999995,0.2406195614104002,0.03996470757278034,1675.0,239.28571428571428,7169.0,238.96666666666667,0,12,0.0,3.651285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-08,AK-47 | Cartel (Factory New),4.407,4.407,206.0,4.299,3.559,4.176,0.02512212142358683,0.23826917673503778,4.123285714285714,0.19433455268517472,3.9882999999999997,0.2502525590944743,0.040176949255712746,1613.0,230.42857142857142,7118.0,237.26666666666668,1,12,0.0,3.7417142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-09,AK-47 | Cartel (Factory New),4.539,4.539,350.0,4.407,3.883,3.994,0.02995234853641926,0.16894154004635586,4.217,0.2131283985904137,4.006466666666666,0.26908037626123704,0.03952067937288233,1760.0,251.42857142857142,7251.0,241.7,2,12,0.0,3.852857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-10,AK-47 | Cartel (Factory New),4.577,4.577,243.0,4.539,3.902,3.987,0.008371888081075252,0.17298821117375707,4.313428571428571,0.20115797426958962,4.026133333333333,0.28784564536493434,0.039504120091182544,1789.0,255.57142857142858,7287.0,242.9,3,12,0.0,3.955428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-12-11,AK-47 | Cartel (Factory New),4.586,4.586,247.0,4.577,3.955,3.962,0.0019663535066638538,0.15954487989886235,4.403571428571428,0.15684191963598904,4.0469333333333335,0.30452213201816536,0.03945052336042282,1787.0,255.28571428571428,7318.0,243.93333333333334,4,12,0.0,4.044142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
