date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-06-01,AK-47 | Cartel (Factory New),5.641,5.641,111.0,5.547,4.902,6.008,0.01694609698936378,0.15075479396164826,5.491,0.14778362561528913,5.828100000000001,0.3771664840182205,0.05548206894579781,694.0,99.14285714285714,2716.0,90.53333333333333,3,6,0.0,5.689285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-02,AK-47 | Cartel (Factory New),5.704,5.704,91.0,5.641,5.15,6.148,0.011168232582875248,0.10757281553398035,5.570142857142857,0.07379784853896207,5.813300000000001,0.37301163073913207,0.055351848744652564,672.0,96.0,2732.0,91.06666666666666,4,6,0.0,5.652857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-03,AK-47 | Cartel (Factory New),5.687,5.687,96.0,5.704,5.466,6.043,-0.002980364656381407,0.04043175997072823,5.601714285714285,0.06964750900214667,5.8014333333333346,0.3711736056827795,0.055271509377985965,670.0,95.71428571428571,2763.0,92.1,5,6,0.0,5.624714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-04,AK-47 | Cartel (Factory New),5.689,5.689,74.0,5.687,5.528,5.702,0.00035167926850698805,0.029124457308248974,5.624714285714285,0.06807289010573118,5.801000000000001,0.3712970060028314,0.05428170251738861,649.0,92.71428571428571,2742.0,91.4,6,6,0.0,5.601714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-05,AK-47 | Cartel (Factory New),5.723,5.723,95.0,5.689,5.526,5.978,0.005976445772543526,0.035649656170828825,5.652857142857143,0.061885674713085974,5.792500000000001,0.37006447636414197,0.053590955257822544,638.0,91.14285714285714,2745.0,91.5,0,6,0.0,5.570142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-06,AK-47 | Cartel (Factory New),5.834,5.834,91.0,5.723,5.579,5.882,0.019395421981478256,0.04570711597060395,5.689285714285715,0.08006910280807317,5.7909000000000015,0.36977771250667146,0.05361163009019684,653.0,93.28571428571429,2744.0,91.46666666666667,1,6,0.0,5.491,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-07,AK-47 | Cartel (Factory New),5.869,5.869,72.0,5.834,5.547,5.959,0.005999314364072639,0.058049396069947745,5.735285714285714,0.07756787679319359,5.787900000000001,0.368765449393875,0.0535748372112538,630.0,90.0,2742.0,91.4,2,6,0.0,5.385428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-08,AK-47 | Cartel (Factory New),5.776,5.776,65.0,5.869,5.641,5.975,-0.015845970352700633,0.023931926963304262,5.7545714285714284,0.06790930326095046,5.781266666666667,0.3671264026947061,0.053659590498098375,584.0,83.42857142857143,2739.0,91.3,3,6,0.0,5.283857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-09,AK-47 | Cartel (Factory New),6.144,6.144,137.0,5.776,5.704,5.987,0.06371191135734078,0.07713884992987374,5.817428571428572,0.14818989472281566,5.786500000000001,0.3711190958888174,0.05484862036289128,630.0,90.0,2808.0,93.6,4,6,0.0,5.382,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-10,AK-47 | Cartel (Factory New),6.098,6.098,90.0,6.144,5.687,6.489,-0.007486979166666741,0.07227008967821336,5.876142857142857,0.16531306107886734,5.773466666666668,0.3526240427928242,0.05274456222033152,624.0,89.14285714285714,2827.0,94.23333333333333,5,6,0.0,5.476999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-11,AK-47 | Cartel (Factory New),6.167,6.167,73.0,6.098,5.689,5.946,0.011315185306657982,0.08402179644928798,5.944428571428571,0.17247513869943049,5.780833333333335,0.35841243313007737,0.050459026700093945,623.0,89.0,2813.0,93.76666666666667,6,6,0.0,5.538285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-12,AK-47 | Cartel (Factory New),6.002,6.002,64.0,6.167,5.723,6.311,-0.02675531052375546,0.048750655250742625,5.984285714285714,0.14706530549940283,5.770533333333335,0.3472961976309111,0.04951045025375803,592.0,84.57142857142857,2776.0,92.53333333333333,0,6,0.0,5.595142857142856,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-13,AK-47 | Cartel (Factory New),5.94,5.94,77.0,6.002,5.834,5.894,-0.010329890036654299,0.018169352074048906,5.999428571428572,0.13584009206506342,5.7720666666666665,0.34793887713537014,0.0480306444557629,578.0,82.57142857142857,2771.0,92.36666666666666,1,6,0.0,5.7217142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-14,AK-47 | Cartel (Factory New),5.981,5.981,55.0,5.94,5.869,5.994,0.006902356902356743,0.019083319134435284,6.015428571428572,0.12575697327198446,5.771633333333335,0.3476701965304986,0.04795700097101474,561.0,80.14285714285714,2753.0,91.76666666666667,2,6,0.0,5.896,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-15,AK-47 | Cartel (Factory New),5.923,5.923,70.0,5.981,5.776,5.985,-0.009697375020899512,0.02545013850415523,6.036428571428572,0.0916777853491815,5.769566666666667,0.3465782916199775,0.0479951175461378,566.0,80.85714285714286,2739.0,91.3,3,6,0.0,6.053571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-16,AK-47 | Cartel (Factory New),5.621,5.621,71.0,5.923,6.144,5.939,-0.050987675164612445,-0.08512369791666663,5.961714285714287,0.1606982214193638,5.758966666666667,0.34609675750511665,0.048876389226112524,500.0,71.42857142857143,2740.0,91.33333333333333,4,6,0.0,6.013428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-17,AK-47 | Cartel (Factory New),5.778,5.778,75.0,5.621,6.098,6.122,0.02793097313645254,-0.05247622171203681,5.916000000000001,0.16094187060639525,5.7475000000000005,0.33951502175897896,0.04881756765911436,485.0,69.28571428571429,2740.0,91.33333333333333,5,6,0.0,5.985285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-18,AK-47 | Cartel (Factory New),5.73,5.73,70.0,5.778,6.167,6.036,-0.008307372793353918,-0.07086103453867354,5.8535714285714295,0.13396679454557495,5.737299999999999,0.3352643882072773,0.048775644013693796,482.0,68.85714285714286,2727.0,90.9,6,6,0.0,5.976285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-19,AK-47 | Cartel (Factory New),5.611,5.611,63.0,5.73,6.002,5.864,-0.02076788830715548,-0.06514495168277246,5.797714285714285,0.14172379000387061,5.728866666666665,0.335153271736314,0.048646770629100326,481.0,68.71428571428571,2693.0,89.76666666666667,0,6,0.0,6.040142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-20,AK-47 | Cartel (Factory New),5.554,5.554,71.0,5.611,5.94,5.957,-0.010158617002316794,-0.06498316498316503,5.742571428571429,0.1504591611822738,5.7154333333333325,0.33381388859995353,0.04858581515022587,475.0,67.85714285714286,2678.0,89.26666666666667,1,6,0.0,6.027285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-21,AK-47 | Cartel (Factory New),5.535,5.535,75.0,5.554,5.981,6.191,-0.0034209578682030672,-0.07456946998829628,5.678857142857142,0.12888913128446977,5.693566666666666,0.32326456485190097,0.048006911258650906,495.0,70.71428571428571,2677.0,89.23333333333333,2,6,0.0,6.079714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-22,AK-47 | Cartel (Factory New),5.233,5.233,82.0,5.535,5.923,6.266,-0.054561878952122944,-0.11649501941583662,5.580285714285715,0.1636439639546034,5.659133333333332,0.315376572088388,0.04881897359306137,507.0,72.42857142857143,2692.0,89.73333333333333,3,6,0.0,6.086571428571427,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-23,AK-47 | Cartel (Factory New),4.727,4.727,119.0,5.233,5.621,4.836,-0.09669405694630218,-0.15904643301903576,5.45257142857143,0.3380020528859285,5.655499999999999,0.32531008284404583,0.03131112843542805,555.0,79.28571428571429,2599.0,86.63333333333334,4,6,0.0,6.0851428571428565,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-06-24,AK-47 | Cartel (Factory New),4.729,4.729,74.0,4.727,5.778,4.902,0.00042310133276912687,-0.18155070958809272,5.302714285714286,0.3891693404036399,5.649733333333333,0.3398255369385231,0.031205107895146383,554.0,79.14285714285714,2544.0,84.8,5,6,0.0,6.080142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
