date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2016-03-01,AK-47 | Cartel (Factory New),3.611,3.611,220.0,3.556,3.593,3.545,0.015466816647919046,0.005009741163373382,3.5535714285714293,0.04480706941307093,3.4281666666666664,0.20756060694543066,0.04281776131807627,1797.0,256.7142857142857,8065.0,268.8333333333333,1,3,0.0,3.5602857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-12,AK-47 | Cartel (Factory New),3.818,3.818,230.0,3.706,3.544,3.108,0.030221262817053507,0.07731376975169302,3.5981428571428578,0.11002263218009617,3.5178,0.14573775534614683,0.03823887915743504,1503.0,214.71428571428572,7917.0,263.9,5,3,0.0,3.443714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-13,AK-47 | Cartel (Factory New),3.939,3.939,204.0,3.818,3.544,3.146,0.03169198533263495,0.11145598194130923,3.6545714285714292,0.15842876465272257,3.5442333333333322,0.1478058824569878,0.03847577131684081,1428.0,204.0,7843.0,261.43333333333334,6,3,0.0,3.3909999999999996,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-14,AK-47 | Cartel (Factory New),3.883,3.883,172.0,3.939,3.526,3.437,-0.014216806296014184,0.10124787294384574,3.7055714285714285,0.16610655542482972,3.5590999999999995,0.15832779288551965,0.0353295054611771,1369.0,195.57142857142858,7723.0,257.43333333333334,0,3,0.0,3.393571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-15,AK-47 | Cartel (Factory New),3.977,3.977,174.0,3.883,3.499,3.571,0.02420808653103257,0.13661046013146616,3.773857142857143,0.16540031833742772,3.572633333333333,0.17521748073624263,0.03494926475450844,1329.0,189.85714285714286,7663.0,255.43333333333334,1,3,0.0,3.415571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-16,AK-47 | Cartel (Factory New),4.037,4.037,161.0,3.977,3.575,3.575,0.015086748805632322,0.12923076923076926,3.8398571428571424,0.16505793664340887,3.5880333333333336,0.19404045683539525,0.034997731219617405,1295.0,185.0,7552.0,251.73333333333332,2,3,0.0,3.4434285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-17,AK-47 | Cartel (Factory New),4.073,4.073,143.0,4.037,3.519,3.747,0.008917513004706557,0.15743108837737996,3.919,0.11848447758492013,3.5988999999999995,0.21102375063801077,0.03407191234382896,1259.0,179.85714285714286,7452.0,248.4,3,3,0.0,3.4692857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-18,AK-47 | Cartel (Factory New),4.051,4.051,170.0,4.073,3.706,3.603,-0.005401424011785005,0.09309228278467363,3.968285714285714,0.08727741368060536,3.6138333333333335,0.22609866332102802,0.03322593560400635,1254.0,179.14285714285714,7405.0,246.83333333333334,4,3,0.0,3.4791428571428575,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-19,AK-47 | Cartel (Factory New),4.106,4.106,215.0,4.051,3.818,3.129,0.013576894593927413,0.07543216343635417,4.009428571428572,0.07353494240904827,3.6463999999999994,0.22427402881296804,0.02159520668116526,1239.0,177.0,7160.0,238.66666666666666,5,3,0.0,3.4582857142857146,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-20,AK-47 | Cartel (Factory New),4.07,4.07,188.0,4.106,3.939,3.292,-0.008767657087189407,0.033257171871033275,4.028142857142858,0.06980468377946446,3.672333333333333,0.22676174476504832,0.020302422957430163,1223.0,174.71428571428572,7001.0,233.36666666666667,6,3,0.0,3.4552857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-21,AK-47 | Cartel (Factory New),4.186,4.186,163.0,4.07,3.883,3.368,0.028501228501228493,0.07803244913726504,4.071428571428571,0.05957673837247253,3.6995999999999998,0.23745576430147997,0.020465394884831137,1214.0,173.42857142857142,6789.0,226.3,0,3,0.0,3.3834285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-22,AK-47 | Cartel (Factory New),4.066,4.066,144.0,4.186,3.977,3.39,-0.028666985188724348,0.022378677395021418,4.084142857142857,0.04602306431540155,3.7221333333333337,0.23907610131968907,0.02147039524978872,1184.0,169.14285714285714,6627.0,220.9,1,3,0.0,3.2884285714285717,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-23,AK-47 | Cartel (Factory New),4.136,4.136,154.0,4.066,4.037,3.38,0.01721593703885893,0.02452316076294281,4.098285714285714,0.04455081941114075,3.747333333333334,0.24151609102132762,0.0214857571947326,1177.0,168.14285714285714,6500.0,216.66666666666666,2,3,0.0,3.2072857142857147,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-24,AK-47 | Cartel (Factory New),3.994,3.994,169.0,4.136,4.073,3.593,-0.034332688588007754,-0.019396022587773176,4.087,0.05761696178829874,3.7607,0.24369149212340863,0.02008266664683377,1203.0,171.85714285714286,6425.0,214.16666666666666,3,3,0.0,3.1475714285714287,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-25,AK-47 | Cartel (Factory New),3.819,3.819,200.0,3.994,4.051,3.585,-0.04381572358537811,-0.057269809923475745,4.053857142857143,0.11089045891126531,3.768500000000001,0.24167950540609215,0.021807596116099125,1233.0,176.14285714285714,6393.0,213.1,4,3,0.0,3.1227142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-26,AK-47 | Cartel (Factory New),3.804,3.804,222.0,3.819,4.106,3.498,-0.00392772977219169,-0.0735509011203117,4.010714285714285,0.1377147302897389,3.778700000000001,0.23644860611416882,0.021279390406527737,1240.0,177.14285714285714,6379.0,212.63333333333333,5,3,0.0,3.189714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-27,AK-47 | Cartel (Factory New),3.802,3.802,209.0,3.804,4.07,3.525,-0.000525762355415349,-0.06584766584766588,3.9724285714285705,0.15238284225018547,3.7879333333333345,0.23172252563980245,0.02127023321891587,1261.0,180.14285714285714,6305.0,210.16666666666666,6,3,0.0,3.2567142857142852,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-28,AK-47 | Cartel (Factory New),3.863,3.863,196.0,3.802,4.186,3.496,0.016044187269858012,-0.07716196846631629,3.926285714285714,0.12761629350262038,3.8001666666666676,0.2255940429670567,0.02129889102001025,1294.0,184.85714285714286,6151.0,205.03333333333333,0,3,0.0,3.3298571428571435,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-29,AK-47 | Cartel (Factory New),4.104,4.104,185.0,3.863,4.066,3.604,0.06238674605229089,0.009345794392523477,3.931714285714286,0.13408815254548498,3.8168333333333337,0.2289308604991666,0.023302212918871305,1335.0,190.71428571428572,6100.0,203.33333333333334,1,3,0.0,3.411571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-30,AK-47 | Cartel (Factory New),4.129,4.129,199.0,4.104,4.136,3.556,0.006091617933723148,-0.0016924564796906294,3.9307142857142856,0.13257850966310408,3.8359333333333336,0.23027156914294816,0.023063706575809986,1380.0,197.14285714285714,6059.0,201.96666666666667,2,3,0.0,3.4917142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-31,AK-47 | Cartel (Factory New),4.162,4.162,207.0,4.129,3.994,3.611,0.00799224993945269,0.042063094641962895,3.9547142857142856,0.15514759266648023,3.8543000000000007,0.2335490169821601,0.02299231824520235,1418.0,202.57142857142858,6046.0,201.53333333333333,3,3,0.0,3.547714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-03-01,AUG | Colony (Battle-Scarred),0.083,0.083,31.0,0.074,0.061,0.063,0.12162162162162171,0.3606557377049182,0.08428571428571428,0.01581784061219018,0.1546,0.29657720748567307,3.750298721402931,138.0,19.714285714285715,549.0,18.3,1,3,0.0,0.08442857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-02,AUG | Colony (Battle-Scarred),0.083,0.083,5.0,0.083,0.084,0.086,0.0,-0.011904761904761862,0.08414285714285714,0.01582429029262627,0.1545,0.29660082602717064,3.7529452197352526,127.0,18.142857142857142,530.0,17.666666666666668,2,3,0.0,0.08357142857142856,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-03,AUG | Colony (Battle-Scarred),0.087,0.087,13.0,0.083,0.12,0.382,0.04819277108433728,-0.275,0.07942857142857143,0.0067582149557227815,0.14466666666666667,0.29377205827345493,3.7284726289318972,122.0,17.428571428571427,532.0,17.733333333333334,3,3,0.0,0.08,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-04,AUG | Colony (Battle-Scarred),0.081,0.081,12.0,0.087,0.087,0.067,-0.06896551724137923,-0.06896551724137923,0.07857142857142858,0.006091144458665098,0.14513333333333336,0.29365940967196824,3.719418659465274,120.0,17.142857142857142,533.0,17.766666666666666,4,3,0.0,0.07857142857142858,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-05,AUG | Colony (Battle-Scarred),0.083,0.083,20.0,0.081,0.073,0.053,0.024691358024691468,0.13698630136986312,0.08,0.005781744669956588,0.14613333333333334,0.2933949253518578,3.7173232471687285,110.0,15.714285714285714,533.0,17.766666666666666,5,3,0.0,0.07942857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-06,AUG | Colony (Battle-Scarred),0.094,0.094,18.0,0.083,0.069,0.064,0.13253012048192758,0.36231884057971,0.08357142857142856,0.005602477586036451,0.14713333333333337,0.2931643149422446,3.7178216002667877,113.0,16.142857142857142,527.0,17.566666666666666,6,3,0.0,0.08414285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-07,AUG | Colony (Battle-Scarred),0.08,0.08,7.0,0.094,0.074,0.062,-0.14893617021276595,0.08108108108108114,0.08442857142857142,0.004403152859263553,0.14773333333333336,0.2930078421400279,3.718874301378925,106.0,15.142857142857142,516.0,17.2,0,3,0.0,0.08428571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-08,AUG | Colony (Battle-Scarred),0.118,0.118,35.0,0.08,0.083,0.286,0.47499999999999987,0.4216867469879517,0.08942857142857143,0.012453996981544778,0.14213333333333336,0.29191513987611006,3.6852386323362305,110.0,15.714285714285714,529.0,17.633333333333333,1,3,0.0,0.08114285714285716,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-09,AUG | Colony (Battle-Scarred),0.097,0.097,6.0,0.118,0.083,0.067,-0.17796610169491522,0.1686746987951806,0.09142857142857141,0.012384981029538994,0.1431333333333334,0.29170735716162904,3.6784123436043354,111.0,15.857142857142858,525.0,17.5,2,3,0.0,0.0802857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-10,AUG | Colony (Battle-Scarred),0.102,0.102,7.0,0.097,0.087,0.059,0.051546391752577136,0.17241379310344818,0.09357142857142857,0.012726318543611476,0.1445666666666667,0.29139591433115336,3.6770836758022534,105.0,15.0,519.0,17.3,3,3,0.0,0.08071428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-11,AUG | Colony (Battle-Scarred),0.111,0.111,10.0,0.102,0.081,0.398,0.08823529411764719,0.37037037037037024,0.09785714285714285,0.012822174669895355,0.13500000000000004,0.2876050532703948,3.5632700602903307,103.0,14.714285714285714,511.0,17.033333333333335,4,3,0.0,0.07914285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-12,AUG | Colony (Battle-Scarred),0.112,0.112,8.0,0.111,0.083,0.081,0.009009009009008917,0.3493975903614457,0.102,0.012011898862615946,0.13603333333333334,0.28746483649695703,3.555386872284597,91.0,13.0,509.0,16.966666666666665,5,3,0.0,0.075,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-13,AUG | Colony (Battle-Scarred),0.116,0.116,5.0,0.112,0.094,1.681,0.03571428571428581,0.23404255319148937,0.10514285714285714,0.012380036596167597,0.08386666666666667,0.019078318118278197,0.2765323104000198,78.0,11.142857142857142,496.0,16.533333333333335,6,3,0.0,0.07385714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-14,AUG | Colony (Battle-Scarred),0.181,0.181,5.0,0.116,0.08,0.07,0.5603448275862069,1.2624999999999997,0.11957142857142856,0.026015693850647385,0.08756666666666667,0.02565889492727403,0.2302208867765583,76.0,10.857142857142858,483.0,16.1,0,3,0.0,0.073,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-15,AUG | Colony (Battle-Scarred),0.112,0.112,5.0,0.181,0.118,0.054,-0.3812154696132596,-0.05084745762711862,0.11871428571428573,0.026151832963426075,0.0895,0.025238528747399944,0.23805394753259446,46.0,6.571428571428571,469.0,15.633333333333333,1,3,0.0,0.07328571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-16,AUG | Colony (Battle-Scarred),0.131,0.131,8.0,0.112,0.097,0.064,0.1696428571428572,0.35051546391752586,0.12357142857142857,0.02478972795826727,0.09173333333333336,0.025840450632465546,0.23778249116154776,48.0,6.857142857142857,454.0,15.133333333333333,2,3,0.0,0.07271428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-17,AUG | Colony (Battle-Scarred),0.137,0.137,6.0,0.131,0.102,0.063,0.04580152671755733,0.3431372549019609,0.1285714285714286,0.023426829203513907,0.0942,0.026503333123716093,0.23745134898620707,47.0,6.714285714285714,435.0,14.5,3,3,0.0,0.07014285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-18,AUG | Colony (Battle-Scarred),0.137,0.137,15.0,0.137,0.111,0.078,0.0,0.23423423423423428,0.13228571428571428,0.022384396898058163,0.09616666666666669,0.02740204777424896,0.2351515219952676,52.0,7.428571428571429,417.0,13.9,4,3,0.0,0.07128571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-19,AUG | Colony (Battle-Scarred),0.124,0.124,9.0,0.137,0.112,0.112,-0.09489051094890522,0.1071428571428572,0.134,0.02119299075503165,0.09656666666666669,0.027716040281556976,0.22494204097234974,53.0,7.571428571428571,404.0,13.466666666666667,5,3,0.0,0.3031428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-20,AUG | Colony (Battle-Scarred),0.133,0.133,8.0,0.124,0.116,0.058,0.07258064516129048,0.14655172413793105,0.13642857142857143,0.019927419321536004,0.09906666666666669,0.027506282110738915,0.2039968054635143,56.0,8.0,400.0,13.333333333333334,6,3,0.0,0.29871428571428577,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-21,AUG | Colony (Battle-Scarred),0.131,0.131,4.0,0.133,0.181,0.062,-0.015037593984962405,-0.2762430939226519,0.12928571428571428,0.008154127538760195,0.10136666666666667,0.027193728852235196,0.2042579606780118,55.0,7.857142857142857,393.0,13.1,0,3,0.0,0.3444285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-22,AUG | Colony (Battle-Scarred),0.133,0.133,3.0,0.131,0.112,0.072,0.01526717557251911,0.1875,0.13228571428571428,0.004095791767666132,0.1034,0.027202450869973714,0.20315618583674483,53.0,7.571428571428571,388.0,12.933333333333334,1,3,0.0,0.34385714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-23,AUG | Colony (Battle-Scarred),0.183,0.183,8.0,0.133,0.131,0.068,0.37593984962406,0.3969465648854962,0.1397142857142857,0.018132167829691008,0.10723333333333332,0.02991174054150347,0.21102294462496823,53.0,7.571428571428571,371.0,12.366666666666667,2,3,0.0,0.34428571428571436,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-24,AUG | Colony (Battle-Scarred),0.123,0.123,3.0,0.183,0.137,0.061,-0.3278688524590164,-0.10218978102189791,0.1377142857142857,0.019069154492562707,0.1093,0.02876589415725968,0.22026350754163995,50.0,7.142857142857143,358.0,11.933333333333334,3,3,0.0,0.3774285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-25,AUG | Colony (Battle-Scarred),0.127,0.127,9.0,0.123,0.137,0.084,0.03252032520325199,-0.07299270072992703,0.1362857142857143,0.019440122616561313,0.11073333333333334,0.028539952503269676,0.2115450502938932,44.0,6.285714285714286,351.0,11.7,4,3,0.0,0.37628571428571433,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-26,AUG | Colony (Battle-Scarred),0.13,0.13,8.0,0.127,0.124,0.12,0.023622047244094446,0.048387096774193505,0.13714285714285715,0.01900698045778048,0.11106666666666669,0.028704161525620095,0.19852910977249635,43.0,6.142857142857143,341.0,11.366666666666667,5,3,0.0,0.1452857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-27,AUG | Colony (Battle-Scarred),0.128,0.128,11.0,0.13,0.133,0.087,-0.015384615384615441,-0.03759398496240607,0.13642857142857143,0.01924174882798296,0.11243333333333334,0.02850109159702875,0.1909226983421856,46.0,6.571428571428571,338.0,11.266666666666667,6,3,0.0,0.14128571428571432,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-28,AUG | Colony (Battle-Scarred),0.118,0.118,6.0,0.128,0.131,0.073,-0.07812500000000011,-0.0992366412213741,0.1345714285714286,0.020275651427668764,0.11393333333333332,0.027554713248775106,0.1887245152836426,48.0,6.857142857142857,314.0,10.466666666666667,0,3,0.0,0.09400000000000001,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-29,AUG | Colony (Battle-Scarred),0.13,0.13,6.0,0.118,0.133,0.069,0.10169491525423746,-0.022556390977443663,0.13414285714285715,0.02033595388488485,0.11596666666666665,0.02639000231569187,0.18838675061645735,51.0,7.285714285714286,305.0,10.166666666666666,1,3,0.0,0.14014285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-30,AUG | Colony (Battle-Scarred),0.118,0.118,9.0,0.13,0.183,0.074,-0.09230769230769242,-0.35519125683060115,0.12485714285714286,0.0048529393575608695,0.11743333333333332,0.025213334214701198,0.18970701849595603,52.0,7.428571428571429,300.0,10.0,2,3,0.0,0.14285714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-31,AUG | Colony (Battle-Scarred),0.124,0.124,7.0,0.118,0.123,0.083,0.05084745762711873,0.008130081300812941,0.125,0.004810702354423643,0.11879999999999999,0.024408195345006562,0.18902632504924405,56.0,8.0,276.0,9.2,3,3,0.0,0.11099999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2016-03-01,AUG | Condemned (Factory New),1.044,1.044,34.0,1.064,1.057,1.136,-0.018796992481203034,-0.012298959318826741,0.9645714285714286,0.062394727668420254,1.004933333333333,0.06799163347223115,0.06248755836825903,270.0,38.57142857142857,1008.0,33.6,1,3,0.0,0.9820000000000001,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-02,AUG | Condemned (Factory New),0.971,0.971,34.0,1.044,0.93,1.098,-0.06992337164750961,0.044086021505376216,0.9704285714285715,0.06077794981466117,1.0006999999999997,0.06598946885678048,0.06345736043863956,271.0,38.714285714285715,1014.0,33.8,2,3,0.0,0.9888571428571427,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-03,AUG | Condemned (Factory New),0.969,0.969,28.0,0.971,0.875,1.21,-0.002059732234809486,0.10742857142857143,0.9838571428571429,0.047042317033036726,0.9926666666666665,0.053510331297381794,0.060446793493585886,261.0,37.285714285714285,1019.0,33.96666666666667,3,3,0.0,0.9874285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-04,AUG | Condemned (Factory New),1.01,1.01,35.0,0.969,0.926,1.106,0.042311661506708065,0.09071274298056142,0.9958571428571429,0.041090244137329104,0.9894666666666665,0.04934553903061778,0.05912914721691369,249.0,35.57142857142857,1025.0,34.166666666666664,4,3,0.0,0.9958571428571428,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-05,AUG | Condemned (Factory New),0.887,0.887,45.0,1.01,0.946,1.062,-0.12178217821782178,-0.06236786469344602,0.9874285714285715,0.054360850258401296,0.9836333333333334,0.050750030103986696,0.06263807885085312,244.0,34.857142857142854,1034.0,34.46666666666667,5,3,0.0,0.9838571428571428,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-06,AUG | Condemned (Factory New),0.977,0.977,42.0,0.887,0.967,0.944,0.10146561443066515,0.010341261633919352,0.988857142857143,0.053934957048622334,0.9847333333333333,0.05023407431437572,0.062140971549093184,249.0,35.57142857142857,1034.0,34.46666666666667,6,3,0.0,0.9704285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-07,AUG | Condemned (Factory New),1.016,1.016,34.0,0.977,1.064,0.97,0.03991811668372569,-0.045112781954887216,0.9820000000000001,0.046481947340569,0.9862666666666667,0.05046248331406433,0.062342634112263214,252.0,36.0,1030.0,34.333333333333336,0,3,0.0,0.9645714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-08,AUG | Condemned (Factory New),0.956,0.956,22.0,1.016,1.044,1.0,-0.05905511811023623,-0.08429118773946365,0.9694285714285714,0.039369520998781146,0.9848,0.05068096289535155,0.06311122793183764,240.0,34.285714285714285,1019.0,33.96666666666667,1,3,0.0,0.9664285714285715,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-09,AUG | Condemned (Factory New),0.899,0.899,30.0,0.956,0.971,1.001,-0.059623430962343016,-0.07415036045314105,0.9591428571428571,0.04639405310236761,0.9814000000000002,0.052854895705128385,0.06402710869265668,236.0,33.714285714285715,1021.0,34.03333333333333,2,3,0.0,0.951,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2016-03-10,AUG | Condemned (Factory New),0.997,0.997,24.0,0.899,0.969,1.107,0.10901001112347042,0.028895768833849367,0.9631428571428572,0.04824173821622153,0.9777333333333335,0.04756534686325983,0.0642035384095649,232.0,33.142857142857146,1022.0,34.06666666666667,3,3,0.0,0.9505714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
