date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-08-01,AK-47 | Cartel (Factory New),6.27,6.27,50.0,5.903,5.578,4.919,0.062171777062510536,0.1240588024381497,5.957,0.15294069812465588,5.601466666666668,0.30278702452750883,0.023503313833935665,485.0,69.28571428571429,2242.0,74.73333333333333,1,8,0.0,6.286285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-12,AK-47 | Cartel (Factory New),6.43,6.43,72.0,6.14,6.529,5.688,0.04723127035830621,-0.015163118394853736,6.2948571428571425,0.16668312843873082,5.946066666666667,0.3348123786374824,0.02964510469383062,487.0,69.57142857142857,2128.0,70.93333333333334,5,8,0.0,5.753571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-13,AK-47 | Cartel (Factory New),6.161,6.161,72.0,6.43,6.157,5.564,-0.04183514774494557,0.0006496670456390685,6.295428571428571,0.16621574374705833,5.9659666666666675,0.3292071772540136,0.030445759941490423,488.0,69.71428571428571,2139.0,71.3,6,8,0.0,5.723,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-14,AK-47 | Cartel (Factory New),6.112,6.112,62.0,6.161,6.355,5.532,-0.007953254341827587,-0.03823760818253352,6.260714285714286,0.1752775059202767,5.9853,0.3200576146050374,0.030471509319443275,483.0,69.0,2132.0,71.06666666666666,0,8,0.0,5.696714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-15,AK-47 | Cartel (Factory New),6.285,6.285,74.0,6.112,6.47,5.349,0.0283049738219896,-0.02859350850077269,6.234285714285714,0.15443696290138595,6.016499999999999,0.301598270331026,0.029983654002555853,482.0,68.85714285714286,2124.0,70.8,1,8,0.0,5.697571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-16,AK-47 | Cartel (Factory New),5.871,5.871,62.0,6.285,6.475,5.491,-0.06587112171837706,-0.09328185328185312,6.1480000000000015,0.16426111617091316,6.029166666666667,0.2868827964324262,0.03235224319146476,484.0,69.14285714285714,2119.0,70.63333333333334,2,8,0.0,5.677428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-17,AK-47 | Cartel (Factory New),6.283,6.283,63.0,5.871,6.037,5.584,0.07017543859649122,0.04074871624979304,6.183142857142857,0.1630647799157732,6.052466666666667,0.27803018221448944,0.03447183358319177,470.0,67.14285714285714,2094.0,69.8,3,8,0.0,5.624142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-18,AK-47 | Cartel (Factory New),5.942,5.942,66.0,6.283,6.14,5.563,-0.05427343625656533,-0.03224755700325721,6.154857142857144,0.18393277387709456,6.065099999999999,0.26374613425287075,0.03603420781768885,471.0,67.28571428571429,2084.0,69.46666666666667,4,8,0.0,5.568571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-19,AK-47 | Cartel (Factory New),5.816,5.816,91.0,5.942,6.43,5.644,-0.021204981487714658,-0.09548989113530326,6.067142857142858,0.17811828218624723,6.070833333333334,0.2562941127342222,0.036218311107806225,490.0,70.0,2111.0,70.36666666666666,5,8,0.0,5.532428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-20,AK-47 | Cartel (Factory New),5.892,5.892,60.0,5.816,6.161,5.817,0.013067400275103225,-0.04366174322350258,6.028714285714287,0.18268295274734808,6.073333333333333,0.25416285243039655,0.03588513285771701,478.0,68.28571428571429,2100.0,70.0,6,8,0.0,5.538714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-21,AK-47 | Cartel (Factory New),5.868,5.868,60.0,5.892,6.112,5.921,-0.004073319755600768,-0.03992146596858637,5.993857142857143,0.18670023993513438,6.071566666666667,0.2553967741030066,0.035758604220715036,476.0,68.0,2088.0,69.6,0,8,0.0,5.538714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-22,AK-47 | Cartel (Factory New),5.894,5.894,68.0,5.868,6.285,5.722,0.004430811179277461,-0.062211614956245054,5.938,0.1450940581632678,6.077299999999999,0.2493439592209925,0.03520231472593821,470.0,67.14285714285714,2074.0,69.13333333333334,1,8,0.0,5.547142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-23,AK-47 | Cartel (Factory New),5.961,5.961,55.0,5.894,5.871,5.632,0.011367492365117027,0.015329586101175297,5.950857142857143,0.1425526755488036,6.088266666666667,0.23641755903955652,0.03509328479477377,463.0,66.14285714285714,2047.0,68.23333333333333,2,8,0.0,5.564285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-24,AK-47 | Cartel (Factory New),5.867,5.867,60.0,5.961,6.283,5.578,-0.01576916624727398,-0.06621040904026743,5.891428571428571,0.04510260411505298,6.097899999999999,0.22080162288050925,0.03518176479793587,460.0,65.71428571428571,2038.0,67.93333333333334,3,8,0.0,5.595285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-25,AK-47 | Cartel (Factory New),5.673,5.673,60.0,5.867,5.942,5.747,-0.03306630305096303,-0.045270952541231924,5.853,0.0837137981458255,6.095433333333333,0.22507979079033766,0.03533966519173833,454.0,64.85714285714286,2028.0,67.6,4,8,0.0,5.575714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-26,AK-47 | Cartel (Factory New),5.538,5.538,87.0,5.673,5.816,5.858,-0.02379693283976725,-0.04779917469050887,5.813285714285714,0.13932050847464153,6.084766666666667,0.24295207803643534,0.035409471460490435,450.0,64.28571428571429,2041.0,68.03333333333333,5,8,0.0,5.546285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-27,AK-47 | Cartel (Factory New),5.326,5.326,83.0,5.538,5.892,5.942,-0.03828096785843271,-0.09606245756958598,5.732428571428572,0.21426209393627993,6.064233333333333,0.27769691912026834,0.035894192397025536,473.0,67.57142857142857,2041.0,68.03333333333333,6,8,0.0,5.470285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-28,AK-47 | Cartel (Factory New),5.413,5.413,79.0,5.326,5.868,5.932,0.016334960570784984,-0.07753919563735512,5.667428571428571,0.23159006710926425,6.0469333333333335,0.30061647031096317,0.036061480411491535,492.0,70.28571428571429,2047.0,68.23333333333333,0,8,0.0,5.383285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-29,AK-47 | Cartel (Factory New),5.438,5.438,68.0,5.413,5.894,6.047,0.004618510992056013,-0.07736681370885656,5.602285714285714,0.2226577862907974,6.026633333333334,0.31987210812378675,0.03586103149068488,492.0,70.28571428571429,2049.0,68.3,1,8,0.0,5.304,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-30,AK-47 | Cartel (Factory New),5.513,5.513,72.0,5.438,5.961,5.903,0.013791835233541772,-0.07515517530615679,5.538285714285714,0.168038868195694,6.013633333333334,0.332315561209857,0.035764760253380865,509.0,72.71428571428571,2052.0,68.4,2,8,0.0,5.206142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-31,AK-47 | Cartel (Factory New),5.779,5.779,74.0,5.513,5.867,6.27,0.048249591873752884,-0.014999147775694555,5.525714285714285,0.14463917102886886,5.9972666666666665,0.33137601334771083,0.035016324110410536,523.0,74.71428571428571,2076.0,69.2,3,8,0.0,5.113714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-08-01,AUG | Colony (Battle-Scarred),0.338,0.338,6.0,0.358,0.279,0.213,-0.05586592178770944,0.2114695340501791,0.28385714285714286,0.048941447732187573,0.25539999999999996,0.04038778693285054,0.13887042140622963,45.0,6.428571428571429,152.0,5.066666666666666,1,8,0.0,0.368,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-02,AUG | Colony (Battle-Scarred),0.342,0.342,8.0,0.338,0.202,0.249,0.01183431952662728,0.693069306930693,0.3038571428571429,0.03899973835600355,0.25849999999999995,0.0432456163481726,0.1362866459701089,50.0,7.142857142857143,153.0,5.1,2,8,0.0,0.3728571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-03,AUG | Colony (Battle-Scarred),0.492,0.492,1.0,0.342,0.249,0.201,0.43859649122807,0.9759036144578312,0.3385714285714286,0.07030516571725445,0.2682,0.059019431828282905,0.14988206301219223,44.0,6.285714285714286,150.0,5.0,3,8,0.0,0.3594285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-04,AUG | Colony (Battle-Scarred),0.39,0.39,10.0,0.492,0.268,0.24,-0.20731707317073167,0.4552238805970148,0.35600000000000004,0.06561576465628188,0.27319999999999994,0.06266014150425558,0.15349435260645702,45.0,6.428571428571429,151.0,5.033333333333333,4,8,0.0,0.356,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-05,AUG | Colony (Battle-Scarred),0.319,0.319,1.0,0.39,0.295,0.226,-0.18205128205128207,0.08135593220338988,0.35942857142857143,0.06291004267513856,0.27629999999999993,0.06254872767157885,0.15736164175415882,42.0,6.0,146.0,4.866666666666666,5,8,0.0,0.3385714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-06,AUG | Colony (Battle-Scarred),0.371,0.371,1.0,0.319,0.277,0.229,0.1630094043887147,0.3393501805054151,0.37285714285714283,0.053158599818786394,0.2810333333333333,0.06414280075650648,0.15932056048029358,35.0,5.0,143.0,4.766666666666667,6,8,0.0,0.3038571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-07,AUG | Colony (Battle-Scarred),0.324,0.324,6.0,0.371,0.358,0.247,-0.12668463611859837,-0.0949720670391061,0.368,0.0557827418267898,0.2835999999999999,0.06427005523570055,0.1614161571576185,33.0,4.714285714285714,145.0,4.833333333333333,0,8,0.0,0.28385714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-08,AUG | Colony (Battle-Scarred),0.414,0.414,13.0,0.324,0.338,0.253,0.2777777777777777,0.22485207100591698,0.3788571428571429,0.056281000527781684,0.28896666666666654,0.068098694717463,0.16784002690549085,40.0,5.714285714285714,156.0,5.2,1,8,0.0,0.2754285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-09,AUG | Colony (Battle-Scarred),0.471,0.471,6.0,0.414,0.342,0.215,0.1376811594202898,0.3771929824561402,0.3972857142857143,0.06202237910790009,0.29749999999999993,0.0740728245264978,0.16547032911317,38.0,5.428571428571429,159.0,5.3,2,8,0.0,0.2647142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-10,AUG | Colony (Battle-Scarred),0.498,0.498,5.0,0.471,0.492,0.175,0.0573248407643312,0.012195121951219523,0.39814285714285713,0.06335259284676645,0.3082666666666666,0.07880775483556311,0.16008229593813758,42.0,6.0,160.0,5.333333333333333,3,8,0.0,0.2618571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-11,AUG | Colony (Battle-Scarred),0.481,0.481,2.0,0.498,0.39,0.213,-0.034136546184738936,0.23333333333333317,0.41114285714285714,0.06939622997464544,0.3171999999999999,0.08260080709855887,0.1575569466847554,34.0,4.857142857142857,156.0,5.2,4,8,0.0,0.263,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-12,AUG | Colony (Battle-Scarred),0.539,0.539,3.0,0.481,0.319,0.236,0.1205821205821207,0.6896551724137931,0.4425714285714286,0.07036000719332608,0.3272999999999999,0.0902271762460365,0.15775580463605055,36.0,5.142857142857143,153.0,5.1,5,8,0.0,0.2652857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-13,AUG | Colony (Battle-Scarred),0.526,0.526,3.0,0.539,0.371,0.246,-0.024118738404452666,0.417789757412399,0.46471428571428575,0.0687224527371083,0.33663333333333323,0.09565336144409958,0.1581713465309285,38.0,5.428571428571429,152.0,5.066666666666666,6,8,0.0,0.2702857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-14,AUG | Colony (Battle-Scarred),0.377,0.377,4.0,0.526,0.324,0.224,-0.28326996197718635,0.1635802469135803,0.4722857142857143,0.0541841154522886,0.3417333333333332,0.09356813322683934,0.16694579871351134,36.0,5.142857142857143,148.0,4.933333333333334,0,8,0.0,0.2851428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-15,AUG | Colony (Battle-Scarred),0.448,0.448,9.0,0.377,0.414,0.207,0.18832891246684347,0.08212560386473444,0.47714285714285704,0.05011252643922924,0.3497666666666666,0.09198792795192687,0.16803119509380274,32.0,4.571428571428571,156.0,5.2,1,8,0.0,0.2834285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-16,AUG | Colony (Battle-Scarred),0.496,0.496,4.0,0.448,0.471,0.251,0.1071428571428572,0.05307855626326963,0.48071428571428576,0.050437271608870154,0.3579333333333334,0.09371621465300917,0.1654681345689001,30.0,4.285714285714286,151.0,5.033333333333333,2,8,0.0,0.27885714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-17,AUG | Colony (Battle-Scarred),0.504,0.504,3.0,0.496,0.498,0.267,0.016129032258064502,0.012048192771084265,0.4815714285714286,0.050773607156410216,0.3658333333333334,0.09568632202264973,0.16542723235417167,28.0,4.0,149.0,4.966666666666667,3,8,0.0,0.2717142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-18,AUG | Colony (Battle-Scarred),0.383,0.383,1.0,0.504,0.481,0.306,-0.24007936507936511,-0.20374220374220375,0.4675714285714286,0.061399993352389465,0.3684,0.09507772259227361,0.17119722013334937,27.0,3.857142857142857,145.0,4.833333333333333,4,8,0.0,0.2604285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-19,AUG | Colony (Battle-Scarred),0.415,0.415,4.0,0.383,0.539,0.284,0.08355091383812008,-0.23005565862708732,0.44985714285714284,0.055875955911103586,0.37276666666666664,0.09410443961660658,0.17062813229297347,28.0,4.0,143.0,4.766666666666667,5,8,0.0,0.255,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-20,AUG | Colony (Battle-Scarred),0.422,0.422,7.0,0.415,0.526,0.284,0.01686746987951815,-0.19771863117870725,0.43500000000000005,0.04673328578219169,0.37736666666666674,0.09301952602664788,0.17056538989506131,32.0,4.571428571428571,150.0,5.0,6,8,0.0,0.24814285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-21,AUG | Colony (Battle-Scarred),0.423,0.423,7.0,0.422,0.377,0.303,0.0023696682464455776,0.12201591511936338,0.4415714285714286,0.04099776001845238,0.3813666666666667,0.09231304831327417,0.1704649866681043,35.0,5.0,156.0,5.2,0,8,0.0,0.23485714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-22,AUG | Colony (Battle-Scarred),0.385,0.385,1.0,0.423,0.448,0.257,-0.08983451536643017,-0.140625,0.43257142857142866,0.045289094060450424,0.38563333333333333,0.08937765691466494,0.16866832866139853,27.0,3.857142857142857,151.0,5.033333333333333,1,8,0.0,0.22171428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-23,AUG | Colony (Battle-Scarred),0.423,0.423,9.0,0.385,0.496,0.283,0.09870129870129873,-0.14717741935483875,0.42214285714285715,0.037157689346231156,0.3902999999999999,0.08753290809746926,0.16863308547469538,32.0,4.571428571428571,156.0,5.2,2,8,0.0,0.2165714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-24,AUG | Colony (Battle-Scarred),0.394,0.394,3.0,0.423,0.504,0.279,-0.06855791962174929,-0.21825396825396826,0.4064285714285715,0.017019796396777333,0.3941333333333333,0.08505791491030619,0.16936329185260077,32.0,4.571428571428571,156.0,5.2,3,8,0.0,0.22314285714285712,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-25,AUG | Colony (Battle-Scarred),0.398,0.398,10.0,0.394,0.383,0.202,0.010152284263959421,0.039164490861618884,0.40857142857142864,0.014724684259114416,0.40066666666666667,0.07721499566506208,0.15989325633410634,41.0,5.857142857142857,163.0,5.433333333333334,4,8,0.0,0.22642857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-26,AUG | Colony (Battle-Scarred),0.407,0.407,17.0,0.398,0.415,0.249,0.022613065326632986,-0.01927710843373498,0.4074285714285715,0.014489968380692522,0.40593333333333326,0.07189572696312038,0.1556398771497066,54.0,7.714285714285714,173.0,5.766666666666667,5,8,0.0,0.224,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-27,AUG | Colony (Battle-Scarred),0.419,0.419,5.0,0.407,0.422,0.268,0.029484029484029506,-0.007109004739336511,0.40700000000000003,0.014091537480751638,0.4109666666666667,0.0671949816247877,0.15538528334447202,52.0,7.428571428571429,169.0,5.633333333333334,6,8,0.0,0.2225714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-28,AUG | Colony (Battle-Scarred),0.435,0.435,2.0,0.419,0.423,0.295,0.03818615751789989,0.028368794326241176,0.40871428571428575,0.016463937089584484,0.4156333333333333,0.06375237686200849,0.15479685156770948,47.0,6.714285714285714,167.0,5.566666666666666,0,8,0.0,0.22642857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-29,AUG | Colony (Battle-Scarred),0.422,0.422,14.0,0.435,0.385,0.277,-0.029885057471264354,0.09610389610389602,0.41400000000000003,0.01371130920080208,0.42046666666666666,0.0583242278607746,0.15432263154199316,60.0,8.571428571428571,173.0,5.766666666666667,1,8,0.0,0.23014285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-30,AUG | Colony (Battle-Scarred),0.38,0.38,1.0,0.422,0.423,0.358,-0.09952606635071082,-0.10165484633569732,0.40785714285714286,0.017430913191622443,0.4212000000000001,0.05766882462243645,0.14763523657056152,52.0,7.428571428571429,166.0,5.533333333333333,2,8,0.0,0.23500000000000001,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-31,AUG | Colony (Battle-Scarred),0.288,0.288,2.0,0.38,0.394,0.338,-0.24210526315789482,-0.269035532994924,0.3927142857142857,0.045818630913368755,0.4195333333333334,0.06069252196294221,0.15415667201031025,51.0,7.285714285714286,162.0,5.4,3,8,0.0,0.2292857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-08-01,AUG | Condemned (Factory New),0.822,0.822,14.0,0.81,0.681,0.614,0.014814814814814614,0.20704845814977957,0.7541428571428572,0.05316666133538028,0.6940333333333332,0.05862336470119136,0.06516026721014685,104.0,14.857142857142858,538.0,17.933333333333334,1,8,0.0,0.7982857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-02,AUG | Condemned (Factory New),0.843,0.843,19.0,0.822,0.671,0.563,0.025547445255474477,0.25633383010432187,0.7787142857142857,0.048614266823387466,0.7033666666666665,0.059304009607745366,0.0627576515641052,107.0,15.285714285714286,528.0,17.6,2,8,0.0,0.8002857142857144,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-03,AUG | Condemned (Factory New),0.796,0.796,14.0,0.843,0.731,0.616,-0.05575326215895604,0.08891928864569087,0.7880000000000001,0.044660625035610836,0.7093666666666664,0.059266901011910136,0.0622627609813774,105.0,15.0,526.0,17.533333333333335,3,8,0.0,0.8014285714285715,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-04,AUG | Condemned (Factory New),0.771,0.771,21.0,0.796,0.701,0.674,-0.031407035175879394,0.09985734664764623,0.798,0.029233053699048068,0.7125999999999999,0.05989190262464534,0.060699428604449025,112.0,16.0,528.0,17.6,4,8,0.0,0.798,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-05,AUG | Condemned (Factory New),0.82,0.82,18.0,0.771,0.796,0.651,0.06355382619974059,0.03015075376884413,0.8014285714285715,0.030189199312039394,0.7182333333333332,0.06175202200917976,0.06106145334381086,115.0,16.428571428571427,527.0,17.566666666666666,5,8,0.0,0.788,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-06,AUG | Condemned (Factory New),0.74,0.74,17.0,0.82,0.748,0.723,-0.09756097560975607,-0.010695187165775444,0.8002857142857144,0.03226990763506319,0.7187999999999998,0.061871048695384706,0.06101427341387454,121.0,17.285714285714285,528.0,17.6,6,8,0.0,0.7787142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-07,AUG | Condemned (Factory New),0.796,0.796,18.0,0.74,0.81,0.663,0.07567567567567579,-0.01728395061728394,0.7982857142857144,0.032038879442302076,0.7232333333333331,0.06247595982100279,0.060234799274550985,121.0,17.285714285714285,529.0,17.633333333333333,0,8,0.0,0.7541428571428572,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-08,AUG | Condemned (Factory New),0.81,0.81,21.0,0.796,0.822,0.624,0.017587939698492372,-0.014598540145985273,0.7965714285714286,0.031029281759825056,0.7294333333333332,0.06154276742414353,0.05896059391958505,128.0,18.285714285714285,526.0,17.533333333333335,1,8,0.0,0.734,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-09,AUG | Condemned (Factory New),0.859,0.859,10.0,0.81,0.843,0.645,0.060493827160493785,0.018979833926453082,0.7988571428571429,0.03473338686718163,0.7365666666666665,0.06370697676776768,0.05950669470943494,119.0,17.0,521.0,17.366666666666667,2,8,0.0,0.7235714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-10,AUG | Condemned (Factory New),0.769,0.769,14.0,0.859,0.796,0.707,-0.10477299185098954,-0.03391959798994981,0.7949999999999999,0.03630033451242957,0.738633333333333,0.0637199515240103,0.060879687719339694,119.0,17.0,515.0,17.166666666666668,3,8,0.0,0.7174285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-08-11,AUG | Condemned (Factory New),0.752,0.752,16.0,0.769,0.771,0.743,-0.022106631989596948,-0.024643320363164745,0.7922857142857144,0.03862905747792266,0.738933333333333,0.06376097726840628,0.06044008359621092,114.0,16.285714285714285,509.0,16.966666666666665,4,8,0.0,0.7055714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
