date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2015-09-01,AK-47 | Cartel (Factory New),4.9,4.9,262.0,4.856,4.081,4.232,0.009060955518945812,0.20068610634648376,4.611428571428571,0.21688894929555685,4.115100000000001,0.33425941522516117,0.033474614716849024,1874.0,267.7142857142857,8639.0,287.96666666666664,1,9,0.0,4.767428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-02,AK-47 | Cartel (Factory New),4.791,4.791,250.0,4.9,4.215,4.102,-0.022244897959183718,0.13665480427046273,4.693714285714285,0.14975190367090901,4.138066666666667,0.35556180272289606,0.033202816282163074,1844.0,263.42857142857144,8586.0,286.2,2,9,0.0,4.769714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-03,AK-47 | Cartel (Factory New),4.695,4.695,247.0,4.791,4.461,4.06,-0.020037570444583652,0.052454606590450537,4.727142857142858,0.11649822631565626,4.159233333333334,0.368933840801964,0.033405984035542007,1836.0,262.2857142857143,8564.0,285.46666666666664,3,9,0.0,4.750428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-04,AK-47 | Cartel (Factory New),4.744,4.744,233.0,4.695,4.581,4.221,0.010436634717784665,0.03558175070945202,4.7504285714285714,0.10009546463659741,4.176666666666667,0.383509437809409,0.0328141964631362,1806.0,258.0,8519.0,283.96666666666664,4,9,0.0,4.727142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-05,AK-47 | Cartel (Factory New),4.721,4.721,284.0,4.744,4.586,4.15,-0.004848229342327093,0.02943741822939372,4.7697142857142865,0.07686670147676672,4.1957,0.39568945314897314,0.03262545260624176,1826.0,260.85714285714283,8538.0,284.6,5,9,0.0,4.693714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-06,AK-47 | Cartel (Factory New),4.665,4.665,264.0,4.721,4.681,4.168,-0.011861893666596068,-0.0034180730613116994,4.767428571428572,0.0796579421972602,4.212266666666667,0.40448921974372687,0.03276306465180666,1799.0,257.0,8518.0,283.93333333333334,6,9,0.0,4.611428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-07,AK-47 | Cartel (Factory New),4.51,4.51,233.0,4.665,4.856,4.21,-0.033226152197213366,-0.07125205930807255,4.718000000000001,0.11067326428985215,4.222266666666667,0.4080026906229365,0.03342398067837252,1773.0,253.28571428571428,8493.0,283.1,0,9,0.0,4.494428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-08,AK-47 | Cartel (Factory New),4.49,4.49,271.0,4.51,4.9,4.081,-0.0044345898004433115,-0.0836734693877551,4.659428571428571,0.10729512988928805,4.2359,0.4098835078409475,0.03287503689474926,1782.0,254.57142857142858,8501.0,283.3666666666667,1,9,0.0,4.337857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-09,AK-47 | Cartel (Factory New),4.667,4.667,194.0,4.49,4.791,4.092,0.039420935412026736,-0.025881861824253893,4.641714285714286,0.09345390656928806,4.255066666666667,0.41610310688044083,0.033491719187399835,1726.0,246.57142857142858,8428.0,280.93333333333334,2,9,0.0,4.211857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-10,AK-47 | Cartel (Factory New),4.643,4.643,240.0,4.667,4.695,4.133,-0.005142489822155594,-0.011075612353567688,4.634285714285715,0.09095636989507545,4.2720666666666665,0.42115618111205355,0.03352585003190672,1719.0,245.57142857142858,8403.0,280.1,3,9,0.0,4.121857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-09-11,AK-47 | Cartel (Factory New),4.556,4.556,292.0,4.643,4.744,4.082,-0.018737884988154208,-0.03962900505902189,4.607428571428571,0.0819003874800831,4.287866666666667,0.42261800981763925,0.0336520835827071,1778.0,254.0,8440.0,281.3333333333333,4,9,0.0,4.011857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
