date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2016-10-01,AK-47 | Cartel (Factory New),4.297,4.297,129.0,4.267,4.081,4.355,0.007030700726505579,0.05292820387159991,4.201428571428571,0.05992103647505523,4.135533333333333,0.10586303520219995,0.020951104401616998,778.0,111.14285714285714,3443.0,114.76666666666667,5,10,0.0,4.2137142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-02,AK-47 | Cartel (Factory New),4.208,4.208,112.0,4.297,4.153,4.182,-0.020712124738189286,0.013243438478208747,4.2092857142857145,0.056567820952790254,4.1364,0.10634522399556397,0.020013338154922695,757.0,108.14285714285714,3458.0,115.26666666666667,6,10,0.0,4.230428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-03,AK-47 | Cartel (Factory New),4.236,4.236,114.0,4.208,4.128,4.05,0.0066539923954371805,0.026162790697674243,4.2247142857142865,0.04604257125038672,4.1426,0.1065490810221593,0.01913482403673436,772.0,110.28571428571429,3423.0,114.1,0,10,0.0,4.230428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-04,AK-47 | Cartel (Factory New),4.297,4.297,108.0,4.236,4.236,3.959,0.014400377714825385,0.014400377714825385,4.233428571428571,0.05265211199903741,4.1538666666666675,0.10438765359094064,0.01872388923297067,783.0,111.85714285714286,3387.0,112.9,1,10,0.0,4.233428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-05,AK-47 | Cartel (Factory New),4.148,4.148,96.0,4.297,4.169,3.958,-0.03467535489876661,-0.005037179179659401,4.230428571428572,0.056681710688110044,4.1602,0.0978725020966904,0.019900290415592315,775.0,110.71428571428571,3366.0,112.2,2,10,0.0,4.224714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-06,AK-47 | Cartel (Factory New),4.16,4.16,87.0,4.148,4.16,4.004,0.002892960462873795,0.0,4.230428571428571,0.05668171068811004,4.1654,0.0934810497730244,0.019817641357191464,760.0,108.57142857142857,3357.0,111.9,3,10,0.0,4.2092857142857145,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-07,AK-47 | Cartel (Factory New),4.15,4.15,118.0,4.16,4.267,4.06,-0.0024038461538461453,-0.0274197328333724,4.213714285714286,0.06055154660219959,4.1684,0.09147298326099713,0.019690611801340813,764.0,109.14285714285714,3360.0,112.0,4,10,0.0,4.201428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-08,AK-47 | Cartel (Factory New),4.281,4.281,132.0,4.15,4.297,4.022,0.03156626506024085,-0.003723528042820612,4.211428571428571,0.05759428826555901,4.177033333333333,0.0894481165567814,0.020337900598440973,767.0,109.57142857142857,3390.0,113.0,5,10,0.0,4.170571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-09,AK-47 | Cartel (Factory New),4.194,4.194,124.0,4.281,4.208,4.178,-0.02032235459004894,-0.0033269961977187013,4.209428571428571,0.057920776294267624,4.177566666666666,0.08949997517069795,0.01955473945806119,779.0,111.28571428571429,3415.0,113.83333333333333,6,10,0.0,4.1295714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-10,AK-47 | Cartel (Factory New),4.275,4.275,108.0,4.194,4.236,4.209,0.0193133047210301,0.009206798866855603,4.215000000000001,0.06194467577720339,4.179766666666667,0.09104346336899878,0.019813538606622588,773.0,110.42857142857143,3391.0,113.03333333333333,0,10,0.0,4.118571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-11,AK-47 | Cartel (Factory New),4.268,4.268,84.0,4.275,4.297,4.251,-0.0016374269005848818,-0.006748894577612297,4.210857142857143,0.05710248573881014,4.1803333333333335,0.09153663504605984,0.019742098893707677,749.0,107.0,3351.0,111.7,1,10,0.0,4.111,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-12,AK-47 | Cartel (Factory New),4.272,4.272,95.0,4.268,4.148,4.284,0.0009372071227742307,0.029893924783028103,4.228571428571429,0.05400491285285894,4.1799333333333335,0.09110797013556071,0.01969437641053738,748.0,106.85714285714286,3335.0,111.16666666666667,2,10,0.0,4.079999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-13,AK-47 | Cartel (Factory New),4.294,4.294,91.0,4.272,4.16,4.195,0.005149812734082326,0.032211538461538236,4.247714285714285,0.04989908182869625,4.183233333333333,0.09335905002849065,0.019324738327453208,752.0,107.42857142857143,3324.0,110.8,3,10,0.0,4.0680000000000005,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-14,AK-47 | Cartel (Factory New),4.242,4.242,114.0,4.294,4.15,4.352,-0.012109920819748377,0.02216867469879502,4.260857142857143,0.030948937537399804,4.179566666666667,0.08870275581338431,0.018223717053992994,748.0,106.85714285714286,3339.0,111.3,4,10,0.0,4.049571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-15,AK-47 | Cartel (Factory New),4.282,4.282,125.0,4.242,4.281,4.234,0.009429514380009385,0.00023359028264424708,4.261,0.031043747932784867,4.181166666666667,0.09009220585353402,0.01762813307567868,741.0,105.85714285714286,3365.0,112.16666666666667,5,10,0.0,4.062857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-16,AK-47 | Cartel (Factory New),4.334,4.334,117.0,4.282,4.194,4.197,0.01214385801027551,0.03338102050548386,4.281,0.026147930811333396,4.185733333333334,0.09415941565003229,0.017660600785473195,734.0,104.85714285714286,3371.0,112.36666666666666,6,10,0.0,4.093857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-17,AK-47 | Cartel (Factory New),4.057,4.057,112.0,4.334,4.275,4.174,-0.06391324411628962,-0.05099415204678359,4.249857142857143,0.08292583359575582,4.1818333333333335,0.09694640558347455,0.021167133167445316,738.0,105.42857142857143,3346.0,111.53333333333333,0,10,0.0,4.115428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-18,AK-47 | Cartel (Factory New),4.057,4.057,89.0,4.057,4.268,4.024,0.0,-0.049437675726335395,4.219714285714287,0.10599287615645835,4.182933333333334,0.09532293649600923,0.020131806524885297,743.0,106.14285714285714,3299.0,109.96666666666667,1,10,0.0,4.1491428571428575,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-19,AK-47 | Cartel (Factory New),4.132,4.132,86.0,4.057,4.272,4.044,0.01848656642839508,-0.03277153558052448,4.199714285714286,0.10743863934585986,4.1858666666666675,0.09230880540639413,0.02037705880853129,734.0,104.85714285714286,3282.0,109.4,2,10,0.0,4.174285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-20,AK-47 | Cartel (Factory New),4.204,4.204,92.0,4.132,4.294,4.019,0.01742497579864466,-0.020959478341872395,4.186857142857143,0.10055052542510787,4.192033333333334,0.08698102602803023,0.020542431930373122,735.0,105.0,3273.0,109.1,3,10,0.0,4.208571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-21,AK-47 | Cartel (Factory New),4.229,4.229,85.0,4.204,4.242,4.116,0.005946717411988711,-0.003064592173503078,4.1850000000000005,0.0996307468319177,4.195800000000001,0.08604859092396563,0.020136168598212854,706.0,100.85714285714286,3261.0,108.7,4,10,0.0,4.2410000000000005,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-22,AK-47 | Cartel (Factory New),4.337,4.337,100.0,4.229,4.282,4.083,0.02553795223457067,0.012844465203176059,4.192857142857142,0.1087243284266989,4.204266666666666,0.08702372601129459,0.020526337344593783,681.0,97.28571428571429,3250.0,108.33333333333333,5,10,0.0,4.246,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-10-23,AK-47 | Cartel (Factory New),4.314,4.314,95.0,4.337,4.334,3.98,-0.005303204980401155,-0.004614674665435969,4.1899999999999995,0.10518283401500712,4.215400000000001,0.07857505965635649,0.01994131025357932,659.0,94.14285714285714,3230.0,107.66666666666667,6,10,0.0,4.243285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
