date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2015-10-01,AK-47 | Cartel (Factory New),4.304,4.304,263.0,4.362,4.421,4.9,-0.013296652911508389,-0.026464600769056768,4.444571428571429,0.09116367876808502,4.5774,0.1411239644189935,0.02740231431847411,1964.0,280.57142857142856,8478.0,282.6,3,10,0.0,4.408,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-02,AK-47 | Cartel (Factory New),4.527,4.527,306.0,4.304,4.481,4.791,0.05181226765799263,0.010265565721937042,4.451142857142857,0.09512462287731295,4.5686,0.13565534760315692,0.02893480134518247,1971.0,281.57142857142856,8534.0,284.46666666666664,4,10,0.0,4.390000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-03,AK-47 | Cartel (Factory New),4.477,4.477,329.0,4.527,4.606,4.695,-0.011044842058758553,-0.028006947459834897,4.432714285714286,0.07334013573892594,4.561333333333333,0.13452393426037199,0.02878708732182486,1961.0,280.14285714285717,8616.0,287.2,5,10,0.0,4.392428571428573,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-04,AK-47 | Cartel (Factory New),4.325,4.325,285.0,4.477,4.5,4.744,-0.033951306678579485,-0.03888888888888886,4.4077142857142855,0.07592423720998696,4.547366666666665,0.136569270172889,0.029288894008115317,1929.0,275.57142857142856,8668.0,288.93333333333334,6,10,0.0,4.407714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-05,AK-47 | Cartel (Factory New),4.341,4.341,228.0,4.325,4.448,4.721,0.0036994219653179172,-0.024055755395683498,4.392428571428572,0.07703775909598233,4.5347,0.13749670299077474,0.029307682591724286,1901.0,271.57142857142856,8612.0,287.06666666666666,0,10,0.0,4.432714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-06,AK-47 | Cartel (Factory New),4.394,4.394,252.0,4.341,4.411,4.665,0.012209168394379244,-0.003854001360235615,4.390000000000001,0.07668115805072324,4.525666666666667,0.13754158966977545,0.029366113791544055,1915.0,273.57142857142856,8600.0,286.6666666666667,1,10,0.0,4.451142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-07,AK-47 | Cartel (Factory New),4.488,4.488,258.0,4.394,4.362,4.51,0.02139280837505697,0.028885832187070193,4.408,0.0825590697622012,4.524933333333333,0.13768174251592769,0.029037836282075475,1921.0,274.42857142857144,8625.0,287.5,2,10,0.0,4.444571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-08,AK-47 | Cartel (Factory New),4.472,4.472,217.0,4.488,4.304,4.49,-0.0035650623885917776,0.0390334572490707,4.432,0.07266360849833986,4.524333333333334,0.13787176006065277,0.029033570495202717,1875.0,267.85714285714283,8571.0,285.7,3,10,0.0,4.461285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-09,AK-47 | Cartel (Factory New),4.546,4.546,294.0,4.472,4.527,4.667,0.016547406082289662,0.004197039982328343,4.434714285714286,0.07641935859026135,4.5203,0.13538664385135382,0.028286621908398386,1863.0,266.14285714285717,8671.0,289.03333333333336,4,10,0.0,4.482428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-10,AK-47 | Cartel (Factory New),4.47,4.47,299.0,4.546,4.477,4.643,-0.016717993840739243,-0.0015635470180925815,4.433714285714286,0.0759035370636673,4.514533333333333,0.13371156353218752,0.028426270514460873,1833.0,261.85714285714283,8730.0,291.0,5,10,0.0,4.489428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-11,AK-47 | Cartel (Factory New),4.42,4.42,261.0,4.47,4.325,4.556,-0.01118568232662187,0.021965317919075078,4.447285714285714,0.06257501620504169,4.510000000000001,0.13453178063193838,0.02829999385589885,1809.0,258.42857142857144,8699.0,289.96666666666664,6,10,0.0,4.480714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-12,AK-47 | Cartel (Factory New),4.388,4.388,242.0,4.42,4.341,4.655,-0.007239819004524861,0.010826998387468256,4.454,0.052524824063076646,4.5011,0.13347243161042655,0.02801410214433866,1823.0,260.42857142857144,8662.0,288.73333333333335,0,10,0.0,4.506142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2015-10-13,AK-47 | Cartel (Factory New),4.421,4.421,216.0,4.388,4.394,4.568,0.007520510483135956,0.006144742831133421,4.457857142857143,0.04883917798368907,4.4962,0.13362469831584278,0.02787506361316041,1787.0,255.28571428571428,8560.0,285.3333333333333,1,10,0.0,4.549571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
