date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-12-01,AK-47 | Cartel (Factory New),5.312,5.312,69.0,5.353,4.742,5.378,-0.007659256491686861,0.12020244622522158,5.099714285714285,0.20842724957967215,5.404433333333333,0.3020558097806135,0.04475823049213045,417.0,59.57142857142857,1586.0,52.86666666666667,4,12,0.0,5.664857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-02,AK-47 | Cartel (Factory New),5.681,5.681,54.0,5.312,4.863,5.559,0.06946536144578319,0.16820892453218161,5.216571428571428,0.26467330651894894,5.408500000000001,0.30491711988669973,0.04608194615589434,396.0,56.57142857142857,1590.0,53.0,5,12,0.0,5.618571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-03,AK-47 | Cartel (Factory New),5.677,5.677,46.0,5.681,4.749,5.617,-0.0007041013906002869,0.19540955990734887,5.349142857142858,0.2270018430204782,5.4105,0.30647096110398453,0.046055658947674626,373.0,53.285714285714285,1584.0,52.8,6,12,0.0,5.528714285714287,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-04,AK-47 | Cartel (Factory New),5.619,5.619,47.0,5.677,5.059,5.826,-0.010216663730843734,0.11069381300652292,5.429142857142858,0.2085832677657455,5.4036,0.29928454687805045,0.04561179086885533,367.0,52.42857142857143,1574.0,52.46666666666667,0,12,0.0,5.429142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-05,AK-47 | Cartel (Factory New),5.856,5.856,49.0,5.619,5.159,5.64,0.04217832354511475,0.13510370226788138,5.528714285714286,0.2218034614477511,5.4108,0.3073739741747827,0.04583086003594809,359.0,51.285714285714285,1571.0,52.36666666666667,1,12,0.0,5.349142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-06,AK-47 | Cartel (Factory New),5.832,5.832,45.0,5.856,5.203,5.476,-0.004098360655737654,0.12089179319623278,5.618571428571428,0.19775515679955427,5.422666666666667,0.3164014678993903,0.0454786656934702,362.0,51.714285714285715,1575.0,52.5,2,12,0.0,5.216571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-07,AK-47 | Cartel (Factory New),5.677,5.677,53.0,5.832,5.353,5.945,-0.026577503429355276,0.06052680739772098,5.6648571428571435,0.16545990327519441,5.413733333333332,0.30510959051170816,0.04309101637954666,363.0,51.857142857142854,1592.0,53.06666666666667,3,12,0.0,5.099714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-08,AK-47 | Cartel (Factory New),5.825,5.825,47.0,5.677,5.312,5.545,0.026070107451118707,0.09657379518072284,5.738142857142857,0.08878614526961259,5.423066666666666,0.31315873859044,0.04150482341295148,341.0,48.714285714285715,1592.0,53.06666666666667,4,12,0.0,5.018285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-09,AK-47 | Cartel (Factory New),5.733,5.733,75.0,5.825,5.681,5.422,-0.015793991416309106,0.009153318077803174,5.745571428571429,0.08582017269160176,5.4334333333333324,0.3180610720530816,0.04139383365936224,362.0,51.714285714285715,1615.0,53.833333333333336,5,12,0.0,4.949142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-10,AK-47 | Cartel (Factory New),5.574,5.574,50.0,5.733,5.677,5.248,-0.027734170591313445,-0.018143385590981165,5.7308571428571415,0.10335435379789092,5.444299999999999,0.317107568500028,0.04127890597746371,366.0,52.285714285714285,1610.0,53.666666666666664,6,12,0.0,4.986428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-11,AK-47 | Cartel (Factory New),5.667,5.667,44.0,5.574,5.619,5.678,0.01668460710441333,0.008542445274960064,5.7377142857142855,0.09710923787999094,5.443933333333333,0.3168433822709398,0.03869354093885346,363.0,51.857142857142854,1593.0,53.1,0,12,0.0,5.047,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-12,AK-47 | Cartel (Factory New),5.737,5.737,48.0,5.667,5.856,5.264,0.012352214575613196,-0.020321038251366108,5.720714285714286,0.08451325219111132,5.459699999999999,0.31925675664998326,0.03623599748704139,362.0,51.714285714285715,1581.0,52.7,1,12,0.0,5.104857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-13,AK-47 | Cartel (Factory New),5.754,5.754,51.0,5.737,5.832,5.649,0.002963221195746879,-0.013374485596707841,5.7095714285714285,0.07353494240904832,5.463199999999999,0.3218776579178285,0.03385411548713463,368.0,52.57142857142857,1579.0,52.63333333333333,2,12,0.0,5.2297142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-14,AK-47 | Cartel (Factory New),6.049,6.049,41.0,5.754,5.677,5.501,0.051268682655544184,0.06552756737713605,5.762714285714286,0.1374426782186611,5.481466666666666,0.33861873676583354,0.03461200619928312,356.0,50.857142857142854,1575.0,52.5,3,12,0.0,5.3215714285714295,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-15,AK-47 | Cartel (Factory New),5.824,5.824,49.0,6.049,5.825,5.709,-0.03719623078194756,-0.00017167381974259044,5.762571428571428,0.13737836920902308,5.485299999999999,0.3418087330657308,0.03477205944117445,358.0,51.142857142857146,1577.0,52.56666666666667,4,12,0.0,5.424571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-16,AK-47 | Cartel (Factory New),5.915,5.915,47.0,5.824,5.733,5.642,0.015625,0.031746031746031855,5.788571428571428,0.14625697262290224,5.494399999999999,0.3494089867190024,0.034777575955754134,330.0,47.142857142857146,1581.0,52.7,5,12,0.0,5.535000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-17,AK-47 | Cartel (Factory New),6.113,6.113,40.0,5.915,5.574,5.463,0.033474218089602825,0.09669895945461082,5.865571428571428,0.15466448215675246,5.516066666666665,0.36652402680073,0.03462708095290188,320.0,45.714285714285715,1575.0,52.5,6,12,0.0,5.570000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-18,AK-47 | Cartel (Factory New),6.038,6.038,45.0,6.113,5.667,5.506,-0.012268935056437114,0.06546673725075003,5.918571428571427,0.14045116807006258,5.5338,0.3782889019431226,0.03474759449389324,321.0,45.857142857142854,1574.0,52.46666666666667,0,12,0.0,5.558285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-19,AK-47 | Cartel (Factory New),5.885,5.885,48.0,6.038,5.737,5.623,-0.025339516396157724,0.025797455115914136,5.9397142857142855,0.12137040623728733,5.542533333333333,0.3832393276038124,0.03496860228245003,321.0,45.857142857142854,1561.0,52.03333333333333,1,12,0.0,5.584714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-20,AK-47 | Cartel (Factory New),5.62,5.62,48.0,5.885,5.754,5.464,-0.04502973661852161,-0.023288147375738477,5.920571428571428,0.15504732654705078,5.5477333333333325,0.3831968104715324,0.035578327874282355,318.0,45.42857142857143,1566.0,52.2,2,12,0.0,5.533428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-21,AK-47 | Cartel (Factory New),5.668,5.668,78.0,5.62,6.049,5.583,0.008540925266903976,-0.06298561745743103,5.866142857142856,0.1668356150496039,5.550566666666667,0.38376092239251713,0.0354067611154256,355.0,50.714285714285715,1597.0,53.233333333333334,3,12,0.0,5.558,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-22,AK-47 | Cartel (Factory New),5.367,5.367,76.0,5.668,5.824,5.464,-0.053105151729004985,-0.07846840659340659,5.800857142857143,0.24271407550650956,5.547333333333333,0.3848836476420143,0.03652112225034752,382.0,54.57142857142857,1628.0,54.266666666666666,4,12,0.0,5.527285714285713,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-12-23,AK-47 | Cartel (Factory New),5.323,5.323,52.0,5.367,5.915,4.869,-0.008198248555990273,-0.10008453085376157,5.716285714285715,0.28725882519613083,5.562466666666667,0.36639602739234073,0.030478881614120636,387.0,55.285714285714285,1619.0,53.96666666666667,5,12,0.0,5.495857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
