date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2016-06-01,AK-47 | Cartel (Factory New),4.133,4.133,180.0,4.759,3.939,4.706,-0.13154023954612315,0.04925107895404923,4.109,0.2792510391335061,4.320266666666666,0.3031083341352102,0.049490620251666624,1142.0,163.14285714285714,4791.0,159.7,2,6,0.0,4.051857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-02,AK-47 | Cartel (Factory New),4.113,4.113,157.0,4.133,3.835,4.692,-0.004839099927413382,0.07249022164276409,4.148714285714286,0.2562831660965851,4.300966666666666,0.29720021123067114,0.049491562199727564,1146.0,163.71428571428572,4789.0,159.63333333333333,3,6,0.0,4.102428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-03,AK-47 | Cartel (Factory New),4.042,4.042,155.0,4.113,3.936,4.831,-0.017262338925358778,0.02693089430894302,4.163857142857142,0.24620051559156217,4.274666666666666,0.2837379463910709,0.04916996895572907,1128.0,161.14285714285714,4792.0,159.73333333333332,4,6,0.0,4.128142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-04,AK-47 | Cartel (Factory New),3.798,3.798,201.0,4.042,4.048,4.651,-0.060366155368629326,-0.06175889328063244,4.128142857142857,0.27666453568558885,4.246233333333333,0.28731790561830445,0.049849453422922047,1158.0,165.42857142857142,4827.0,160.9,5,6,0.0,4.163857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-05,AK-47 | Cartel (Factory New),3.858,3.858,166.0,3.798,4.038,4.748,0.01579778830963674,-0.04457652303120363,4.102428571428572,0.29179878445984825,4.216566666666666,0.2798272899883466,0.049768445936480304,1163.0,166.14285714285714,4816.0,160.53333333333333,6,6,0.0,4.148714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-06,AK-47 | Cartel (Factory New),3.66,3.66,174.0,3.858,4.014,4.66,-0.051321928460342114,-0.08819133034379678,4.051857142857143,0.3308100139145163,4.183233333333333,0.2845405282595473,0.05039458957011727,1160.0,165.71428571428572,4804.0,160.13333333333333,0,6,0.0,4.109,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-07,AK-47 | Cartel (Factory New),3.642,3.642,172.0,3.66,4.759,4.582,-0.004918032786885296,-0.23471317503677247,3.892285714285714,0.1911384795569614,4.1518999999999995,0.29059506189885614,0.050361408293018294,1205.0,172.14285714285714,4825.0,160.83333333333334,1,6,0.0,4.081285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-08,AK-47 | Cartel (Factory New),3.643,3.643,184.0,3.642,4.133,4.581,0.00027457440966505153,-0.1185579482216308,3.822285714285715,0.17953806940965744,4.120633333333333,0.29319441596926016,0.05036349861924921,1209.0,172.71428571428572,4857.0,161.9,2,6,0.0,3.9812857142857148,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-09,AK-47 | Cartel (Factory New),3.674,3.674,172.0,3.643,4.113,4.698,0.00850947021685422,-0.10673474349623158,3.759571428571429,0.13917086840371765,4.0865,0.28343520717558485,0.05009585923093896,1224.0,174.85714285714286,4874.0,162.46666666666667,3,6,0.0,3.9762857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-10,AK-47 | Cartel (Factory New),3.782,3.782,173.0,3.674,4.042,4.643,0.02939575394665228,-0.06432459178624439,3.7224285714285714,0.08164357579986171,4.057799999999999,0.26884833394809554,0.05050712236022873,1242.0,177.42857142857142,4892.0,163.06666666666666,4,6,0.0,3.9732857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-11,AK-47 | Cartel (Factory New),3.826,3.826,167.0,3.782,3.798,4.425,0.011634056054997455,0.007372301211163723,3.7264285714285714,0.08582683087449516,4.037833333333333,0.2630157261880404,0.04999936982895594,1208.0,172.57142857142858,4906.0,163.53333333333333,5,6,0.0,3.9911428571428575,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-12,AK-47 | Cartel (Factory New),3.757,3.757,171.0,3.826,3.858,4.473,-0.01803450078410873,-0.026179367547952248,3.712,0.06941593065407563,4.013966666666667,0.2548023395148134,0.04998965192842806,1213.0,173.28571428571428,4915.0,163.83333333333334,6,6,0.0,4.018857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-13,AK-47 | Cartel (Factory New),3.848,3.848,141.0,3.757,3.66,4.524,0.02422145328719716,0.051366120218579114,3.738857142857143,0.07970737297215645,3.991433333333333,0.23804098853395453,0.05017887222262963,1180.0,168.57142857142858,4875.0,162.5,0,6,0.0,4.035428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-14,AK-47 | Cartel (Factory New),3.778,3.778,141.0,3.848,3.642,4.314,-0.01819126819126815,0.03734211971444257,3.7582857142857145,0.0696741687852706,3.9735666666666662,0.23322616824780962,0.049639239070034376,1149.0,164.14285714285714,4826.0,160.86666666666667,1,6,0.0,4.082285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2016-06-15,AK-47 | Cartel (Factory New),3.829,3.829,116.0,3.778,3.643,4.299,0.013499205929063063,0.05105682130112554,3.7848571428571427,0.05444375491256635,3.9579000000000004,0.22652907833947802,0.04972966421965229,1081.0,154.42857142857142,4796.0,159.86666666666667,2,6,0.0,4.103714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
