date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2013-12-01,AUG | Colony (Battle-Scarred),0.044,0.044,46.0,0.055,,,-0.20000000000000007,,0.0715,0.029159046623646667,,,,104.0,26.0,,,6,12,0.0,0.031714285714285716,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-02,AUG | Colony (Battle-Scarred),0.036,0.036,42.0,0.044,,,-0.18181818181818188,,0.06439999999999999,0.029695790947540025,,,,146.0,29.2,,,0,12,0.0,0.033,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-03,AUG | Colony (Battle-Scarred),0.034,0.034,44.0,0.036,,,-0.05555555555555547,,0.05933333333333333,0.029380643665893744,,,,190.0,31.666666666666668,,,1,12,0.0,0.03357142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-04,AUG | Colony (Battle-Scarred),0.048,0.048,28.0,0.034,,,0.4117647058823528,,0.05771428571428571,0.027488773218556414,,,,218.0,31.142857142857142,,,2,12,0.0,0.03428571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-05,AUG | Colony (Battle-Scarred),0.032,0.032,52.0,0.048,0.12,,-0.33333333333333337,-0.7333333333333334,0.04514285714285714,0.011740389035031063,,,,264.0,37.714285714285715,,,3,12,0.0,0.03528571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-06,AUG | Colony (Battle-Scarred),0.043,0.043,41.0,0.032,0.067,,0.3437499999999998,-0.35820895522388063,0.04171428571428572,0.007647862179613813,,,,281.0,40.142857142857146,,,4,12,0.0,0.03585714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-07,AUG | Colony (Battle-Scarred),0.037,0.037,49.0,0.043,0.055,,-0.13953488372093026,-0.32727272727272727,0.03914285714285714,0.0054623012269443315,0.05159999999999999,0.02494473892427018,,302.0,43.142857142857146,360.0,36.0,5,12,0.0,0.03614285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-08,AUG | Colony (Battle-Scarred),0.03,0.03,40.0,0.037,0.044,,-0.18918918918918914,-0.3181818181818181,0.037142857142857144,0.005865847190756517,0.04963636363636363,0.024581118871171783,0.25774363153166746,296.0,42.285714285714285,400.0,36.36363636363637,6,12,0.0,0.034999999999999996,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-09,AUG | Colony (Battle-Scarred),0.032,0.032,34.0,0.03,0.036,,0.06666666666666665,-0.11111111111111105,0.036571428571428574,0.006137871731125953,0.04816666666666666,0.02403411926592878,0.2501838567559185,288.0,41.142857142857146,434.0,36.166666666666664,0,12,0.0,0.03542857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2013-12-10,AUG | Colony (Battle-Scarred),0.03,0.03,33.0,0.032,0.034,,-0.0625,-0.11764705882352955,0.036,0.006524678426668135,0.04676923076923077,0.023593199300951915,0.23959120295770475,277.0,39.57142857142857,467.0,35.92307692307692,1,12,0.0,0.03485714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
