date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2018-01-01,AK-47 | Cartel (Factory New),6.142,6.142,64.0,6.122,6.169,5.681,0.0032669062397909787,-0.004376722321283721,6.199571428571429,0.12031489296586588,5.8697,0.2620278801959823,0.03380756925611407,499.0,71.28571428571429,1760.0,58.666666666666664,0,1,0.0,6.388714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-02,AK-47 | Cartel (Factory New),6.055,6.055,63.0,6.142,6.464,5.677,-0.014164767176815474,-0.06327351485148525,6.1411428571428575,0.06370787924229639,5.8823,0.2615465732904945,0.03394504649009547,481.0,68.71428571428571,1777.0,59.233333333333334,1,1,0.0,6.274714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-03,AK-47 | Cartel (Factory New),6.202,6.202,67.0,6.055,6.089,5.619,0.024277456647398887,0.018558055509935834,6.157285714285714,0.06275966467568232,5.901733333333334,0.26291632805049514,0.03407131364112017,468.0,66.85714285714286,1797.0,59.9,2,1,0.0,6.217,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-04,AK-47 | Cartel (Factory New),6.324,6.324,58.0,6.202,6.271,5.856,0.01967107384714617,0.008451602615212828,6.164857142857143,0.07748995984997682,5.9173333333333344,0.2734146220587984,0.03346187979134789,454.0,64.85714285714286,1806.0,60.2,3,1,0.0,6.1648571428571435,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-05,AK-47 | Cartel (Factory New),6.538,6.538,68.0,6.324,6.173,5.832,0.033839342188488386,0.05912846265997085,6.216999999999999,0.1522075650457062,5.9408666666666665,0.2946182539415295,0.03387943759321384,457.0,65.28571428571429,1829.0,60.96666666666667,4,1,0.0,6.157285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-06,AK-47 | Cartel (Factory New),6.54,6.54,65.0,6.538,6.136,5.677,0.0003059039461608126,0.06584093872229468,6.274714285714285,0.1838560883530644,5.969633333333334,0.3092198229235779,0.03340077881141469,454.0,64.85714285714286,1841.0,61.36666666666667,5,1,0.0,6.1411428571428575,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-07,AK-47 | Cartel (Factory New),6.92,6.92,64.0,6.54,6.122,5.825,0.05810397553516822,0.13034955896765754,6.388714285714286,0.2774170219752794,6.006133333333334,0.3517014579946401,0.03454090706947438,449.0,64.14285714285714,1858.0,61.93333333333333,6,1,0.0,6.199571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-08,AK-47 | Cartel (Factory New),6.48,6.48,45.0,6.92,6.142,5.733,-0.06358381502890165,0.05503093454900676,6.436999999999999,0.2590824468884651,6.031033333333332,0.3578717166186168,0.036567916932021514,430.0,61.42857142857143,1828.0,60.93333333333333,0,1,0.0,6.20342857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-09,AK-47 | Cartel (Factory New),6.865,6.865,55.0,6.48,6.055,5.574,0.05941358024691357,0.1337737407101569,6.552714285714287,0.24301599846554156,6.074066666666667,0.3774135603758238,0.03732518099358591,422.0,60.285714285714285,1833.0,61.1,1,1,0.0,6.153428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-10,AK-47 | Cartel (Factory New),6.66,6.66,48.0,6.865,6.202,5.667,-0.029861616897305154,0.07384714608190901,6.618142857142859,0.19710072013453175,6.107166666666666,0.3837523579370194,0.03788111306121524,403.0,57.57142857142857,1837.0,61.233333333333334,2,1,0.0,6.037285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-01-11,AK-47 | Cartel (Factory New),6.785,6.785,66.0,6.66,6.324,5.737,0.018768768768768762,0.07289690069576227,6.683999999999999,0.1616442301564059,6.142099999999999,0.3959714089005249,0.03793383609133766,411.0,58.714285714285715,1855.0,61.833333333333336,3,1,0.0,5.922142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
