date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-10-01,AK-47 | Cartel (Factory New),5.882,5.882,61.0,6.061,5.886,5.707,-0.029533080349777308,-0.0006795786612301402,6.046857142857142,0.11446575104923445,6.0077,0.12397234906757768,0.03406833604509802,435.0,62.142857142857146,1987.0,66.23333333333333,6,10,0.0,5.868714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-02,AK-47 | Cartel (Factory New),5.844,5.844,69.0,5.882,6.013,5.995,-0.006460387623257291,-0.028105770829868537,6.022714285714287,0.1350351428181507,6.002666666666666,0.12740364550863084,0.032856619641898226,448.0,64.0,1984.0,66.13333333333334,0,10,0.0,5.908857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-03,AK-47 | Cartel (Factory New),5.758,5.758,60.0,5.844,6.29,5.879,-0.014715947980835087,-0.0845786963434022,5.946714285714286,0.1107387069840071,5.998633333333332,0.1330452262286107,0.032777578521268794,449.0,64.14285714285714,1964.0,65.46666666666667,1,10,0.0,5.926142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-04,AK-47 | Cartel (Factory New),5.957,5.957,48.0,5.758,6.068,6.053,0.03456061132337607,-0.018292682926829285,5.9308571428571435,0.09962562575021774,5.995433333333334,0.1328534740063486,0.0329395044322943,440.0,62.857142857142854,1946.0,64.86666666666666,2,10,0.0,5.930857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-05,AK-47 | Cartel (Factory New),5.989,5.989,49.0,5.957,6.022,6.082,0.005371831458788057,-0.0054799070076386736,5.926142857142857,0.09591280053320536,5.992333333333334,0.1318788164271359,0.03294248270693699,432.0,61.714285714285715,1936.0,64.53333333333333,3,10,0.0,5.946714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-06,AK-47 | Cartel (Factory New),5.871,5.871,55.0,5.989,5.992,6.026,-0.019702788445483344,-0.020193591455273663,5.908857142857143,0.09335558529687678,5.987166666666667,0.13348510112451578,0.03309403947029963,405.0,57.857142857142854,1921.0,64.03333333333333,4,10,0.0,6.022714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-07,AK-47 | Cartel (Factory New),5.78,5.78,64.0,5.871,6.061,5.952,-0.015499914835632844,-0.0463619864708793,5.868714285714286,0.07854337161396739,5.981433333333334,0.13847302585301177,0.033137825281492624,406.0,58.0,1925.0,64.16666666666667,5,10,0.0,6.046857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-08,AK-47 | Cartel (Factory New),5.813,5.813,67.0,5.78,5.882,5.881,0.005709342560553443,-0.011730703842230517,5.858857142857144,0.08056129622206672,5.979166666666668,0.14063808951426426,0.033085084671443575,412.0,58.857142857142854,1927.0,64.23333333333333,6,10,0.0,6.047428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-09,AK-47 | Cartel (Factory New),5.878,5.878,43.0,5.813,5.844,6.041,0.011181833820746778,0.005817932922655755,5.863714285714287,0.08054406830285829,5.973733333333333,0.1412914088762024,0.03277190368334682,386.0,55.142857142857146,1907.0,63.56666666666667,0,10,0.0,6.043285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-10,AK-47 | Cartel (Factory New),5.678,5.678,55.0,5.878,5.758,6.159,-0.0340251786321879,-0.013893713094824567,5.852285714285713,0.09842432087027832,5.9577,0.1465515040295845,0.033095727231244695,381.0,54.42857142857143,1898.0,63.266666666666666,1,10,0.0,6.023285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-11,AK-47 | Cartel (Factory New),5.871,5.871,60.0,5.678,5.957,6.11,0.03399084184572043,-0.014436797045492611,5.840000000000001,0.08955445270895249,5.949733333333335,0.1445380995524094,0.03370206148905392,393.0,56.142857142857146,1891.0,63.03333333333333,2,10,0.0,6.049,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-12,AK-47 | Cartel (Factory New),5.849,5.849,36.0,5.871,5.989,5.888,-0.0037472321580651613,-0.023376189681081905,5.819999999999999,0.06678323142825612,5.948433333333333,0.14526107148471976,0.03305718850217669,380.0,54.285714285714285,1867.0,62.233333333333334,3,10,0.0,6.031571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-13,AK-47 | Cartel (Factory New),5.9,5.9,57.0,5.849,5.871,6.024,0.008719439220379543,0.004939533299267662,5.824142857142857,0.07060843448489833,5.9443,0.14481554934927846,0.03282689324722794,382.0,54.57142857142857,1866.0,62.2,4,10,0.0,6.003714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-14,AK-47 | Cartel (Factory New),5.828,5.828,79.0,5.9,5.78,5.777,-0.012203389830508504,0.008304498269896099,5.831000000000001,0.06828093228922502,5.945999999999999,0.1431311752670721,0.03202988585334,397.0,56.714285714285715,1872.0,62.4,5,10,0.0,5.974142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-15,AK-47 | Cartel (Factory New),5.729,5.729,60.0,5.828,5.813,6.289,-0.016986959505833954,-0.014450369860657064,5.819000000000001,0.0771899327262677,5.927333333333333,0.133364496358247,0.027693790033611,390.0,55.714285714285715,1849.0,61.63333333333333,6,10,0.0,5.986285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-16,AK-47 | Cartel (Factory New),5.727,5.727,59.0,5.729,5.878,5.957,-0.0003491010647581616,-0.025689009867301715,5.797428571428573,0.07877065650691653,5.919666666666667,0.13797012559085226,0.026086582908897888,406.0,58.0,1821.0,60.7,0,10,0.0,5.9755714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-17,AK-47 | Cartel (Factory New),5.877,5.877,40.0,5.727,5.678,5.971,0.026191723415400547,0.0350475519549136,5.825857142857143,0.06529587292017898,5.9165333333333345,0.1378360701058406,0.026535000649732198,391.0,55.857142857142854,1781.0,59.36666666666667,1,10,0.0,6.037999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-18,AK-47 | Cartel (Factory New),5.901,5.901,49.0,5.877,5.871,5.806,0.0040837161817253165,0.005109862033724877,5.830142857142858,0.06899778168572529,5.9197000000000015,0.13634347558036397,0.02604737785392844,380.0,54.285714285714285,1769.0,58.96666666666667,2,10,0.0,5.977285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-19,AK-47 | Cartel (Factory New),5.704,5.704,47.0,5.901,5.849,6.095,-0.03338417217420775,-0.02479056248931444,5.809428571428572,0.08095652650449789,5.906666666666667,0.13764527678864324,0.025104196500954266,391.0,55.857142857142854,1749.0,58.3,3,10,0.0,5.988428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-20,AK-47 | Cartel (Factory New),5.76,5.76,59.0,5.704,5.9,5.946,0.009817671809256634,-0.023728813559322104,5.789428571428571,0.07301439612032903,5.900466666666667,0.1399044276957984,0.024830039210670767,393.0,56.142857142857146,1750.0,58.333333333333336,4,10,0.0,5.958857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-21,AK-47 | Cartel (Factory New),5.944,5.944,59.0,5.76,5.828,6.202,0.03194444444444455,0.019903912148249825,5.806,0.09086882225022425,5.891866666666667,0.128575719152395,0.024250038677444543,373.0,53.285714285714285,1750.0,58.333333333333336,5,10,0.0,6.002285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-10-22,AK-47 | Cartel (Factory New),6.107,6.107,55.0,5.944,5.729,5.852,0.02742261103633914,0.06598010123930886,5.86,0.13204977416543684,5.900366666666667,0.13397474471788412,0.022481636427093676,368.0,52.57142857142857,1736.0,57.86666666666667,6,10,0.0,6.029142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
