date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-12-01,AUG | Colony (Battle-Scarred),0.03,0.03,60.0,0.03,0.03,0.032,0.0,0.0,0.0308571428571428,0.0020995626366712,0.031,0.0018439088914585,0.0922835069624868,382.0,54.57142857142857,1488.0,49.6,0,12,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-12-21,Glock-18 | Dragon Tattoo (Factory New),1.85,1.85,620.0,1.886,1.957,1.596,-0.0190880169671261,-0.0546755237608584,1.9304285714285716,0.0456973182797326,1.8518000000000003,0.1925546502511256,0.1028506723731889,3942.0,563.1428571428571,16906.0,563.5333333333333,6,12,0.0,1.6008571428571428,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-21,Glock-18 | Dragon Tattoo (Factory New),1.85,1.85,620.0,1.886,1.957,1.596,-0.0190880169671261,-0.0546755237608584,1.9304285714285716,0.0456973182797326,1.8518000000000003,0.1925546502511256,0.1028506723731889,3942.0,563.1428571428571,16906.0,563.5333333333333,6,12,0.0,1.6008571428571428,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-22,Glock-18 | Dragon Tattoo (Factory New),1.861,1.861,750.0,1.85,1.918,1.531,0.0059459459459458,-0.029718456725756,1.9222857142857144,0.0518506489440428,1.8628,0.1831084196134447,0.1024208096624845,4169.0,595.5714285714286,17060.0,568.6666666666666,0,12,0.0,1.6618571428571427,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-22,Glock-18 | Dragon Tattoo (Factory New),1.861,1.861,750.0,1.85,1.918,1.531,0.0059459459459458,-0.029718456725756,1.9222857142857144,0.0518506489440428,1.8628,0.1831084196134447,0.1024208096624845,4169.0,595.5714285714286,17060.0,568.6666666666666,0,12,0.0,1.6618571428571427,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-23,Glock-18 | Dragon Tattoo (Factory New),1.908,1.908,564.0,1.861,1.945,1.559,0.0252552391187532,-0.0190231362467867,1.917,0.0511468474101777,1.8744333333333332,0.1743128764288195,0.1024432754548279,4192.0,598.8571428571429,17015.0,567.1666666666666,1,12,0.0,1.729142857142857,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-23,Glock-18 | Dragon Tattoo (Factory New),1.908,1.908,564.0,1.861,1.945,1.559,0.0252552391187532,-0.0190231362467867,1.917,0.0511468474101777,1.8744333333333332,0.1743128764288195,0.1024432754548279,4192.0,598.8571428571429,17015.0,567.1666666666666,1,12,0.0,1.729142857142857,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-24,Glock-18 | Dragon Tattoo (Factory New),2.026,2.026,714.0,1.908,1.993,1.529,0.0618448637316562,0.016557952834922,1.9217142857142857,0.0588720508165541,1.891,0.1640085363632027,0.1026533739094278,4377.0,625.2857142857143,17182.0,572.7333333333333,2,12,0.0,1.78,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-24,Glock-18 | Dragon Tattoo (Factory New),2.026,2.026,714.0,1.908,1.993,1.529,0.0618448637316562,0.016557952834922,1.9217142857142857,0.0588720508165541,1.891,0.1640085363632027,0.1026533739094278,4377.0,625.2857142857143,17182.0,572.7333333333333,2,12,0.0,1.78,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-25,Glock-18 | Dragon Tattoo (Factory New),2.396,2.396,714.0,2.026,1.967,1.703,0.1826258637709774,0.2180986273512963,1.983,0.1776296307328417,1.9141,0.1835426108564439,0.105570583472047,4556.0,650.8571428571429,17428.0,580.9333333333333,3,12,0.0,1.8548571428571432,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-25,Glock-18 | Dragon Tattoo (Factory New),2.396,2.396,714.0,2.026,1.967,1.703,0.1826258637709774,0.2180986273512963,1.983,0.1776296307328417,1.9141,0.1835426108564439,0.105570583472047,4556.0,650.8571428571429,17428.0,580.9333333333333,3,12,0.0,1.8548571428571432,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-26,Glock-18 | Dragon Tattoo (Factory New),2.403,2.403,652.0,2.396,1.954,1.735,0.0029215358931553,0.22978505629478,2.047142857142857,0.2291677043884977,1.9363666666666668,0.2002256199613049,0.105599916103187,4614.0,659.1428571428571,17574.0,585.8,4,12,0.0,1.9472857142857145,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-26,Glock-18 | Dragon Tattoo (Factory New),2.403,2.403,652.0,2.396,1.954,1.735,0.0029215358931553,0.22978505629478,2.047142857142857,0.2291677043884977,1.9363666666666668,0.2002256199613049,0.105599916103187,4614.0,659.1428571428571,17574.0,585.8,4,12,0.0,1.9472857142857145,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-27,Glock-18 | Dragon Tattoo (Factory New),2.319,2.319,689.0,2.403,1.886,1.712,-0.034956304619226,0.2295864262990457,2.1090000000000004,0.2356692597688549,1.9566,0.2070825278321021,0.1058748560524198,4703.0,671.8571428571429,17620.0,587.3333333333334,5,12,0.0,2.021571428571429,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-27,Glock-18 | Dragon Tattoo (Factory New),2.319,2.319,689.0,2.403,1.886,1.712,-0.034956304619226,0.2295864262990457,2.1090000000000004,0.2356692597688549,1.9566,0.2070825278321021,0.1058748560524198,4703.0,671.8571428571429,17620.0,587.3333333333334,5,12,0.0,2.021571428571429,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-28,Glock-18 | Dragon Tattoo (Factory New),2.218,2.218,579.0,2.319,1.85,1.708,-0.0435532557136696,0.1989189189189188,2.1615714285714285,0.211873855424035,1.9736,0.2069100609765831,0.1063665789599707,4662.0,666.0,17568.0,585.6,6,12,0.0,2.0305714285714287,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-28,Glock-18 | Dragon Tattoo (Factory New),2.218,2.218,579.0,2.319,1.85,1.708,-0.0435532557136696,0.1989189189189188,2.1615714285714285,0.211873855424035,1.9736,0.2069100609765831,0.1063665789599707,4662.0,666.0,17568.0,585.6,6,12,0.0,2.0305714285714287,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-29,Glock-18 | Dragon Tattoo (Factory New),2.235,2.235,588.0,2.218,1.861,2.361,0.0076645626690712,0.2009672219236968,2.215,0.1729161646579058,1.9694000000000005,0.2001728586330657,0.0815229975542728,4500.0,642.8571428571429,18041.0,601.3666666666667,0,12,0.0,2.035,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-29,Glock-18 | Dragon Tattoo (Factory New),2.235,2.235,588.0,2.218,1.861,2.361,0.0076645626690712,0.2009672219236968,2.215,0.1729161646579058,1.9694000000000005,0.2001728586330657,0.0815229975542728,4500.0,642.8571428571429,18041.0,601.3666666666667,0,12,0.0,2.035,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-30,Glock-18 | Dragon Tattoo (Factory New),2.315,2.315,604.0,2.235,1.908,1.62,0.0357941834451902,0.2133123689727463,2.2731428571428567,0.1203488127681112,1.9925666666666664,0.1986062575941542,0.0567987786285189,4540.0,648.5714285714286,17543.0,584.7666666666667,1,12,0.0,2.0290000000000004,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-30,Glock-18 | Dragon Tattoo (Factory New),2.315,2.315,604.0,2.235,1.908,1.62,0.0357941834451902,0.2133123689727463,2.2731428571428567,0.1203488127681112,1.9925666666666664,0.1986062575941542,0.0567987786285189,4540.0,648.5714285714286,17543.0,584.7666666666667,1,12,0.0,2.0290000000000004,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-31,Glock-18 | Dragon Tattoo (Factory New),2.38,2.38,563.0,2.315,2.026,1.452,0.0280777537796976,0.1747285291214215,2.3237142857142854,0.0695120016065351,2.0235000000000003,0.1837134997761459,0.0524962979122934,4389.0,627.0,17425.0,580.8333333333334,2,12,0.0,2.0302857142857147,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-12-31,Glock-18 | Dragon Tattoo (Factory New),2.38,2.38,563.0,2.315,2.026,1.452,0.0280777537796976,0.1747285291214215,2.3237142857142854,0.0695120016065351,2.0235000000000003,0.1837134997761459,0.0524962979122934,4389.0,627.0,17425.0,580.8333333333334,2,12,0.0,2.0302857142857147,Glock-18 | Dragon Tattoo (Factory New),Glock-18 | Dragon Tattoo (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,Glock-18 | Sand Dune (Field-Tested),0.066,0.066,141.0,0.071,0.072,0.104,-0.0704225352112675,-0.0833333333333332,0.0829999999999999,0.020325915899237,0.0960333333333333,0.0286629648772689,0.2994647874120139,813.0,116.14285714285714,3810.0,127.0,0,12,0.0,0.0935714285714285,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-12-01,Glock-18 | Sand Dune (Field-Tested),0.066,0.066,141.0,0.071,0.072,0.104,-0.0704225352112675,-0.0833333333333332,0.0829999999999999,0.020325915899237,0.0960333333333333,0.0286629648772689,0.2994647874120139,813.0,116.14285714285714,3810.0,127.0,0,12,0.0,0.0935714285714285,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Glock-18 | Sand Dune (Field-Tested),0.073,0.073,93.0,0.066,0.081,0.101,0.1060606060606059,-0.0987654320987655,0.0818571428571428,0.0206288880070682,0.0951,0.0289405712912973,0.2996869919248344,811.0,115.85714285714286,3704.0,123.46666666666668,1,12,0.0,0.0884285714285714,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-12-02,Glock-18 | Sand Dune (Field-Tested),0.073,0.073,93.0,0.066,0.081,0.101,0.1060606060606059,-0.0987654320987655,0.0818571428571428,0.0206288880070682,0.0951,0.0289405712912973,0.2996869919248344,811.0,115.85714285714286,3704.0,123.46666666666668,1,12,0.0,0.0884285714285714,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Glock-18 | Sand Dune (Field-Tested),0.082,0.082,121.0,0.073,0.088,0.127,0.1232876712328767,-0.0681818181818181,0.081,0.0204799553570942,0.0935999999999999,0.0284096227828999,0.2971918682325994,823.0,117.57142857142856,3698.0,123.26666666666668,2,12,0.0,0.0911428571428571,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-12-03,Glock-18 | Sand Dune (Field-Tested),0.082,0.082,121.0,0.073,0.088,0.127,0.1232876712328767,-0.0681818181818181,0.081,0.0204799553570942,0.0935999999999999,0.0284096227828999,0.2971918682325994,823.0,117.57142857142856,3698.0,123.26666666666668,2,12,0.0,0.0911428571428571,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Glock-18 | Sand Dune (Field-Tested),0.107,0.107,124.0,0.082,0.072,0.112,0.3048780487804876,0.4861111111111111,0.086,0.0218958574033667,0.0934333333333333,0.0283157003955206,0.300248196831569,800.0,114.28571428571428,3711.0,123.7,3,12,0.0,0.086,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-12-04,Glock-18 | Sand Dune (Field-Tested),0.107,0.107,124.0,0.082,0.072,0.112,0.3048780487804876,0.4861111111111111,0.086,0.0218958574033667,0.0934333333333333,0.0283157003955206,0.300248196831569,800.0,114.28571428571428,3711.0,123.7,3,12,0.0,0.086,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Glock-18 | Sand Dune (Field-Tested),0.109,0.109,113.0,0.107,0.073,0.108,0.0186915887850467,0.493150684931507,0.0911428571428571,0.0224590329993369,0.0934666666666666,0.0283334117645973,0.2999756694103815,763.0,109.0,3686.0,122.86666666666666,4,12,0.0,0.0809999999999999,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-05,Glock-18 | Sand Dune (Field-Tested),0.109,0.109,113.0,0.107,0.073,0.108,0.0186915887850467,0.493150684931507,0.0911428571428571,0.0224590329993369,0.0934666666666666,0.0283334117645973,0.2999756694103815,763.0,109.0,3686.0,122.86666666666666,4,12,0.0,0.0809999999999999,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-12-06,Glock-18 | Sand Dune (Field-Tested),0.111,0.111,115.0,0.109,0.13,0.102,0.0183486238532111,-0.1461538461538462,0.0884285714285714,0.0183758937031034,0.0937666666666666,0.0284694963464797,0.2995044929757178,842.0,120.28571428571428,3693.0,123.1,5,12,0.0,0.0818571428571428,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-06,Glock-18 | Sand Dune (Field-Tested),0.111,0.111,115.0,0.109,0.13,0.102,0.0183486238532111,-0.1461538461538462,0.0884285714285714,0.0183758937031034,0.0937666666666666,0.0284694963464797,0.2995044929757178,842.0,120.28571428571428,3693.0,123.1,5,12,0.0,0.0818571428571428,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-12-07,Glock-18 | Sand Dune (Field-Tested),0.107,0.107,103.0,0.111,0.071,0.217,-0.0360360360360361,0.507042253521127,0.0935714285714285,0.0178073591758106,0.0901,0.0172246915792417,0.2212916008388729,810.0,115.71428571428572,3649.0,121.63333333333334,6,12,0.0,0.0829999999999999,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-07,Glock-18 | Sand Dune (Field-Tested),0.107,0.107,103.0,0.111,0.071,0.217,-0.0360360360360361,0.507042253521127,0.0935714285714285,0.0178073591758106,0.0901,0.0172246915792417,0.2212916008388729,810.0,115.71428571428572,3649.0,121.63333333333334,6,12,0.0,0.0829999999999999,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-12-08,Glock-18 | Sand Dune (Field-Tested),0.103,0.103,125.0,0.107,0.066,0.115,-0.0373831775700934,0.5606060606060606,0.0988571428571428,0.0139019892865175,0.0897,0.0167752794313537,0.2034941870281368,794.0,113.42857142857144,3623.0,120.76666666666668,0,12,0.0,0.0838571428571428,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-08,Glock-18 | Sand Dune (Field-Tested),0.103,0.103,125.0,0.107,0.066,0.115,-0.0373831775700934,0.5606060606060606,0.0988571428571428,0.0139019892865175,0.0897,0.0167752794313537,0.2034941870281368,794.0,113.42857142857144,3623.0,120.76666666666668,0,12,0.0,0.0838571428571428,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Glock-18 | Sand Dune (Field-Tested),0.103,0.103,99.0,0.103,0.073,0.108,0.0,0.4109589041095891,0.1031428571428571,0.0090463658279928,0.0895333333333333,0.0166167251754235,0.2030245564873587,800.0,114.28571428571428,3578.0,119.26666666666668,1,12,0.0,0.0847142857142857,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-09,Glock-18 | Sand Dune (Field-Tested),0.103,0.103,99.0,0.103,0.073,0.108,0.0,0.4109589041095891,0.1031428571428571,0.0090463658279928,0.0895333333333333,0.0166167251754235,0.2030245564873587,800.0,114.28571428571428,3578.0,119.26666666666668,1,12,0.0,0.0847142857142857,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Glock-18 | Sand Dune (Field-Tested),0.095,0.095,125.0,0.103,0.082,0.111,-0.0776699029126213,0.1585365853658535,0.105,0.0048989794855663,0.089,0.0161699309419263,0.2037299507731102,804.0,114.85714285714286,3583.0,119.43333333333334,2,12,0.0,0.0771428571428571,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-10,Glock-18 | Sand Dune (Field-Tested),0.095,0.095,125.0,0.103,0.082,0.111,-0.0776699029126213,0.1585365853658535,0.105,0.0048989794855663,0.089,0.0161699309419263,0.2037299507731102,804.0,114.85714285714286,3583.0,119.43333333333334,2,12,0.0,0.0771428571428571,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Glock-18 | Sand Dune (Field-Tested),0.102,0.102,129.0,0.095,0.107,0.12,0.0736842105263158,-0.0467289719626168,0.1042857142857142,0.0049197643879207,0.0884,0.0153201392508902,0.2036532136100473,809.0,115.57142857142856,3575.0,119.16666666666669,3,12,0.0,0.0787142857142857,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-11,Glock-18 | Sand Dune (Field-Tested),0.102,0.102,129.0,0.095,0.107,0.12,0.0736842105263158,-0.0467289719626168,0.1042857142857142,0.0049197643879207,0.0884,0.0153201392508902,0.2036532136100473,809.0,115.57142857142856,3575.0,119.16666666666669,3,12,0.0,0.0787142857142857,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Glock-18 | Sand Dune (Field-Tested),0.093,0.093,127.0,0.102,0.109,0.082,-0.0882352941176469,-0.146788990825688,0.102,0.0058309518948453,0.0887666666666666,0.0152941891652425,0.1952496658425498,823.0,117.57142857142856,3580.0,119.33333333333331,4,12,0.0,0.0811428571428571,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-12,Glock-18 | Sand Dune (Field-Tested),0.093,0.093,127.0,0.102,0.109,0.082,-0.0882352941176469,-0.146788990825688,0.102,0.0058309518948453,0.0887666666666666,0.0152941891652425,0.1952496658425498,823.0,117.57142857142856,3580.0,119.33333333333331,4,12,0.0,0.0811428571428571,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Glock-18 | Sand Dune (Field-Tested),0.092,0.092,165.0,0.093,0.111,0.066,-0.010752688172043,-0.1711711711711712,0.0992857142857142,0.0054172814931024,0.0896333333333333,0.0147048366948505,0.1911947295534299,873.0,124.71428571428572,3582.0,119.4,5,12,0.0,0.0824285714285714,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-13,Glock-18 | Sand Dune (Field-Tested),0.092,0.092,165.0,0.093,0.111,0.066,-0.010752688172043,-0.1711711711711712,0.0992857142857142,0.0054172814931024,0.0896333333333333,0.0147048366948505,0.1911947295534299,873.0,124.71428571428572,3582.0,119.4,5,12,0.0,0.0824285714285714,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-14,Glock-18 | Sand Dune (Field-Tested),0.086,0.086,154.0,0.092,0.107,0.08,-0.0652173913043479,-0.1962616822429906,0.0962857142857142,0.0060877930721892,0.0898333333333333,0.0146129698859913,0.1887396446315863,924.0,132.0,3594.0,119.8,6,12,0.0,0.0849999999999999,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-12-14,Glock-18 | Sand Dune (Field-Tested),0.086,0.086,154.0,0.092,0.107,0.08,-0.0652173913043479,-0.1962616822429906,0.0962857142857142,0.0060877930721892,0.0898333333333333,0.0146129698859913,0.1887396446315863,924.0,132.0,3594.0,119.8,6,12,0.0,0.0849999999999999,Glock-18 | Sand Dune (Field-Tested),Glock-18 | Sand Dune (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
