date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-01-15,AUG | Colony (Battle-Scarred),0.049,0.049,49.0,0.032,0.032,0.04,0.53125,0.53125,0.0339999999999999,0.0062335497797918,0.0345,0.00561397066849,0.1744258369268602,624.0,89.14285714285714,2457.0,81.9,2,1,0.0,0.034,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.53125,0.53125,0.0335714285714285,0.0047832124016314,0.0478373294141601,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-15,AUG | Colony (Battle-Scarred),0.049,0.049,49.0,0.032,0.032,0.04,0.53125,0.53125,0.0339999999999999,0.0062335497797918,0.0345,0.00561397066849,0.1744258369268602,624.0,89.14285714285714,2457.0,81.9,2,1,0.0,0.034,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.53125,0.53125,0.0335714285714285,0.0047832124016314,0.0478373294141601,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-16,AUG | Colony (Battle-Scarred),0.031,0.031,98.0,0.049,0.03,0.055,-0.3673469387755103,0.0333333333333334,0.0341428571428571,0.0061511571833174,0.0337,0.0041565209811411,0.1752609193009237,643.0,91.85714285714286,2512.0,83.73333333333333,3,1,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0333333333333334,-0.03125,0.0335,0.0048158392510867,0.0305292050348228,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-01-16,AUG | Colony (Battle-Scarred),0.031,0.031,98.0,0.049,0.03,0.055,-0.3673469387755103,0.0333333333333334,0.0341428571428571,0.0061511571833174,0.0337,0.0041565209811411,0.1752609193009237,643.0,91.85714285714286,2512.0,83.73333333333333,3,1,0.0,0.0365714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0333333333333334,-0.03125,0.0335,0.0048158392510867,0.0305292050348228,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-17,AUG | Colony (Battle-Scarred),0.034,0.034,97.0,0.031,0.033,0.031,0.0967741935483872,0.0303030303030302,0.0342857142857142,0.0061345458724525,0.0338,0.004126338166785,0.1563958515880496,629.0,89.85714285714286,2568.0,85.6,4,1,0.0,0.0374285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0303030303030302,0.1333333333333335,0.0337857142857142,0.0047097047339847,0.0334347760862373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-17,AUG | Colony (Battle-Scarred),0.034,0.034,97.0,0.031,0.033,0.031,0.0967741935483872,0.0303030303030302,0.0342857142857142,0.0061345458724525,0.0338,0.004126338166785,0.1563958515880496,629.0,89.85714285714286,2568.0,85.6,4,1,0.0,0.0374285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0303030303030302,0.1333333333333335,0.0337857142857142,0.0047097047339847,0.0334347760862373,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-01-18,AUG | Colony (Battle-Scarred),0.03,0.03,156.0,0.034,0.033,0.032,-0.1176470588235295,-0.0909090909090909,0.0338571428571428,0.0063116348669641,0.0337333333333333,0.0041707979518978,0.1581535084456603,691.0,98.71428571428572,2687.0,89.56666666666666,5,1,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,-0.0909090909090909,-0.1176470588235295,0.0335,0.0048158392510867,0.0295588022415444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-18,AUG | Colony (Battle-Scarred),0.03,0.03,156.0,0.034,0.033,0.032,-0.1176470588235295,-0.0909090909090909,0.0338571428571428,0.0063116348669641,0.0337333333333333,0.0041707979518978,0.1581535084456603,691.0,98.71428571428572,2687.0,89.56666666666666,5,1,0.0,0.0371428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,-0.0909090909090909,-0.1176470588235295,0.0335,0.0048158392510867,0.0295588022415444,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-01-19,AUG | Colony (Battle-Scarred),0.03,0.03,100.0,0.03,0.031,0.042,0.0,-0.0322580645161291,0.0337142857142857,0.0063855704681791,0.0333333333333333,0.0039271137266728,0.1478507322818152,692.0,98.85714285714286,2716.0,90.53333333333332,6,1,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,-0.0322580645161291,-0.1176470588235295,0.0332142857142857,0.0049017825867201,0.0295588022415444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-01-19,AUG | Colony (Battle-Scarred),0.03,0.03,100.0,0.03,0.031,0.042,0.0,-0.0322580645161291,0.0337142857142857,0.0063855704681791,0.0333333333333333,0.0039271137266728,0.1478507322818152,692.0,98.85714285714286,2716.0,90.53333333333332,6,1,0.0,0.0381428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,-0.0322580645161291,-0.1176470588235295,0.0332142857142857,0.0049017825867201,0.0295588022415444,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-01-20,AUG | Colony (Battle-Scarred),0.03,0.03,120.0,0.03,0.03,0.03,0.0,0.0,0.0337142857142857,0.0063855704681791,0.0333333333333333,0.0039271137266728,0.1380345097357027,715.0,102.14285714285714,2748.0,91.6,0,1,0.0,0.0372857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,0.0,-0.1176470588235295,0.0329285714285714,0.0049685826134636,0.0295588022415444,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
