date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2015-08-15,AK-47 | Cartel (Factory New),3.672,3.672,339.0,4.048,4.21,4.238,-0.0928853754940711,-0.1277909738717338,4.0155714285714295,0.1452238244355018,4.1712,0.1537086855060571,0.0361930556365496,1931.0,275.85714285714283,8231.0,274.3666666666667,5,8,0.0,4.282285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.1277909738717338,-0.1213208901651112,4.089428571428572,0.1383572378834056,1.541587245525926,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2015-08-15,AK-47 | Cartel (Factory New),3.672,3.672,339.0,4.048,4.21,4.238,-0.0928853754940711,-0.1277909738717338,4.0155714285714295,0.1452238244355018,4.1712,0.1537086855060571,0.0361930556365496,1931.0,275.85714285714283,8231.0,274.3666666666667,5,8,0.0,4.282285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.1277909738717338,-0.1213208901651112,4.089428571428572,0.1383572378834056,1.541587245525926,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-16,AK-47 | Cartel (Factory New),3.722,3.722,302.0,3.672,4.081,4.128,0.0136165577342046,-0.0879686351384465,3.964285714285715,0.1736669343359081,4.157666666666667,0.1735137522567655,0.0360933335611117,1970.0,281.42857142857144,8239.0,274.6333333333333,6,8,0.0,4.267571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.0879686351384465,-0.1205103969754254,4.053,0.1628954360223857,1.552232438663321,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2015-08-16,AK-47 | Cartel (Factory New),3.722,3.722,302.0,3.672,4.081,4.128,0.0136165577342046,-0.0879686351384465,3.964285714285715,0.1736669343359081,4.157666666666667,0.1735137522567655,0.0360933335611117,1970.0,281.42857142857144,8239.0,274.6333333333333,6,8,0.0,4.267571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.0879686351384465,-0.1205103969754254,4.053,0.1628954360223857,1.552232438663321,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-17,AK-47 | Cartel (Factory New),3.678,3.678,278.0,3.722,4.092,4.124,-0.0118216012896292,-0.1011730205278591,3.905142857142858,0.189843867105448,4.142799999999999,0.1936945017288823,0.0361277636992547,1981.0,283.0,8240.0,274.6666666666667,0,8,0.0,4.272285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.1011730205278591,-0.1033642125792296,4.022714285714286,0.1902097743065754,1.5428706681619873,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2015-08-17,AK-47 | Cartel (Factory New),3.678,3.678,278.0,3.722,4.092,4.124,-0.0118216012896292,-0.1011730205278591,3.905142857142858,0.189843867105448,4.142799999999999,0.1936945017288823,0.0361277636992547,1981.0,283.0,8240.0,274.6666666666667,0,8,0.0,4.272285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.1011730205278591,-0.1033642125792296,4.022714285714286,0.1902097743065754,1.5428706681619873,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-18,AK-47 | Cartel (Factory New),3.641,3.641,274.0,3.678,4.133,4.322,-0.0100598151169113,-0.119041858214372,3.834857142857143,0.1834420333288876,4.1201,0.2105357214346297,0.0348690508120062,1990.0,284.2857142857143,8257.0,275.2333333333333,1,8,0.0,4.238428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.119041858214372,-0.1032019704433496,3.992785714285714,0.21521230254062,1.5349298602590389,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2015-08-18,AK-47 | Cartel (Factory New),3.641,3.641,274.0,3.678,4.133,4.322,-0.0100598151169113,-0.119041858214372,3.834857142857143,0.1834420333288876,4.1201,0.2105357214346297,0.0348690508120062,1990.0,284.2857142857143,8257.0,275.2333333333333,1,8,0.0,4.238428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.119041858214372,-0.1032019704433496,3.992785714285714,0.21521230254062,1.5349298602590389,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-19,AK-47 | Cartel (Factory New),3.836,3.836,257.0,3.641,4.082,4.239,0.053556715188135,-0.060264576188143,3.799714285714285,0.1539171523772395,4.1066666666666665,0.2153230647706423,0.0363029400870907,1992.0,284.57142857142856,8244.0,274.8,2,8,0.0,4.232,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.060264576188143,-0.0912106135986733,3.965285714285714,0.2082943289495125,1.5760879327525463,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2015-08-19,AK-47 | Cartel (Factory New),3.836,3.836,257.0,3.641,4.082,4.239,0.053556715188135,-0.060264576188143,3.799714285714285,0.1539171523772395,4.1066666666666665,0.2153230647706423,0.0363029400870907,1992.0,284.57142857142856,8244.0,274.8,2,8,0.0,4.232,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.060264576188143,-0.0912106135986733,3.965285714285714,0.2082943289495125,1.5760879327525463,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-20,AK-47 | Cartel (Factory New),3.869,3.869,294.0,3.836,4.001,4.309,0.0086027111574558,-0.0329917520619845,3.780857142857143,0.1350284928359604,4.0920000000000005,0.2160257700676781,0.0361913494186439,2032.0,290.2857142857143,8259.0,275.3,3,8,0.0,4.252857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.0329917520619845,-0.0677108433734939,3.9452142857142856,0.2025864216618638,1.582888577200564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
