date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-02,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-03,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-13,0,1,1,1,0,1,1,1,0,1,1,1
2023-02-14,0,1,1,1,0,1,1,1,0,1,1,1
2023-02-15,0,1,1,1,0,1,1,1,0,1,1,1
2023-02-16,0,1,1,1,0,1,1,1,0,1,1,1
2023-02-17,0,1,1,1,0,1,1,1,0,1,1,1
2023-02-18,0,1,1,1,0,1,1,1,0,1,1,1
2023-02-19,0,1,1,1,0,1,1,1,0,1,1,1
2023-02-20,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-21,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-22,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-23,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-24,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-25,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-26,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-27,0,0,0,1,0,0,0,1,0,0,0,1
2023-02-28,0,0,0,1,0,0,0,1,0,0,0,1
