date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2019-03-01,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-02,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-03,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-04,0,0,1,1,0,0,1,1,0,0,1,1
2019-03-05,0,0,1,1,0,0,1,1,0,0,1,1
2019-03-06,0,0,1,1,0,0,1,1,0,0,1,1
2019-03-07,0,0,1,1,0,0,1,1,0,0,1,1
2019-03-08,0,0,1,1,0,0,1,1,0,0,1,1
2019-03-09,0,0,1,1,0,0,1,1,0,0,1,1
2019-03-10,0,0,1,1,0,0,1,1,0,0,1,1
2019-03-11,1,1,1,1,1,1,1,1,1,1,1,1
2019-03-12,1,1,1,1,1,1,1,1,1,1,1,1
2019-03-13,1,1,1,1,1,1,1,1,1,1,1,1
2019-03-14,1,1,1,1,1,1,1,1,1,1,1,1
2019-03-15,1,1,1,1,1,1,1,1,1,1,1,1
2019-03-16,1,1,1,1,1,1,1,1,1,1,1,1
2019-03-17,1,1,1,1,1,1,1,1,1,1,1,1
2019-03-18,0,1,1,1,0,1,1,1,0,1,1,1
2019-03-19,0,1,1,1,0,1,1,1,0,1,1,1
2019-03-20,0,1,1,1,0,1,1,1,0,1,1,1
2019-03-21,0,1,1,1,0,1,1,1,0,1,1,1
2019-03-22,0,1,1,1,0,1,1,1,0,1,1,1
2019-03-23,0,1,1,1,0,1,1,1,0,1,1,1
2019-03-24,0,1,1,1,0,1,1,1,0,1,1,1
2019-03-25,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-26,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-27,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-28,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-29,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-30,0,0,0,1,0,0,0,1,0,0,0,1
2019-03-31,0,0,0,1,0,0,0,1,0,0,0,1
