date,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2025-05-01,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-02,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-03,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-04,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-05,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-06,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-07,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-08,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-09,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-10,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-11,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-12,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-13,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-14,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-15,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-16,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-17,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-18,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-19,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-20,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-21,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-22,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-23,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-24,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-25,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2025-05-26,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-27,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-28,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-29,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-30,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-05-31,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
