date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2019-10-01,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-02,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-03,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-04,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-05,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-06,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-07,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-08,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-09,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-10,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-11,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-12,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-13,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-14,0,0,1,1,0,0,1,1,0,0,1,1
2019-10-15,0,0,1,1,0,0,1,1,0,0,1,1
2019-10-16,0,0,1,1,0,0,1,1,0,0,1,1
2019-10-17,0,0,1,1,0,0,1,1,0,0,1,1
2019-10-18,0,0,1,1,0,0,1,1,0,0,1,1
2019-10-19,0,0,1,1,0,0,1,1,0,0,1,1
2019-10-20,0,0,1,1,0,0,1,1,0,0,1,1
2019-10-21,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-22,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-23,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-24,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-25,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-26,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-27,1,1,1,1,1,1,1,1,1,1,1,1
2019-10-28,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-29,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-30,0,1,1,1,0,1,1,1,0,1,1,1
2019-10-31,0,1,1,1,0,1,1,1,0,1,1,1
