date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2017-10-01,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-02,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-03,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-04,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-05,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-06,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-07,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-08,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-09,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-10,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-11,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-12,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-13,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-14,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-15,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-16,0,0,0,1,0,0,0,1,0,0,0,1
2017-10-17,0,0,1,1,0,0,1,1,0,0,1,1
2017-10-18,0,0,1,1,0,0,1,1,0,0,1,1
2017-10-19,0,0,1,1,0,0,1,1,0,0,1,1
2017-10-20,0,0,1,1,0,0,1,1,0,0,1,1
2017-10-21,0,0,1,1,0,0,1,1,0,0,1,1
2017-10-22,0,0,1,1,0,0,1,1,0,0,1,1
2017-10-23,0,0,1,1,0,0,1,1,0,0,1,1
2017-10-24,1,1,1,1,1,1,1,1,1,1,1,1
2017-10-25,1,1,1,1,1,1,1,1,1,1,1,1
2017-10-26,1,1,1,1,1,1,1,1,1,1,1,1
2017-10-27,1,1,1,1,1,1,1,1,1,1,1,1
2017-10-28,1,1,1,1,1,1,1,1,1,1,1,1
2017-10-29,1,1,1,1,1,1,1,1,1,1,1,1
2017-10-30,0,1,1,1,0,1,1,1,0,1,1,1
2017-10-31,0,1,1,1,0,1,1,1,0,1,1,1
