date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2018-10-01,0,0,1,1,0,0,1,1,0,0,1,1
2018-10-02,0,0,1,1,0,0,1,1,0,0,1,1
2018-10-03,0,0,1,1,0,0,1,1,0,0,1,1
2018-10-04,0,0,1,1,0,0,1,1,0,0,1,1
2018-10-05,0,0,1,1,0,0,1,1,0,0,1,1
2018-10-06,0,0,1,1,0,0,1,1,0,0,1,1
2018-10-07,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-08,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-09,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-10,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-11,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-12,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-13,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-14,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-15,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-16,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-17,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-18,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-19,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-20,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-21,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-22,0,0,1,1,0,0,1,1,0,0,1,1
2018-10-23,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-24,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-25,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-26,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-27,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-28,1,1,1,1,1,1,1,1,1,1,1,1
2018-10-29,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-30,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-31,0,1,1,1,0,1,1,1,0,1,1,1
