date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2019-06-01,0,0,1,1,0,0,1,1,0,0,1,1
2019-06-02,0,0,1,1,0,0,1,1,0,0,1,1
2019-06-03,0,0,1,1,0,0,1,1,0,0,1,1
2019-06-04,0,0,1,1,0,0,1,1,0,0,1,1
2019-06-05,0,0,1,1,0,0,1,1,0,0,1,1
2019-06-06,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-07,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-08,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-09,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-10,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-11,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-12,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-13,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-14,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-15,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-16,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-17,0,0,1,1,0,0,1,1,0,0,1,1
2019-06-18,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-19,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-20,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-21,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-22,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-23,1,1,1,1,1,1,1,1,1,1,1,1
2019-06-24,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-25,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-26,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-27,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-28,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-29,0,1,1,1,0,1,1,1,0,1,1,1
2019-06-30,0,1,1,1,0,1,1,1,0,1,1,1
