date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2017-11-01,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-02,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-03,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-04,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-05,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-06,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-07,0,0,1,1,0,0,1,1,0,0,1,1
2017-11-08,0,0,1,1,0,0,1,1,0,0,1,1
2017-11-09,0,0,1,1,0,0,1,1,0,0,1,1
2017-11-10,0,0,1,1,0,0,1,1,0,0,1,1
2017-11-11,0,0,1,1,0,0,1,1,0,0,1,1
2017-11-12,0,0,1,1,0,0,1,1,0,0,1,1
2017-11-13,0,0,1,1,0,0,1,1,0,0,1,1
2017-11-14,1,1,1,1,1,1,1,1,1,1,1,1
2017-11-15,1,1,1,1,1,1,1,1,1,1,1,1
2017-11-16,1,1,1,1,1,1,1,1,1,1,1,1
2017-11-17,1,1,1,1,1,1,1,1,1,1,1,1
2017-11-18,1,1,1,1,1,1,1,1,1,1,1,1
2017-11-19,1,1,1,1,1,1,1,1,1,1,1,1
2017-11-20,0,1,1,1,0,1,1,1,0,1,1,1
2017-11-21,0,1,1,1,0,1,1,1,0,1,1,1
2017-11-22,0,1,1,1,0,1,1,1,0,1,1,1
2017-11-23,0,1,1,1,0,1,1,1,0,1,1,1
2017-11-24,0,1,1,1,0,1,1,1,0,1,1,1
2017-11-25,0,1,1,1,0,1,1,1,0,1,1,1
2017-11-26,0,1,1,1,0,1,1,1,0,1,1,1
2017-11-27,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-28,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-29,0,0,0,1,0,0,0,1,0,0,0,1
2017-11-30,0,0,0,1,0,0,0,1,0,0,0,1
