date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2025-06-01,0,0,1,1,0,0,1,1,0,0,1,1
2025-06-02,0,0,1,1,0,0,1,1,0,0,1,1
2025-06-03,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-04,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-05,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-06,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-07,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-08,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-09,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-10,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-11,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-12,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-13,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-14,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-15,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-16,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-17,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-18,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-19,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-20,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-21,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-22,1,1,1,1,1,1,1,1,1,1,1,1
2025-06-23,0,1,1,1,0,1,1,1,0,1,1,1
2025-06-24,0,1,1,1,0,1,1,1,0,1,1,1
2025-06-25,0,1,1,1,0,1,1,1,0,1,1,1
2025-06-26,0,1,1,1,0,1,1,1,0,1,1,1
2025-06-27,0,1,1,1,0,1,1,1,0,1,1,1
2025-06-28,0,1,1,1,0,1,1,1,0,1,1,1
2025-06-29,0,1,1,1,0,1,1,1,0,1,1,1
2025-06-30,0,0,0,1,0,0,0,1,0,0,0,1
