date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2014-12-01,0,0,1,1,0,0,1,1,0,0,1,1
2014-12-02,0,0,1,1,0,0,1,1,0,0,1,1
2014-12-03,0,0,1,1,0,0,1,1,0,0,1,1
2014-12-04,0,0,1,1,0,0,1,1,0,0,1,1
2014-12-05,1,1,1,1,1,1,1,1,1,1,1,1
2014-12-06,1,1,1,1,1,1,1,1,1,1,1,1
2014-12-07,1,1,1,1,1,1,1,1,1,1,1,1
2014-12-08,0,1,1,1,0,1,1,1,0,1,1,1
2014-12-09,0,1,1,1,0,1,1,1,0,1,1,1
2014-12-10,0,1,1,1,0,1,1,1,0,1,1,1
2014-12-11,0,1,1,1,0,1,1,1,0,1,1,1
2014-12-12,0,1,1,1,0,1,1,1,0,1,1,1
2014-12-13,0,1,1,1,0,1,1,1,0,1,1,1
2014-12-14,0,1,1,1,0,1,1,1,0,1,1,1
2014-12-15,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-16,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-17,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-18,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-19,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-20,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-21,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-22,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-23,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-24,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-25,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-26,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-27,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-28,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-29,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-30,0,0,0,1,0,0,0,1,0,0,0,1
2014-12-31,0,0,0,1,0,0,0,1,0,0,0,1
