date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2015-06-01,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-02,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-03,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-04,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-05,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-06,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-07,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-08,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-09,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-10,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-11,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-12,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-13,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-14,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-15,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-16,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-17,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-18,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-19,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-20,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-21,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-22,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-23,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-24,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-25,0,0,1,1,0,0,1,1,0,0,1,1
2015-06-26,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-27,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-28,1,1,1,1,1,1,1,1,1,1,1,1
2015-06-29,0,1,1,1,0,1,1,1,0,1,1,1
2015-06-30,0,1,1,1,0,1,1,1,0,1,1,1
