date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2023-04-01,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-02,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-03,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-04,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-05,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-06,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-07,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-08,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-09,0,0,0,1,0,0,0,1,0,0,0,1
2023-04-10,0,0,1,1,0,0,1,1,0,0,1,1
2023-04-11,0,0,1,1,0,0,1,1,0,0,1,1
2023-04-12,0,0,1,1,0,0,1,1,0,0,1,1
2023-04-13,0,0,1,1,0,0,1,1,0,0,1,1
2023-04-14,0,0,1,1,0,0,1,1,0,0,1,1
2023-04-15,0,0,1,1,0,0,1,1,0,0,1,1
2023-04-16,0,0,1,1,0,0,1,1,0,0,1,1
2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1
2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1
2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1
2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1
2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1
2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1
2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1
2023-04-24,0,1,1,1,0,1,1,1,0,1,1,1
2023-04-25,0,1,1,1,0,1,1,1,0,1,1,1
2023-04-26,0,1,1,1,0,1,1,1,0,1,1,1
2023-04-27,0,1,1,1,0,1,1,1,0,1,1,1
2023-04-28,0,1,1,1,0,1,1,1,0,1,1,1
2023-04-29,0,1,1,1,0,1,1,1,0,1,1,1
2023-04-30,0,1,1,1,0,1,1,1,0,1,1,1
